Date,Cambria Global Value_Open_average,Cambria Global Value_Open_max,Cambria Global Value_Open_min,Cambria Global Value_High_average,Cambria Global Value_High_max,Cambria Global Value_High_min,Cambria Global Value_Low_average,Cambria Global Value_Low_max,Cambria Global Value_Low_min,Cambria Global Value_Close_average,Cambria Global Value_Close_max,Cambria Global Value_Close_min
2018-04-08,-0.7731060315984652,-0.7731060315984652,-0.7731060315984652,-0.9312928854513327,-0.9312928854513327,-0.9312928854513327,-0.6659771208508704,-0.6659771208508704,-0.6659771208508704,-0.8583705810074144,-0.8583705810074144,-0.8583705810074144
2018-04-15,-0.08632106510512201,-0.08632106510512201,-0.08632106510512201,-0.24869197823543565,-0.24869197823543565,-0.24869197823543565,-0.16441934989455956,-0.16441934989455956,-0.16441934989455956,-0.41975472261460434,-0.41975472261460434,-0.41975472261460434
2018-04-22,-0.6495856398598417,-0.6495856398598417,-0.6495856398598417,-0.7250831017445687,-0.7250831017445687,-0.7250831017445687,-0.4221477676286918,-0.4221477676286918,-0.4221477676286918,-0.5624250710664674,-0.5624250710664674,-0.5624250710664674
2018-04-29,-2.0129789118530397,-2.0129789118530397,-2.0129789118530397,-1.7657502594779315,-1.7657502594779315,-1.7657502594779315,-1.4127960079132154,-1.4127960079132154,-1.4127960079132154,-1.4606568846224703,-1.4606568846224703,-1.4606568846224703
2018-05-06,-1.183074244504522,-1.183074244504522,-1.183074244504522,-1.3291684290402053,-1.3291684290402053,-1.3291684290402053,-1.1610235101484396,-1.1610235101484396,-1.1610235101484396,-1.3365992255054842,-1.3365992255054842,-1.3365992255054842
2018-05-13,-2.0769364570654485,-2.0769364570654485,-2.0769364570654485,-2.205510916607608,-2.205510916607608,-2.205510916607608,-2.0400950363746637,-2.0400950363746637,-2.0400950363746637,-2.051971765242834,-2.051971765242834,-2.051971765242834
2018-05-20,-2.1095841372992763,-2.1095841372992763,-2.1095841372992763,-2.164266703297268,-2.164266703297268,-2.164266703297268,-2.2227229372521125,-2.2227229372521125,-2.2227229372521125,-2.1663832252074853,-2.1663832252074853,-2.1663832252074853
2018-05-27,-2.0720789468473293,-2.0720789468473293,-2.0720789468473293,-1.9462645291518963,-1.9462645291518963,-1.9462645291518963,-1.9105407674995325,-1.9105407674995325,-1.9105407674995325,-1.8873007406387319,-1.8873007406387319,-1.8873007406387319
2018-06-03,-1.4104673183237193,-1.4104673183237193,-1.4104673183237193,-1.403882911940134,-1.403882911940134,-1.403882911940134,-1.4257249560367775,-1.4257249560367775,-1.4257249560367775,-1.2901161754013828,-1.2901161754013828,-1.2901161754013828
2018-06-10,-1.6611890160334593,-1.6611890160334593,-1.6611890160334593,-1.7594465597948894,-1.7594465597948894,-1.7594465597948894,-1.8285827087066566,-1.8285827087066566,-1.8285827087066566,-1.8365694584954908,-1.8365694584954908,-1.8365694584954908
2018-06-17,-1.5438255886337566,-1.5438255886337566,-1.5438255886337566,-1.5824357699032527,-1.5824357699032527,-1.5824357699032527,-1.4827428096790518,-1.4827428096790518,-1.4827428096790518,-1.557372354446903,-1.557372354446903,-1.557372354446903
2018-06-24,-1.6324373987067573,-1.6324373987067573,-1.6324373987067573,-1.5910875686853967,-1.5910875686853967,-1.5910875686853967,-1.570322936752608,-1.570322936752608,-1.570322936752608,-1.6182985792223807,-1.6182985792223807,-1.6182985792223807
2018-07-01,-1.1000814970560666,-1.1000814970560666,-1.1000814970560666,-1.0493010255299569,-1.0493010255299569,-1.0493010255299569,-1.0360988277397125,-1.0360988277397125,-1.0360988277397125,-0.9876212466699619,-0.9876212466699619,-0.9876212466699619
2018-07-08,-1.0025702359845927,-1.0025702359845927,-1.0025702359845927,-1.0577041229543551,-1.0577041229543551,-1.0577041229543551,-0.9685681925433426,-0.9685681925433426,-0.9685681925433426,-0.9909674913960772,-0.9909674913960772,-0.9909674913960772
2018-07-15,-0.8756136885139698,-0.8756136885139698,-0.8756136885139698,-0.816964250673713,-0.816964250673713,-0.816964250673713,-0.7985326258732842,-0.7985326258732842,-0.7985326258732842,-0.7594143090425416,-0.7594143090425416,-0.7594143090425416
2018-07-22,-0.05662933195681139,-0.05662933195681139,-0.05662933195681139,-0.17143214871767773,-0.17143214871767773,-0.17143214871767773,-0.13105618214081774,-0.13105618214081774,-0.13105618214081774,-0.22793211672873795,-0.22793211672873795,-0.22793211672873795
2018-07-29,-0.49843579463517185,-0.49843579463517185,-0.49843579463517185,-0.49240099867962017,-0.49240099867962017,-0.49240099867962017,-0.3890161558545327,-0.3890161558545327,-0.3890161558545327,-0.36663030483522363,-0.36663030483522363,-0.36663030483522363
2018-08-05,-1.7534793218883677,-1.7534793218883677,-1.7534793218883677,-1.9143507949388354,-1.9143507949388354,-1.9143507949388354,-2.0383797986674765,-2.0383797986674765,-2.0383797986674765,-2.0786049826839528,-2.0786049826839528,-2.0786049826839528
2018-08-12,-2.0859628977787628,-2.0859628977787628,-2.0859628977787628,-2.0171941849656925,-2.0171941849656925,-2.0171941849656925,-2.1675328070419013,-2.1675328070419013,-2.1675328070419013,-1.9158283425737395,-1.9158283425737395,-1.9158283425737395
2018-08-19,-1.142449141068719,-1.142449141068719,-1.142449141068719,-1.1418925486306228,-1.1418925486306228,-1.1418925486306228,-1.0019204149836844,-1.0019204149836844,-1.0019204149836844,-1.0090770675992184,-1.0090770675992184,-1.0090770675992184
