Date,iShares Edge US Fxd Incm Bal Rsk_Open_average,iShares Edge US Fxd Incm Bal Rsk_Open_max,iShares Edge US Fxd Incm Bal Rsk_Open_min,iShares Edge US Fxd Incm Bal Rsk_High_average,iShares Edge US Fxd Incm Bal Rsk_High_max,iShares Edge US Fxd Incm Bal Rsk_High_min,iShares Edge US Fxd Incm Bal Rsk_Low_average,iShares Edge US Fxd Incm Bal Rsk_Low_max,iShares Edge US Fxd Incm Bal Rsk_Low_min,iShares Edge US Fxd Incm Bal Rsk_Close_average,iShares Edge US Fxd Incm Bal Rsk_Close_max,iShares Edge US Fxd Incm Bal Rsk_Close_min
2018-04-08,-0.7613550465386696,-0.7613550465386696,-0.7613550465386696,-0.6004575866439645,-0.6004575866439645,-0.6004575866439645,-0.5693110782216309,-0.5693110782216309,-0.5693110782216309,-0.6288312159563605,-0.6288312159563605,-0.6288312159563605
2018-04-15,-1.1716946661651562,-1.1716946661651562,-1.1716946661651562,-1.2375426752678251,-1.2375426752678251,-1.2375426752678251,-1.4061448051887737,-1.4061448051887737,-1.4061448051887737,-1.1122642945350336,-1.1122642945350336,-1.1122642945350336
2018-04-22,-1.4752789177375174,-1.4752789177375174,-1.4752789177375174,-1.3211929319066293,-1.3211929319066293,-1.3211929319066293,-1.2580081116891315,-1.2580081116891315,-1.2580081116891315,-1.1822549582688209,-1.1822549582688209,-1.1822549582688209
2018-04-29,-1.7070230761899259,-1.7070230761899259,-1.7070230761899259,-1.7663587705483408,-1.7663587705483408,-1.7663587705483408,-1.7179530875523708,-1.7179530875523708,-1.7179530875523708,-1.9783263846536157,-1.9783263846536157,-1.9783263846536157
2018-05-06,-1.7437840894353434,-1.7437840894353434,-1.7437840894353434,-1.5761428194154414,-1.5761428194154414,-1.5761428194154414,-1.7753474174394477,-1.7753474174394477,-1.7753474174394477,-1.7310761109610586,-1.7310761109610586,-1.7310761109610586
2018-05-13,-1.8183150914664628,-1.8183150914664628,-1.8183150914664628,-1.8268144887719944,-1.8268144887719944,-1.8268144887719944,-1.986557450286657,-1.986557450286657,-1.986557450286657,-1.8552817283747356,-1.8552817283747356,-1.8552817283747356
2018-05-20,-0.3504174319554454,-0.3504174319554454,-0.3504174319554454,-0.48954440348778844,-0.48954440348778844,-0.48954440348778844,-0.7113742590919773,-0.7113742590919773,-0.7113742590919773,-1.0241563106764322,-1.0241563106764322,-1.0241563106764322
2018-05-27,-1.0175538858155493,-1.0175538858155493,-1.0175538858155493,-1.0988331472338233,-1.0988331472338233,-1.0988331472338233,-1.2536058285312925,-1.2536058285312925,-1.2536058285312925,-0.8779621765186714,-0.8779621765186714,-0.8779621765186714
2018-06-03,-1.302229152067913,-1.302229152067913,-1.302229152067913,-1.1369939245602716,-1.1369939245602716,-1.1369939245602716,-1.1159296747363188,-1.1159296747363188,-1.1159296747363188,-0.9101025299099019,-0.9101025299099019,-0.9101025299099019
2018-06-10,-0.4108663277370372,-0.4108663277370372,-0.4108663277370372,-0.5281373545430947,-0.5281373545430947,-0.5281373545430947,-0.5833071728632894,-0.5833071728632894,-0.5833071728632894,-0.728999003806938,-0.728999003806938,-0.728999003806938
