Date,KraneShares MSCI One Belt One RoadEtf_Open_average,KraneShares MSCI One Belt One RoadEtf_Open_max,KraneShares MSCI One Belt One RoadEtf_Open_min,KraneShares MSCI One Belt One RoadEtf_High_average,KraneShares MSCI One Belt One RoadEtf_High_max,KraneShares MSCI One Belt One RoadEtf_High_min,KraneShares MSCI One Belt One RoadEtf_Low_average,KraneShares MSCI One Belt One RoadEtf_Low_max,KraneShares MSCI One Belt One RoadEtf_Low_min,KraneShares MSCI One Belt One RoadEtf_Close_average,KraneShares MSCI One Belt One RoadEtf_Close_max,KraneShares MSCI One Belt One RoadEtf_Close_min
2018-05-27,-1.271776802233387,-1.271776802233387,-1.271776802233387,-1.3621186328688304,-1.3621186328688304,-1.3621186328688304,-1.1483578897964077,-1.1483578897964077,-1.1483578897964077,-1.2502663210031595,-1.2502663210031595,-1.2502663210031595
2018-06-03,-1.1059832934191232,-1.1059832934191232,-1.1059832934191232,-1.0899965612362117,-1.0899965612362117,-1.0899965612362117,-0.9831160150799154,-0.9831160150799154,-0.9831160150799154,-0.9812034294479972,-0.9812034294479972,-0.9812034294479972
2018-06-10,-1.9647805157244587,-1.9647805157244587,-1.9647805157244587,-2.036269980664323,-2.036269980664323,-2.036269980664323,-1.942586723932315,-1.942586723932315,-1.942586723932315,-2.0221138041838893,-2.0221138041838893,-2.0221138041838893
2018-06-17,-2.7296654573984984,-2.7296654573984984,-2.7296654573984984,-2.6817329137221466,-2.6817329137221466,-2.6817329137221466,-2.589826737121108,-2.589826737121108,-2.589826737121108,-2.6288547493858516,-2.6288547493858516,-2.6288547493858516
2018-06-24,-2.8786222260383236,-2.8786222260383236,-2.8786222260383236,-2.6393838543300494,-2.6393838543300494,-2.6393838543300494,-2.8195790246173242,-2.8195790246173242,-2.8195790246173242,-2.603449129620186,-2.603449129620186,-2.603449129620186
2018-07-01,-2.3755924275392117,-2.3755924275392117,-2.3755924275392117,-2.3412446057243064,-2.3412446057243064,-2.3412446057243064,-2.3495506764882417,-2.3495506764882417,-2.3495506764882417,-2.3554649134130305,-2.3554649134130305,-2.3554649134130305
2018-07-08,-1.6749697790572242,-1.6749697790572242,-1.6749697790572242,-1.7522790466363434,-1.7522790466363434,-1.7522790466363434,-1.6793397678388833,-1.6793397678388833,-1.6793397678388833,-1.748033340998429,-1.748033340998429,-1.748033340998429
2018-07-15,-1.5101359015563947,-1.5101359015563947,-1.5101359015563947,-1.5219590810592163,-1.5219590810592163,-1.5219590810592163,-1.4857107154881952,-1.4857107154881952,-1.4857107154881952,-1.4703967718729751,-1.4703967718729751,-1.4703967718729751
2018-07-22,-0.6715144123665179,-0.6715144123665179,-0.6715144123665179,-0.7667782368528144,-0.7667782368528144,-0.7667782368528144,-0.7733258935584117,-0.7733258935584117,-0.7733258935584117,-0.7217015675801306,-0.7217015675801306,-0.7217015675801306
2018-07-29,-0.8632618472159831,-0.8632618472159831,-0.8632618472159831,-0.9074445973661032,-0.9074445973661032,-0.9074445973661032,-0.8310231267508619,-0.8310231267508619,-0.8310231267508619,-0.8783735944722496,-0.8783735944722496,-0.8783735944722496
