Date,iShares Core US GrowthEtf_Open_average,iShares Core US GrowthEtf_Open_max,iShares Core US GrowthEtf_Open_min,iShares Core US GrowthEtf_High_average,iShares Core US GrowthEtf_High_max,iShares Core US GrowthEtf_High_min,iShares Core US GrowthEtf_Low_average,iShares Core US GrowthEtf_Low_max,iShares Core US GrowthEtf_Low_min,iShares Core US GrowthEtf_Close_average,iShares Core US GrowthEtf_Close_max,iShares Core US GrowthEtf_Close_min
2018-05-27,1.037386849359645,1.037386849359645,1.037386849359645,1.148071317206208,1.148071317206208,1.148071317206208,1.0128092302497738,1.0128092302497738,1.0128092302497738,1.1665232936417307,1.1665232936417307,1.1665232936417307
2018-06-03,1.5833986722111295,1.5833986722111295,1.5833986722111295,1.6852573138012363,1.6852573138012363,1.6852573138012363,1.5197799468980386,1.5197799468980386,1.5197799468980386,1.6177534938813776,1.6177534938813776,1.6177534938813776
2018-06-10,1.8541777101544874,1.8541777101544874,1.8541777101544874,1.838553014049821,1.838553014049821,1.838553014049821,1.6411062487964068,1.6411062487964068,1.6411062487964068,1.7386690380720484,1.7386690380720484,1.7386690380720484
2018-06-17,1.605926298906249,1.605926298906249,1.605926298906249,1.484861789632377,1.484861789632377,1.484861789632377,1.2981436669658157,1.2981436669658157,1.2981436669658157,1.2343004152448662,1.2343004152448662,1.2343004152448662
2018-06-24,0.6510068495911563,0.6510068495911563,0.6510068495911563,0.6651038900986338,0.6651038900986338,0.6651038900986338,0.6770523128927752,0.6770523128927752,0.6770523128927752,0.4711481449136188,0.4711481449136188,0.4711481449136188
2018-07-01,0.8622852405096119,0.8622852405096119,0.8622852405096119,1.0674559216942923,1.0674559216942923,1.0674559216942923,0.885201532892564,0.885201532892564,0.885201532892564,1.0606759279968276,1.0606759279968276,1.0606759279968276
2018-07-08,1.698222429507114,1.698222429507114,1.698222429507114,1.6659173521780553,1.6659173521780553,1.6659173521780553,1.5916618758012495,1.5916618758012495,1.5916618758012495,1.5616522727172877,1.5616522727172877,1.5616522727172877
2018-07-15,1.5935642290030152,1.5935642290030152,1.5935642290030152,1.5773730198089593,1.5773730198089593,1.5773730198089593,1.5068505181963194,1.5068505181963194,1.5068505181963194,1.392664174650893,1.392664174650893,1.392664174650893
2018-07-22,1.70582270804323,1.70582270804323,1.70582270804323,1.712900951702168,1.712900951702168,1.712900951702168,1.2379910070799356,1.2379910070799356,1.2379910070799356,1.2820232698533978,1.2820232698533978,1.2820232698533978
2018-07-29,1.3593386356754855,1.3593386356754855,1.3593386356754855,1.3837695286460205,1.3837695286460205,1.3837695286460205,1.3802708423342915,1.3802708423342915,1.3802708423342915,1.4112353298325635,1.4112353298325635,1.4112353298325635
2018-08-05,1.4019959607692036,1.4019959607692036,1.4019959607692036,1.383303083407515,1.383303083407515,1.383303083407515,1.3270711915950215,1.3270711915950215,1.3270711915950215,1.313404561022848,1.313404561022848,1.313404561022848
2018-08-12,1.2479502706757963,1.2479502706757963,1.2479502706757963,1.2991887824678876,1.2991887824678876,1.2991887824678876,1.2078822724576295,1.2078822724576295,1.2078822724576295,1.2859305699259305,1.2859305699259305,1.2859305699259305
2018-08-19,1.4001630394967282,1.4001630394967282,1.4001630394967282,1.5171220621707378,1.5171220621707378,1.5171220621707378,1.5107768997698139,1.5107768997698139,1.5107768997698139,1.5581443911205963,1.5581443911205963,1.5581443911205963
2018-08-26,1.8293349589316408,1.8293349589316408,1.8293349589316408,1.8778141638062493,1.8778141638062493,1.8778141638062493,1.878066672472393,1.878066672472393,1.878066672472393,1.8803321231788555,1.8803321231788555,1.8803321231788555
2018-09-02,1.2058588405528239,1.2058588405528239,1.2058588405528239,1.350013882832952,1.350013882832952,1.350013882832952,1.2696560859116768,1.2696560859116768,1.2696560859116768,1.2942594303215276,1.2942594303215276,1.2942594303215276
2018-09-09,1.6381024138528764,1.6381024138528764,1.6381024138528764,1.6121614263589255,1.6121614263589255,1.6121614263589255,1.6110042438796097,1.6110042438796097,1.6110042438796097,1.6364576777517712,1.6364576777517712,1.6364576777517712
2018-09-16,1.7301297029893274,1.7301297029893274,1.7301297029893274,1.6832192699428103,1.6832192699428103,1.6832192699428103,1.7035677143473158,1.7035677143473158,1.7035677143473158,1.6208989184740072,1.6208989184740072,1.6208989184740072
2018-09-23,1.38460633885369,1.38460633885369,1.38460633885369,1.449506689241195,1.449506689241195,1.449506689241195,1.5151874943466122,1.5151874943466122,1.5151874943466122,1.502252380066613,1.502252380066613,1.502252380066613
2018-09-30,0.9390013805377824,0.9390013805377824,0.9390013805377824,0.9304707656102743,0.9304707656102743,0.9304707656102743,0.4954948982804359,0.4954948982804359,0.4954948982804359,0.6616483063577058,0.6616483063577058,0.6616483063577058
2018-10-07,-0.8258384788710286,-0.8258384788710286,-0.8258384788710286,-0.9683995893674195,-0.9683995893674195,-0.9683995893674195,-1.3144422688021138,-1.3144422688021138,-1.3144422688021138,-0.9775134039482608,-0.9775134039482608,-0.9775134039482608
