Date,ProShares Ultra Silver_Open_average,ProShares Ultra Silver_Open_max,ProShares Ultra Silver_Open_min,ProShares Ultra Silver_High_average,ProShares Ultra Silver_High_max,ProShares Ultra Silver_High_min,ProShares Ultra Silver_Low_average,ProShares Ultra Silver_Low_max,ProShares Ultra Silver_Low_min,ProShares Ultra Silver_Close_average,ProShares Ultra Silver_Close_max,ProShares Ultra Silver_Close_min
2018-04-08,0.048479233020869615,0.048479233020869615,0.048479233020869615,-0.0057833162996129076,-0.0057833162996129076,-0.0057833162996129076,0.06932639114011639,0.06932639114011639,0.06932639114011639,-0.14470757764936515,-0.14470757764936515,-0.14470757764936515
2018-04-15,0.21137729307495154,0.21137729307495154,0.21137729307495154,0.053185290887279996,0.053185290887279996,0.053185290887279996,-0.06755204685454064,-0.06755204685454064,-0.06755204685454064,-0.317316338795534,-0.317316338795534,-0.317316338795534
2018-04-22,-1.8262810476232658,-1.8262810476232658,-1.8262810476232658,-1.4720889481288781,-1.4720889481288781,-1.4720889481288781,-2.0139356984004246,-2.0139356984004246,-2.0139356984004246,-1.9537809856775914,-1.9537809856775914,-1.9537809856775914
2018-04-29,-0.6652303673258119,-0.6652303673258119,-0.6652303673258119,-0.967145438883428,-0.967145438883428,-0.967145438883428,-0.6011637044716966,-0.6011637044716966,-0.6011637044716966,-1.0012523253991612,-1.0012523253991612,-1.0012523253991612
2018-05-06,0.35215406648324,0.35215406648324,0.35215406648324,-0.03190992839087074,-0.03190992839087074,-0.03190992839087074,-0.6534154669472346,-0.6534154669472346,-0.6534154669472346,-1.1190345513144002,-1.1190345513144002,-1.1190345513144002
2018-05-13,-0.535955375770896,-0.535955375770896,-0.535955375770896,-0.8968726255483723,-0.8968726255483723,-0.8968726255483723,-0.5873178589921992,-0.5873178589921992,-0.5873178589921992,-0.4589923980013597,-0.4589923980013597,-0.4589923980013597
2018-05-20,0.22529868119045338,0.22529868119045338,0.22529868119045338,-0.1615269460264984,-0.1615269460264984,-0.1615269460264984,-0.1665065218369608,-0.1665065218369608,-0.1665065218369608,-0.6145686244574107,-0.6145686244574107,-0.6145686244574107
2018-05-27,-0.6192622944055448,-0.6192622944055448,-0.6192622944055448,-0.8800566981031307,-0.8800566981031307,-0.8800566981031307,-0.8314520738966934,-0.8314520738966934,-0.8314520738966934,-1.2372303914129619,-1.2372303914129619,-1.2372303914129619
2018-06-03,1.2718143899209056,1.2718143899209056,1.2718143899209056,1.5785666093692166,1.5785666093692166,1.5785666093692166,1.7086540321130224,1.7086540321130224,1.7086540321130224,1.979365076622437,1.979365076622437,1.979365076622437
2018-06-10,-0.6214006516673833,-0.6214006516673833,-0.6214006516673833,-1.0025212606905887,-1.0025212606905887,-1.0025212606905887,-0.861881475154457,-0.861881475154457,-0.861881475154457,-0.8472994758068687,-0.8472994758068687,-0.8472994758068687
2018-06-17,-1.5574090654353796,-1.5574090654353796,-1.5574090654353796,-1.8154872192071325,-1.8154872192071325,-1.8154872192071325,-1.4056863956891539,-1.4056863956891539,-1.4056863956891539,-1.503663392152086,-1.503663392152086,-1.503663392152086
2018-06-24,-2.408012421409992,-2.408012421409992,-2.408012421409992,-2.5044382740561923,-2.5044382740561923,-2.5044382740561923,-2.5731454866122467,-2.5731454866122467,-2.5731454866122467,-2.562282743388107,-2.562282743388107,-2.562282743388107
2018-07-01,-1.3556084791335394,-1.3556084791335394,-1.3556084791335394,-1.3584076456997252,-1.3584076456997252,-1.3584076456997252,-1.271114397415392,-1.271114397415392,-1.271114397415392,-1.3211340575511834,-1.3211340575511834,-1.3211340575511834
2018-07-08,-2.042175130371512,-2.042175130371512,-2.042175130371512,-2.055461548772955,-2.055461548772955,-2.055461548772955,-1.8955031394115254,-1.8955031394115254,-1.8955031394115254,-1.8966749994955312,-1.8966749994955312,-1.8966749994955312
2018-07-15,-2.20715876752569,-2.20715876752569,-2.20715876752569,-2.2059328502860884,-2.2059328502860884,-2.2059328502860884,-2.1904717894575927,-2.1904717894575927,-2.1904717894575927,-2.197704629980426,-2.197704629980426,-2.197704629980426
2018-07-22,-1.6983777851910717,-1.6983777851910717,-1.6983777851910717,-1.6195224832458548,-1.6195224832458548,-1.6195224832458548,-1.5573425442833695,-1.5573425442833695,-1.5573425442833695,-1.6081106873980806,-1.6081106873980806,-1.6081106873980806
2018-07-29,-1.587463330933309,-1.587463330933309,-1.587463330933309,-1.5974040995809382,-1.5974040995809382,-1.5974040995809382,-1.5532657502851506,-1.5532657502851506,-1.5532657502851506,-1.5871236989490438,-1.5871236989490438,-1.5871236989490438
2018-08-05,-1.4777128523427951,-1.4777128523427951,-1.4777128523427951,-1.4760556605473043,-1.4760556605473043,-1.4760556605473043,-1.6890680172873946,-1.6890680172873946,-1.6890680172873946,-1.6980333838428707,-1.6980333838428707,-1.6980333838428707
2018-08-12,-1.8048916026105724,-1.8048916026105724,-1.8048916026105724,-1.7507078972365844,-1.7507078972365844,-1.7507078972365844,-1.735696041186127,-1.735696041186127,-1.735696041186127,-1.6516143333581592,-1.6516143333581592,-1.6516143333581592
2018-08-19,-1.4125471019435432,-1.4125471019435432,-1.4125471019435432,-1.3438713689547657,-1.3438713689547657,-1.3438713689547657,-1.2946112923614808,-1.2946112923614808,-1.2946112923614808,-1.2582274062981837,-1.2582274062981837,-1.2582274062981837
2018-08-26,-1.4782069085371843,-1.4782069085371843,-1.4782069085371843,-1.4666666369368866,-1.4666666369368866,-1.4666666369368866,-1.4347332241709587,-1.4347332241709587,-1.4347332241709587,-1.4685104727417684,-1.4685104727417684,-1.4685104727417684
2018-09-02,-1.6610990511514712,-1.6610990511514712,-1.6610990511514712,-1.690545521705011,-1.690545521705011,-1.690545521705011,-1.6409737948610883,-1.6409737948610883,-1.6409737948610883,-1.6647127729339097,-1.6647127729339097,-1.6647127729339097
2018-09-09,-1.4482441060569498,-1.4482441060569498,-1.4482441060569498,-1.4466589195719595,-1.4466589195719595,-1.4466589195719595,-1.4257979521939161,-1.4257979521939161,-1.4257979521939161,-1.4374258537748552,-1.4374258537748552,-1.4374258537748552
