Date,SPDR Barclays Short Term Intl Treasury Bond_Open_average,SPDR Barclays Short Term Intl Treasury Bond_Open_max,SPDR Barclays Short Term Intl Treasury Bond_Open_min,SPDR Barclays Short Term Intl Treasury Bond_High_average,SPDR Barclays Short Term Intl Treasury Bond_High_max,SPDR Barclays Short Term Intl Treasury Bond_High_min,SPDR Barclays Short Term Intl Treasury Bond_Low_average,SPDR Barclays Short Term Intl Treasury Bond_Low_max,SPDR Barclays Short Term Intl Treasury Bond_Low_min,SPDR Barclays Short Term Intl Treasury Bond_Close_average,SPDR Barclays Short Term Intl Treasury Bond_Close_max,SPDR Barclays Short Term Intl Treasury Bond_Close_min
2018-04-08,0.734049390012518,0.734049390012518,0.734049390012518,0.12363471367082189,0.12363471367082189,0.12363471367082189,0.7811559145330186,0.7811559145330186,0.7811559145330186,0.2576124486942321,0.2576124486942321,0.2576124486942321
2018-04-15,-2.0457403014026414,-2.0457403014026414,-2.0457403014026414,-2.1904017423389983,-2.1904017423389983,-2.1904017423389983,-2.014008642702201,-2.014008642702201,-2.014008642702201,-2.339732069729001,-2.339732069729001,-2.339732069729001
2018-04-22,-2.7125316245142317,-2.7125316245142317,-2.7125316245142317,-2.5285668613012273,-2.5285668613012273,-2.5285668613012273,-2.3324642649844582,-2.3324642649844582,-2.3324642649844582,-2.5282544353596084,-2.5282544353596084,-2.5282544353596084
2018-04-29,-2.3672395871069005,-2.3672395871069005,-2.3672395871069005,-2.426351983222618,-2.426351983222618,-2.426351983222618,-2.399448466038923,-2.399448466038923,-2.399448466038923,-2.3343977080480487,-2.3343977080480487,-2.3343977080480487
2018-05-06,-1.7240011435296128,-1.7240011435296128,-1.7240011435296128,-1.7843538061866588,-1.7843538061866588,-1.7843538061866588,-1.8102781095506737,-1.8102781095506737,-1.8102781095506737,-1.8419530159740816,-1.8419530159740816,-1.8419530159740816
2018-05-13,-2.222388206059772,-2.222388206059772,-2.222388206059772,-2.0775952798104136,-2.0775952798104136,-2.0775952798104136,-2.0418939839113115,-2.0418939839113115,-2.0418939839113115,-1.8334507911991194,-1.8334507911991194,-1.8334507911991194
2018-05-20,-1.842799480115599,-1.842799480115599,-1.842799480115599,-1.5551687597111272,-1.5551687597111272,-1.5551687597111272,-1.6878379511958068,-1.6878379511958068,-1.6878379511958068,-1.5662692898095278,-1.5662692898095278,-1.5662692898095278
2018-05-27,-1.396670962596608,-1.396670962596608,-1.396670962596608,-1.4110387955938792,-1.4110387955938792,-1.4110387955938792,-1.347741282067678,-1.347741282067678,-1.347741282067678,-1.3788707316060966,-1.3788707316060966,-1.3788707316060966
2018-06-03,-1.1050639281066557,-1.1050639281066557,-1.1050639281066557,-1.0170557841506942,-1.0170557841506942,-1.0170557841506942,-0.9674585664926978,-0.9674585664926978,-0.9674585664926978,-0.948784649441002,-0.948784649441002,-0.948784649441002
2018-06-10,-1.3436394633629367,-1.3436394633629367,-1.3436394633629367,-1.3666029879530208,-1.3666029879530208,-1.3666029879530208,-1.3482247333261521,-1.3482247333261521,-1.3482247333261521,-1.42448214161958,-1.42448214161958,-1.42448214161958
2018-06-17,-1.08871114661717,-1.08871114661717,-1.08871114661717,-1.095997464078961,-1.095997464078961,-1.095997464078961,-1.0501874045542698,-1.0501874045542698,-1.0501874045542698,-1.0519379602077148,-1.0519379602077148,-1.0519379602077148
2018-06-24,-1.3226451519808093,-1.3226451519808093,-1.3226451519808093,-1.4495521075895297,-1.4495521075895297,-1.4495521075895297,-1.3409522264408265,-1.3409522264408265,-1.3409522264408265,-1.3217822711344978,-1.3217822711344978,-1.3217822711344978
2018-07-01,-0.6642451209923268,-0.6642451209923268,-0.6642451209923268,-0.7482642314169939,-0.7482642314169939,-0.7482642314169939,-0.6477065102524097,-0.6477065102524097,-0.6477065102524097,-0.6934658480541933,-0.6934658480541933,-0.6934658480541933
