Date,YieldShares High Income_Open_average,YieldShares High Income_Open_max,YieldShares High Income_Open_min,YieldShares High Income_High_average,YieldShares High Income_High_max,YieldShares High Income_High_min,YieldShares High Income_Low_average,YieldShares High Income_Low_max,YieldShares High Income_Low_min,YieldShares High Income_Close_average,YieldShares High Income_Close_max,YieldShares High Income_Close_min
2018-04-08,-0.6177902935310078,-0.6177902935310078,-0.6177902935310078,-0.6407027855327857,-0.6407027855327857,-0.6407027855327857,-0.45160959303942405,-0.45160959303942405,-0.45160959303942405,-0.42723206958555704,-0.42723206958555704,-0.42723206958555704
2018-04-15,-0.625769497029877,-0.625769497029877,-0.625769497029877,-0.6308094765792626,-0.6308094765792626,-0.6308094765792626,-0.3915135510636039,-0.3915135510636039,-0.3915135510636039,-0.5616742946128168,-0.5616742946128168,-0.5616742946128168
2018-04-22,-0.7974681507475486,-0.7974681507475486,-0.7974681507475486,-0.7582746410270054,-0.7582746410270054,-0.7582746410270054,-0.4264029266785591,-0.4264029266785591,-0.4264029266785591,-0.5728352804445829,-0.5728352804445829,-0.5728352804445829
2018-04-29,-0.9518773377992865,-0.9518773377992865,-0.9518773377992865,-0.7678015402895288,-0.7678015402895288,-0.7678015402895288,-0.6864061465564024,-0.6864061465564024,-0.6864061465564024,-0.5822914092558737,-0.5822914092558737,-0.5822914092558737
2018-05-06,-0.01827220729143784,-0.01827220729143784,-0.01827220729143784,-0.051245263362812966,-0.051245263362812966,-0.051245263362812966,-0.05127661857358145,-0.05127661857358145,-0.05127661857358145,-0.03294698355568523,-0.03294698355568523,-0.03294698355568523
2018-05-13,-0.37680378485146865,-0.37680378485146865,-0.37680378485146865,-0.290166760378425,-0.290166760378425,-0.290166760378425,-0.10184605711451697,-0.10184605711451697,-0.10184605711451697,-0.20413617779008897,-0.20413617779008897,-0.20413617779008897
2018-05-20,-0.9278778687778788,-0.9278778687778788,-0.9278778687778788,-1.2269950694303573,-1.2269950694303573,-1.2269950694303573,-1.2029651271442208,-1.2029651271442208,-1.2029651271442208,-1.4690847905414903,-1.4690847905414903,-1.4690847905414903
2018-05-27,-0.8178813840746315,-0.8178813840746315,-0.8178813840746315,-0.8607930539205564,-0.8607930539205564,-0.8607930539205564,-0.7768521699796214,-0.7768521699796214,-0.7768521699796214,-0.5626282176541649,-0.5626282176541649,-0.5626282176541649
2018-06-03,0.11333969919199217,0.11333969919199217,0.11333969919199217,0.11162556609362508,0.11162556609362508,0.11162556609362508,0.06941665762177077,0.06941665762177077,0.06941665762177077,0.23274145721189332,0.23274145721189332,0.23274145721189332
2018-06-10,0.2791452631195345,0.2791452631195345,0.2791452631195345,-0.14261480656247988,-0.14261480656247988,-0.14261480656247988,-0.010226734596483,-0.010226734596483,-0.010226734596483,-0.3062690223543333,-0.3062690223543333,-0.3062690223543333
