Date,iShares MSCI BRIC_Open_average,iShares MSCI BRIC_Open_max,iShares MSCI BRIC_Open_min,iShares MSCI BRIC_High_average,iShares MSCI BRIC_High_max,iShares MSCI BRIC_High_min,iShares MSCI BRIC_Low_average,iShares MSCI BRIC_Low_max,iShares MSCI BRIC_Low_min,iShares MSCI BRIC_Close_average,iShares MSCI BRIC_Close_max,iShares MSCI BRIC_Close_min
2018-04-08,-0.8008447614345556,-0.8008447614345556,-0.8008447614345556,-1.0117136229692896,-1.0117136229692896,-1.0117136229692896,-0.8152853731326463,-0.8152853731326463,-0.8152853731326463,-0.9936514401162474,-0.9936514401162474,-0.9936514401162474
2018-04-15,-0.9977130514732047,-0.9977130514732047,-0.9977130514732047,-1.169974435423997,-1.169974435423997,-1.169974435423997,-0.8473264575112908,-0.8473264575112908,-0.8473264575112908,-1.0315582352735984,-1.0315582352735984,-1.0315582352735984
2018-04-22,-1.0193183143974318,-1.0193183143974318,-1.0193183143974318,-1.1145531393479355,-1.1145531393479355,-1.1145531393479355,-0.723530225849497,-0.723530225849497,-0.723530225849497,-0.8987575210634672,-0.8987575210634672,-0.8987575210634672
2018-04-29,-1.6236036742509823,-1.6236036742509823,-1.6236036742509823,-1.2264960837440646,-1.2264960837440646,-1.2264960837440646,-1.2488144661701226,-1.2488144661701226,-1.2488144661701226,-1.0394386083329623,-1.0394386083329623,-1.0394386083329623
2018-05-06,-0.02168850519419803,-0.02168850519419803,-0.02168850519419803,-0.2864000053911527,-0.2864000053911527,-0.2864000053911527,-0.04097628098282049,-0.04097628098282049,-0.04097628098282049,-0.2592050465697032,-0.2592050465697032,-0.2592050465697032
2018-05-13,-0.9175588566005128,-0.9175588566005128,-0.9175588566005128,-1.0709604056889994,-1.0709604056889994,-1.0709604056889994,-0.716094398089161,-0.716094398089161,-0.716094398089161,-0.8546913333989997,-0.8546913333989997,-0.8546913333989997
2018-05-20,-0.9549838653879844,-0.9549838653879844,-0.9549838653879844,-1.099217233065204,-1.099217233065204,-1.099217233065204,-0.6535714545276871,-0.6535714545276871,-0.6535714545276871,-0.8559655174482157,-0.8559655174482157,-0.8559655174482157
2018-05-27,-0.9021715495526431,-0.9021715495526431,-0.9021715495526431,-0.8592939022736729,-0.8592939022736729,-0.8592939022736729,-0.6196427955065534,-0.6196427955065534,-0.6196427955065534,-0.6231418263334575,-0.6231418263334575,-0.6231418263334575
2018-06-03,-0.5842494046464434,-0.5842494046464434,-0.5842494046464434,-0.49778772246578096,-0.49778772246578096,-0.49778772246578096,-0.3605559715642317,-0.3605559715642317,-0.3605559715642317,-0.308453432092617,-0.308453432092617,-0.308453432092617
2018-06-10,-1.410650247518141,-1.410650247518141,-1.410650247518141,-1.5653073358222471,-1.5653073358222471,-1.5653073358222471,-1.5199895379575634,-1.5199895379575634,-1.5199895379575634,-1.5135012018662097,-1.5135012018662097,-1.5135012018662097
2018-06-17,-2.1189379074267194,-2.1189379074267194,-2.1189379074267194,-2.37150490248986,-2.37150490248986,-2.37150490248986,-2.3560241933361565,-2.3560241933361565,-2.3560241933361565,-2.4442973827112437,-2.4442973827112437,-2.4442973827112437
2018-06-24,-2.4530971679951947,-2.4530971679951947,-2.4530971679951947,-2.494148267062849,-2.494148267062849,-2.494148267062849,-2.486856752758227,-2.486856752758227,-2.486856752758227,-2.640651616844228,-2.640651616844228,-2.640651616844228
2018-07-01,-2.024836801102456,-2.024836801102456,-2.024836801102456,-1.931203805765203,-1.931203805765203,-1.931203805765203,-2.0463034829345066,-2.0463034829345066,-2.0463034829345066,-1.9393952161841306,-1.9393952161841306,-1.9393952161841306
2018-07-08,-1.1297693625502463,-1.1297693625502463,-1.1297693625502463,-1.2781591941442607,-1.2781591941442607,-1.2781591941442607,-1.1243775685344435,-1.1243775685344435,-1.1243775685344435,-1.2721364555379309,-1.2721364555379309,-1.2721364555379309
2018-07-15,-1.1574302171465305,-1.1574302171465305,-1.1574302171465305,-1.2123777897674823,-1.2123777897674823,-1.2123777897674823,-1.159127045723217,-1.159127045723217,-1.159127045723217,-1.2719180067964209,-1.2719180067964209,-1.2719180067964209
2018-07-22,-0.2928010133130721,-0.2928010133130721,-0.2928010133130721,-0.4738915072935412,-0.4738915072935412,-0.4738915072935412,-0.5175474070589624,-0.5175474070589624,-0.5175474070589624,-0.6205714046510978,-0.6205714046510978,-0.6205714046510978
2018-07-29,-1.1014031393445385,-1.1014031393445385,-1.1014031393445385,-1.0693003337751747,-1.0693003337751747,-1.0693003337751747,-1.0593438263704191,-1.0593438263704191,-1.0593438263704191,-1.073188703893172,-1.073188703893172,-1.073188703893172
