Date,iShares MSCI Sweden CappedEtf_Open_average,iShares MSCI Sweden CappedEtf_Open_max,iShares MSCI Sweden CappedEtf_Open_min,iShares MSCI Sweden CappedEtf_High_average,iShares MSCI Sweden CappedEtf_High_max,iShares MSCI Sweden CappedEtf_High_min,iShares MSCI Sweden CappedEtf_Low_average,iShares MSCI Sweden CappedEtf_Low_max,iShares MSCI Sweden CappedEtf_Low_min,iShares MSCI Sweden CappedEtf_Close_average,iShares MSCI Sweden CappedEtf_Close_max,iShares MSCI Sweden CappedEtf_Close_min
2018-04-08,-0.9272583721402415,-0.9272583721402415,-0.9272583721402415,-1.0585840733580743,-1.0585840733580743,-1.0585840733580743,-0.9302715983148747,-0.9302715983148747,-0.9302715983148747,-1.0248597311218586,-1.0248597311218586,-1.0248597311218586
2018-04-15,-0.04890882383322263,-0.04890882383322263,-0.04890882383322263,-0.1595571026546978,-0.1595571026546978,-0.1595571026546978,0.09029173469740402,0.09029173469740402,0.09029173469740402,-0.06975535880023885,-0.06975535880023885,-0.06975535880023885
2018-04-22,-0.6826987419044456,-0.6826987419044456,-0.6826987419044456,-0.6303334054245818,-0.6303334054245818,-0.6303334054245818,-0.3739801412968224,-0.3739801412968224,-0.3739801412968224,-0.42219546006667347,-0.42219546006667347,-0.42219546006667347
2018-04-29,-1.6125748327677507,-1.6125748327677507,-1.6125748327677507,-1.165447999069393,-1.165447999069393,-1.165447999069393,-1.0994255872783414,-1.0994255872783414,-1.0994255872783414,-0.9616515173062339,-0.9616515173062339,-0.9616515173062339
2018-05-06,0.898450320240952,0.898450320240952,0.898450320240952,0.6903450740869745,0.6903450740869745,0.6903450740869745,0.7270199410438416,0.7270199410438416,0.7270199410438416,0.6446263681377883,0.6446263681377883,0.6446263681377883
2018-05-13,0.702439950214902,0.702439950214902,0.702439950214902,0.5202705684113116,0.5202705684113116,0.5202705684113116,0.6954100606986087,0.6954100606986087,0.6954100606986087,0.5681850160257012,0.5681850160257012,0.5681850160257012
2018-05-20,-0.2749633988063679,-0.2749633988063679,-0.2749633988063679,-0.47304756255362646,-0.47304756255362646,-0.47304756255362646,-0.15464626860543484,-0.15464626860543484,-0.15464626860543484,-0.2692879744936085,-0.2692879744936085,-0.2692879744936085
2018-05-27,-1.216370096505278,-1.216370096505278,-1.216370096505278,-1.3232636194275291,-1.3232636194275291,-1.3232636194275291,-1.0936764328880566,-1.0936764328880566,-1.0936764328880566,-1.0553531863520456,-1.0553531863520456,-1.0553531863520456
2018-06-03,-0.7459037199235476,-0.7459037199235476,-0.7459037199235476,-0.8136812531140166,-0.8136812531140166,-0.8136812531140166,-0.61080349919147,-0.61080349919147,-0.61080349919147,-0.5969582419481215,-0.5969582419481215,-0.5969582419481215
2018-06-10,-0.6348413158554652,-0.6348413158554652,-0.6348413158554652,-0.8604525972866395,-0.8604525972866395,-0.8604525972866395,-0.5609251009677393,-0.5609251009677393,-0.5609251009677393,-0.5185636911660574,-0.5185636911660574,-0.5185636911660574
2018-06-17,-2.4974179407420953,-2.4974179407420953,-2.4974179407420953,-2.6423124676956093,-2.6423124676956093,-2.6423124676956093,-2.542288302121663,-2.542288302121663,-2.542288302121663,-2.635277101055592,-2.635277101055592,-2.635277101055592
2018-06-24,-2.145835212148562,-2.145835212148562,-2.145835212148562,-2.136575403966492,-2.136575403966492,-2.136575403966492,-2.072613039887138,-2.072613039887138,-2.072613039887138,-2.1865576973199885,-2.1865576973199885,-2.1865576973199885
2018-07-01,-1.6723741139847914,-1.6723741139847914,-1.6723741139847914,-1.5585252962147786,-1.5585252962147786,-1.5585252962147786,-1.6095343938357392,-1.6095343938357392,-1.6095343938357392,-1.4997528398682185,-1.4997528398682185,-1.4997528398682185
