Date,United States CopperEtf_Open_average,United States CopperEtf_Open_max,United States CopperEtf_Open_min,United States CopperEtf_High_average,United States CopperEtf_High_max,United States CopperEtf_High_min,United States CopperEtf_Low_average,United States CopperEtf_Low_max,United States CopperEtf_Low_min,United States CopperEtf_Close_average,United States CopperEtf_Close_max,United States CopperEtf_Close_min
2018-05-27,-0.5347755084053085,-0.5347755084053085,-0.5347755084053085,-0.5177820236612622,-0.5177820236612622,-0.5177820236612622,-0.36838274025940837,-0.36838274025940837,-0.36838274025940837,-0.3868127973676881,-0.3868127973676881,-0.3868127973676881
2018-06-03,2.160671801105397,2.160671801105397,2.160671801105397,2.013819777939728,2.013819777939728,2.013819777939728,2.14814156899403,2.14814156899403,2.14814156899403,2.1545792039917284,2.1545792039917284,2.1545792039917284
2018-06-10,0.6645575224653385,0.6645575224653385,0.6645575224653385,0.525779496841764,0.525779496841764,0.525779496841764,0.36915396766234687,0.36915396766234687,0.36915396766234687,0.22180485455988375,0.22180485455988375,0.22180485455988375
2018-06-17,-1.1654735138395058,-1.1654735138395058,-1.1654735138395058,-1.1100077285228969,-1.1100077285228969,-1.1100077285228969,-1.091024796761278,-1.091024796761278,-1.091024796761278,-1.0533232386045184,-1.0533232386045184,-1.0533232386045184
2018-06-24,-1.8809179337499744,-1.8809179337499744,-1.8809179337499744,-1.933213615053726,-1.933213615053726,-1.933213615053726,-1.8057825543737744,-1.8057825543737744,-1.8057825543737744,-1.9245491961020298,-1.9245491961020298,-1.9245491961020298
2018-07-01,-2.703547659693162,-2.703547659693162,-2.703547659693162,-2.7501360830674844,-2.7501360830674844,-2.7501360830674844,-2.8302827834568056,-2.8302827834568056,-2.8302827834568056,-2.780910284215847,-2.780910284215847,-2.780910284215847
2018-07-08,-2.5657792194696083,-2.5657792194696083,-2.5657792194696083,-2.586024585078188,-2.586024585078188,-2.586024585078188,-2.501842788599996,-2.501842788599996,-2.501842788599996,-2.5116263682890794,-2.5116263682890794,-2.5116263682890794
2018-07-15,-2.339248203768377,-2.339248203768377,-2.339248203768377,-2.2696971845040883,-2.2696971845040883,-2.2696971845040883,-2.2348244693950985,-2.2348244693950985,-2.2348244693950985,-2.225998128611401,-2.225998128611401,-2.225998128611401
2018-07-22,-1.588830580300219,-1.588830580300219,-1.588830580300219,-1.5303057677424368,-1.5303057677424368,-1.5303057677424368,-1.653197089194027,-1.653197089194027,-1.653197089194027,-1.675155553019325,-1.675155553019325,-1.675155553019325
2018-07-29,-1.7378529194770722,-1.7378529194770722,-1.7378529194770722,-1.710485383962958,-1.710485383962958,-1.710485383962958,-1.6522717476603368,-1.6522717476603368,-1.6522717476603368,-1.6687051311714225,-1.6687051311714225,-1.6687051311714225
2018-08-05,-1.5420211910284936,-1.5420211910284936,-1.5420211910284936,-1.5371311326892247,-1.5371311326892247,-1.5371311326892247,-1.504519278132824,-1.504519278132824,-1.504519278132824,-1.5560473182102834,-1.5560473182102834,-1.5560473182102834
2018-08-12,-1.9258111569806524,-1.9258111569806524,-1.9258111569806524,-1.80042459786126,-1.80042459786126,-1.80042459786126,-1.8860148846014122,-1.8860148846014122,-1.8860148846014122,-1.7436787025670983,-1.7436787025670983,-1.7436787025670983
2018-08-19,-1.3773675779571362,-1.3773675779571362,-1.3773675779571362,-1.3602873209375705,-1.3602873209375705,-1.3602873209375705,-1.3534509328959934,-1.3534509328959934,-1.3534509328959934,-1.3915966844462,-1.3915966844462,-1.3915966844462
2018-08-26,-1.3286863304131213,-1.3286863304131213,-1.3286863304131213,-1.4030291037961218,-1.4030291037961218,-1.4030291037961218,-1.4070515927288254,-1.4070515927288254,-1.4070515927288254,-1.4521480655686259,-1.4521480655686259,-1.4521480655686259
2018-09-02,-1.3993657218160114,-1.3993657218160114,-1.3993657218160114,-1.4317201537452382,-1.4317201537452382,-1.4317201537452382,-1.4760710075787504,-1.4760710075787504,-1.4760710075787504,-1.519086733469203,-1.519086733469203,-1.519086733469203
2018-09-09,-1.1326074641056663,-1.1326074641056663,-1.1326074641056663,-1.1916946090641702,-1.1916946090641702,-1.1916946090641702,-1.3367578028761888,-1.3367578028761888,-1.3367578028761888,-1.3175633048850248,-1.3175633048850248,-1.3175633048850248
2018-09-16,-0.35584714521071176,-0.35584714521071176,-0.35584714521071176,-0.2507003810021654,-0.2507003810021654,-0.2507003810021654,-0.3002935849890493,-0.3002935849890493,-0.3002935849890493,-0.25099623570336327,-0.25099623570336327,-0.25099623570336327
