Date,iShares Edge MSCI Intl Size FactorEtf_Open_average,iShares Edge MSCI Intl Size FactorEtf_Open_max,iShares Edge MSCI Intl Size FactorEtf_Open_min,iShares Edge MSCI Intl Size FactorEtf_High_average,iShares Edge MSCI Intl Size FactorEtf_High_max,iShares Edge MSCI Intl Size FactorEtf_High_min,iShares Edge MSCI Intl Size FactorEtf_Low_average,iShares Edge MSCI Intl Size FactorEtf_Low_max,iShares Edge MSCI Intl Size FactorEtf_Low_min,iShares Edge MSCI Intl Size FactorEtf_Close_average,iShares Edge MSCI Intl Size FactorEtf_Close_max,iShares Edge MSCI Intl Size FactorEtf_Close_min
2018-05-27,-0.10355851005448315,-0.10355851005448315,-0.10355851005448315,-0.1484265611130232,-0.1484265611130232,-0.1484265611130232,-0.3506770850181812,-0.3506770850181812,-0.3506770850181812,-0.52559110050685,-0.52559110050685,-0.52559110050685
2018-06-03,0.42628048902649207,0.42628048902649207,0.42628048902649207,0.2956429358547362,0.2956429358547362,0.2956429358547362,0.47559002835738345,0.47559002835738345,0.47559002835738345,0.38380503358410906,0.38380503358410906,0.38380503358410906
2018-06-10,0.13318873442375861,0.13318873442375861,0.13318873442375861,-0.02261787876944047,-0.02261787876944047,-0.02261787876944047,-0.032790306676671245,-0.032790306676671245,-0.032790306676671245,-0.02319219545491291,-0.02319219545491291,-0.02319219545491291
2018-06-17,-1.338644754035891,-1.338644754035891,-1.338644754035891,-1.4555716468195699,-1.4555716468195699,-1.4555716468195699,-0.9140797562868573,-0.9140797562868573,-0.9140797562868573,-1.2975465231552472,-1.2975465231552472,-1.2975465231552472
2018-06-24,-2.285362009034643,-2.285362009034643,-2.285362009034643,-2.4222711237916905,-2.4222711237916905,-2.4222711237916905,-2.196920895335875,-2.196920895335875,-2.196920895335875,-2.381531773784002,-2.381531773784002,-2.381531773784002
2018-07-01,-2.3381294706055327,-2.3381294706055327,-2.3381294706055327,-2.399474810954254,-2.399474810954254,-2.399474810954254,-2.211666340488066,-2.211666340488066,-2.211666340488066,-2.272123606537479,-2.272123606537479,-2.272123606537479
2018-07-08,-1.7767728657960593,-1.7767728657960593,-1.7767728657960593,-1.9663755210487661,-1.9663755210487661,-1.9663755210487661,-1.7375517562868634,-1.7375517562868634,-1.7375517562868634,-1.9075770441754816,-1.9075770441754816,-1.9075770441754816
2018-07-15,-1.6808664326796179,-1.6808664326796179,-1.6808664326796179,-1.6098408985702606,-1.6098408985702606,-1.6098408985702606,-1.5606361463797396,-1.5606361463797396,-1.5606361463797396,-1.5923986740554974,-1.5923986740554974,-1.5923986740554974
2018-07-22,-0.5200004058133122,-0.5200004058133122,-0.5200004058133122,-0.6049026892050139,-0.6049026892050139,-0.6049026892050139,-0.5753919648166448,-0.5753919648166448,-0.5753919648166448,-0.6670537659739852,-0.6670537659739852,-0.6670537659739852
2018-07-29,-1.2123948565841562,-1.2123948565841562,-1.2123948565841562,-1.2338120644392248,-1.2338120644392248,-1.2338120644392248,-1.1935519818987217,-1.1935519818987217,-1.1935519818987217,-1.1176129157075383,-1.1176129157075383,-1.1176129157075383
2018-08-05,-1.6677063529044727,-1.6677063529044727,-1.6677063529044727,-1.7693110200525477,-1.7693110200525477,-1.7693110200525477,-1.8237919746110485,-1.8237919746110485,-1.8237919746110485,-1.7190984784560819,-1.7190984784560819,-1.7190984784560819
2018-08-12,-2.152348725372164,-2.152348725372164,-2.152348725372164,-2.0986008723947447,-2.0986008723947447,-2.0986008723947447,-2.1163356500087858,-2.1163356500087858,-2.1163356500087858,-2.06812450502257,-2.06812450502257,-2.06812450502257
2018-08-19,-1.2184736185575071,-1.2184736185575071,-1.2184736185575071,-1.200458998812034,-1.200458998812034,-1.200458998812034,-1.1973809836652167,-1.1973809836652167,-1.1973809836652167,-1.1818687205000846,-1.1818687205000846,-1.1818687205000846
2018-08-26,-0.6342972933548302,-0.6342972933548302,-0.6342972933548302,-0.6628190500653516,-0.6628190500653516,-0.6628190500653516,-0.6943279339216986,-0.6943279339216986,-0.6943279339216986,-0.6645702454081679,-0.6645702454081679,-0.6645702454081679
2018-09-02,-1.5604354831008067,-1.5604354831008067,-1.5604354831008067,-1.634582088586912,-1.634582088586912,-1.634582088586912,-1.606964164626479,-1.606964164626479,-1.606964164626479,-1.7260349283811633,-1.7260349283811633,-1.7260349283811633
2018-09-09,-1.0194711688648308,-1.0194711688648308,-1.0194711688648308,-1.0219717866998015,-1.0219717866998015,-1.0219717866998015,-1.0445146571062818,-1.0445146571062818,-1.0445146571062818,-1.0089681716349728,-1.0089681716349728,-1.0089681716349728
2018-09-16,-0.17590842663052558,-0.17590842663052558,-0.17590842663052558,-0.2375767779020691,-0.2375767779020691,-0.2375767779020691,-0.15285550795826877,-0.15285550795826877,-0.15285550795826877,-0.2237941689112509,-0.2237941689112509,-0.2237941689112509
2018-09-23,-0.676456080321751,-0.676456080321751,-0.676456080321751,-0.6007959890940957,-0.6007959890940957,-0.6007959890940957,-0.5609236720303312,-0.5609236720303312,-0.5609236720303312,-0.6266244716901105,-0.6266244716901105,-0.6266244716901105
2018-09-30,-1.4988581155219645,-1.4988581155219645,-1.4988581155219645,-1.5988263703770704,-1.5988263703770704,-1.5988263703770704,-1.4742569180018483,-1.4742569180018483,-1.4742569180018483,-1.6105883176749447,-1.6105883176749447,-1.6105883176749447
2018-10-07,-2.385376182627723,-2.385376182627723,-2.385376182627723,-2.456955038493661,-2.456955038493661,-2.456955038493661,-2.723467254170441,-2.723467254170441,-2.723467254170441,-2.592945189811578,-2.592945189811578,-2.592945189811578
2018-10-14,-2.2365446313316477,-2.2365446313316477,-2.2365446313316477,-2.213688230105375,-2.213688230105375,-2.213688230105375,-2.164696551216211,-2.164696551216211,-2.164696551216211,-2.266551009762472,-2.266551009762472,-2.266551009762472
