Date,WisdomTree Emerging Markets ex-State-Owned Enterpr_Open_average,WisdomTree Emerging Markets ex-State-Owned Enterpr_Open_max,WisdomTree Emerging Markets ex-State-Owned Enterpr_Open_min,WisdomTree Emerging Markets ex-State-Owned Enterpr_High_average,WisdomTree Emerging Markets ex-State-Owned Enterpr_High_max,WisdomTree Emerging Markets ex-State-Owned Enterpr_High_min,WisdomTree Emerging Markets ex-State-Owned Enterpr_Low_average,WisdomTree Emerging Markets ex-State-Owned Enterpr_Low_max,WisdomTree Emerging Markets ex-State-Owned Enterpr_Low_min,WisdomTree Emerging Markets ex-State-Owned Enterpr_Close_average,WisdomTree Emerging Markets ex-State-Owned Enterpr_Close_max,WisdomTree Emerging Markets ex-State-Owned Enterpr_Close_min
2018-04-08,-1.1138664627849926,-1.1138664627849926,-1.1138664627849926,-1.2509498234445862,-1.2509498234445862,-1.2509498234445862,-0.8663061966692128,-0.8663061966692128,-0.8663061966692128,-0.9131059259434532,-0.9131059259434532,-0.9131059259434532
2018-04-15,-1.1429842629502134,-1.1429842629502134,-1.1429842629502134,-1.3581830474738132,-1.3581830474738132,-1.3581830474738132,-1.1554753195609568,-1.1554753195609568,-1.1554753195609568,-1.2895465174442011,-1.2895465174442011,-1.2895465174442011
2018-04-22,-1.0007013077061357,-1.0007013077061357,-1.0007013077061357,-1.1941456003972022,-1.1941456003972022,-1.1941456003972022,-1.0815422530505978,-1.0815422530505978,-1.0815422530505978,-1.2468584472020001,-1.2468584472020001,-1.2468584472020001
2018-04-29,-1.6536338272352322,-1.6536338272352322,-1.6536338272352322,-1.6707232701339156,-1.6707232701339156,-1.6707232701339156,-1.4394507665570695,-1.4394507665570695,-1.4394507665570695,-1.4293172995161594,-1.4293172995161594,-1.4293172995161594
2018-05-06,-0.5441714974851817,-0.5441714974851817,-0.5441714974851817,-0.549076368331839,-0.549076368331839,-0.549076368331839,-0.3347974559984644,-0.3347974559984644,-0.3347974559984644,-0.4848268565796732,-0.4848268565796732,-0.4848268565796732
2018-05-13,-1.0801103961023202,-1.0801103961023202,-1.0801103961023202,-1.1027324486728218,-1.1027324486728218,-1.1027324486728218,-0.9415525459327753,-0.9415525459327753,-0.9415525459327753,-0.9284607462126487,-0.9284607462126487,-0.9284607462126487
2018-05-20,-0.922551009162245,-0.922551009162245,-0.922551009162245,-0.9509874790267112,-0.9509874790267112,-0.9509874790267112,-0.7004268990734229,-0.7004268990734229,-0.7004268990734229,-0.7725308712553685,-0.7725308712553685,-0.7725308712553685
2018-05-27,-0.46822316384257945,-0.46822316384257945,-0.46822316384257945,-0.46385174189853134,-0.46385174189853134,-0.46385174189853134,-0.22794758969028509,-0.22794758969028509,-0.22794758969028509,-0.25128713753536513,-0.25128713753536513,-0.25128713753536513
2018-06-03,-0.2907321958730579,-0.2907321958730579,-0.2907321958730579,-0.42768989086913906,-0.42768989086913906,-0.42768989086913906,-0.12108310160648034,-0.12108310160648034,-0.12108310160648034,-0.2622133068170857,-0.2622133068170857,-0.2622133068170857
2018-06-10,-1.9291538144962452,-1.9291538144962452,-1.9291538144962452,-1.8212968278078998,-1.8212968278078998,-1.8212968278078998,-2.206437019186791,-2.206437019186791,-2.206437019186791,-1.8020047993534156,-1.8020047993534156,-1.8020047993534156
2018-06-17,-2.3638303691334612,-2.3638303691334612,-2.3638303691334612,-2.4911248592296564,-2.4911248592296564,-2.4911248592296564,-2.7198357197736347,-2.7198357197736347,-2.7198357197736347,-2.6934358148513886,-2.6934358148513886,-2.6934358148513886
2018-06-24,-2.531984521650355,-2.531984521650355,-2.531984521650355,-2.4562906520750656,-2.4562906520750656,-2.4562906520750656,-2.2442326530753567,-2.2442326530753567,-2.2442326530753567,-2.3168625518401416,-2.3168625518401416,-2.3168625518401416
