Date,iShares MSCI Emerging Markets Asia_etf_Open_average,iShares MSCI Emerging Markets Asia_etf_Open_max,iShares MSCI Emerging Markets Asia_etf_Open_min,iShares MSCI Emerging Markets Asia_etf_High_average,iShares MSCI Emerging Markets Asia_etf_High_max,iShares MSCI Emerging Markets Asia_etf_High_min,iShares MSCI Emerging Markets Asia_etf_Low_average,iShares MSCI Emerging Markets Asia_etf_Low_max,iShares MSCI Emerging Markets Asia_etf_Low_min,iShares MSCI Emerging Markets Asia_etf_Close_average,iShares MSCI Emerging Markets Asia_etf_Close_max,iShares MSCI Emerging Markets Asia_etf_Close_min
2018-04-08,-0.2906562287838306,-0.2906562287838306,-0.2906562287838306,-0.5066277694473327,-0.5066277694473327,-0.5066277694473327,-0.36324971056124217,-0.36324971056124217,-0.36324971056124217,-0.5836078989275013,-0.5836078989275013,-0.5836078989275013
2018-04-15,-0.677779702002363,-0.677779702002363,-0.677779702002363,-0.8910701442929361,-0.8910701442929361,-0.8910701442929361,-0.6195154237067516,-0.6195154237067516,-0.6195154237067516,-0.8187763678397113,-0.8187763678397113,-0.8187763678397113
2018-04-22,-0.8397973133469453,-0.8397973133469453,-0.8397973133469453,-1.0240869410545956,-1.0240869410545956,-1.0240869410545956,-0.45016035201970706,-0.45016035201970706,-0.45016035201970706,-0.6225080605552104,-0.6225080605552104,-0.6225080605552104
2018-04-29,-1.425206624934077,-1.425206624934077,-1.425206624934077,-1.1015508671580472,-1.1015508671580472,-1.1015508671580472,-1.0049275097683301,-1.0049275097683301,-1.0049275097683301,-0.7690643934296107,-0.7690643934296107,-0.7690643934296107
2018-05-06,-0.23803756135201046,-0.23803756135201046,-0.23803756135201046,-0.3565373620154576,-0.3565373620154576,-0.3565373620154576,0.024653939459764698,0.024653939459764698,0.024653939459764698,-0.15395290776217196,-0.15395290776217196,-0.15395290776217196
2018-05-13,-0.9497658190296987,-0.9497658190296987,-0.9497658190296987,-1.1602526387021443,-1.1602526387021443,-1.1602526387021443,-0.8000665573008064,-0.8000665573008064,-0.8000665573008064,-0.8302361894529919,-0.8302361894529919,-0.8302361894529919
2018-05-20,-0.6253670522140274,-0.6253670522140274,-0.6253670522140274,-0.6095829048130865,-0.6095829048130865,-0.6095829048130865,-0.18148048890267673,-0.18148048890267673,-0.18148048890267673,-0.2534024627150966,-0.2534024627150966,-0.2534024627150966
2018-05-27,-0.4262537410174141,-0.4262537410174141,-0.4262537410174141,-0.42427055642833933,-0.42427055642833933,-0.42427055642833933,-0.04655468811808793,-0.04655468811808793,-0.04655468811808793,-0.07686860690506056,-0.07686860690506056,-0.07686860690506056
2018-06-03,0.387378388401951,0.387378388401951,0.387378388401951,0.37838808639912824,0.37838808639912824,0.37838808639912824,0.6089397122040994,0.6089397122040994,0.6089397122040994,0.6116328714810907,0.6116328714810907,0.6116328714810907
2018-06-10,-1.2961569585572674,-1.2961569585572674,-1.2961569585572674,-1.4360426557081023,-1.4360426557081023,-1.4360426557081023,-1.433199141268797,-1.433199141268797,-1.433199141268797,-0.949505858220711,-0.949505858220711,-0.949505858220711
2018-06-17,-2.3859505279390985,-2.3859505279390985,-2.3859505279390985,-2.593702817749234,-2.593702817749234,-2.593702817749234,-2.327421706562787,-2.327421706562787,-2.327421706562787,-2.694778149240821,-2.694778149240821,-2.694778149240821
2018-06-24,-2.573342076096745,-2.573342076096745,-2.573342076096745,-2.532871644634766,-2.532871644634766,-2.532871644634766,-2.4364345109814094,-2.4364345109814094,-2.4364345109814094,-2.4542216953627007,-2.4542216953627007,-2.4542216953627007
2018-07-01,-2.16864955031545,-2.16864955031545,-2.16864955031545,-2.0665179618562237,-2.0665179618562237,-2.0665179618562237,-2.125291357915251,-2.125291357915251,-2.125291357915251,-2.0827742004106584,-2.0827742004106584,-2.0827742004106584
2018-07-08,-1.2775039818703602,-1.2775039818703602,-1.2775039818703602,-1.428199763755683,-1.428199763755683,-1.428199763755683,-1.2800380379738603,-1.2800380379738603,-1.2800380379738603,-1.374547313448556,-1.374547313448556,-1.374547313448556
2018-07-15,-1.2539659434217718,-1.2539659434217718,-1.2539659434217718,-1.2434962997832815,-1.2434962997832815,-1.2434962997832815,-1.1883617405887401,-1.1883617405887401,-1.1883617405887401,-1.194761130165476,-1.194761130165476,-1.194761130165476
2018-07-22,-0.45392456508496093,-0.45392456508496093,-0.45392456508496093,-0.5859223256326104,-0.5859223256326104,-0.5859223256326104,-0.6115696384695827,-0.6115696384695827,-0.6115696384695827,-0.635377857215459,-0.635377857215459,-0.635377857215459
2018-07-29,-0.9708676834929731,-0.9708676834929731,-0.9708676834929731,-1.025123710928871,-1.025123710928871,-1.025123710928871,-0.9003596756186667,-0.9003596756186667,-0.9003596756186667,-1.0092853753162525,-1.0092853753162525,-1.0092853753162525
2018-08-05,-0.8647095738170228,-0.8647095738170228,-0.8647095738170228,-1.0216266016607514,-1.0216266016607514,-1.0216266016607514,-0.9368063528051503,-0.9368063528051503,-0.9368063528051503,-0.9503019427768944,-0.9503019427768944,-0.9503019427768944
