Date,PowerShares PureBeta 0-5 US TIPS Portfolio_Open_average,PowerShares PureBeta 0-5 US TIPS Portfolio_Open_max,PowerShares PureBeta 0-5 US TIPS Portfolio_Open_min,PowerShares PureBeta 0-5 US TIPS Portfolio_High_average,PowerShares PureBeta 0-5 US TIPS Portfolio_High_max,PowerShares PureBeta 0-5 US TIPS Portfolio_High_min,PowerShares PureBeta 0-5 US TIPS Portfolio_Low_average,PowerShares PureBeta 0-5 US TIPS Portfolio_Low_max,PowerShares PureBeta 0-5 US TIPS Portfolio_Low_min,PowerShares PureBeta 0-5 US TIPS Portfolio_Close_average,PowerShares PureBeta 0-5 US TIPS Portfolio_Close_max,PowerShares PureBeta 0-5 US TIPS Portfolio_Close_min
2018-04-08,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579,1.210320802431579
2018-04-15,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766,1.0552897060221766
2018-04-22,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639,0.925503483306639
2018-04-29,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753,1.0873621537364753
2018-05-06,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597,0.8639504523067597
2018-05-13,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685,0.5757708427452685
2018-05-20,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441,0.4623474691033441
2018-05-27,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763,0.6272500481871763
2018-06-03,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941,-1.8063083481444941
2018-06-10,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674,-3.2668642151652674
