Date,ProShares Ultra SemiconductorsEtf_Open_average,ProShares Ultra SemiconductorsEtf_Open_max,ProShares Ultra SemiconductorsEtf_Open_min,ProShares Ultra SemiconductorsEtf_High_average,ProShares Ultra SemiconductorsEtf_High_max,ProShares Ultra SemiconductorsEtf_High_min,ProShares Ultra SemiconductorsEtf_Low_average,ProShares Ultra SemiconductorsEtf_Low_max,ProShares Ultra SemiconductorsEtf_Low_min,ProShares Ultra SemiconductorsEtf_Close_average,ProShares Ultra SemiconductorsEtf_Close_max,ProShares Ultra SemiconductorsEtf_Close_min
2018-05-27,1.3555815389206791,1.3555815389206791,1.3555815389206791,1.6178453034468852,1.6178453034468852,1.6178453034468852,1.4195597641845588,1.4195597641845588,1.4195597641845588,1.6645686876141774,1.6645686876141774,1.6645686876141774
2018-06-03,1.6021052303326013,1.6021052303326013,1.6021052303326013,1.4343877575589192,1.4343877575589192,1.4343877575589192,1.4986596790650841,1.4986596790650841,1.4986596790650841,1.4490250647416865,1.4490250647416865,1.4490250647416865
2018-06-10,1.4118884390463924,1.4118884390463924,1.4118884390463924,1.3970637875335865,1.3970637875335865,1.3970637875335865,1.3936418194001412,1.3936418194001412,1.3936418194001412,1.4075040608592235,1.4075040608592235,1.4075040608592235
2018-06-17,0.7537049439614045,0.7537049439614045,0.7537049439614045,0.5358609238578248,0.5358609238578248,0.5358609238578248,0.5609532444304007,0.5609532444304007,0.5609532444304007,0.342259693586304,0.342259693586304,0.342259693586304
2018-06-24,-0.7162238272188746,-0.7162238272188746,-0.7162238272188746,-0.9417470942019525,-0.9417470942019525,-0.9417470942019525,-0.60049527635589,-0.60049527635589,-0.60049527635589,-0.8264956907672018,-0.8264956907672018,-0.8264956907672018
2018-07-01,-0.4439402806868941,-0.4439402806868941,-0.4439402806868941,-0.43110499893520754,-0.43110499893520754,-0.43110499893520754,-0.3810897807707379,-0.3810897807707379,-0.3810897807707379,-0.22915107833169,-0.22915107833169,-0.22915107833169
2018-07-08,-0.26641834370417583,-0.26641834370417583,-0.26641834370417583,-0.48181912246678177,-0.48181912246678177,-0.48181912246678177,-0.16969063693581757,-0.16969063693581757,-0.16969063693581757,-0.36859102169680075,-0.36859102169680075,-0.36859102169680075
2018-07-15,-0.19734122511827995,-0.19734122511827995,-0.19734122511827995,-0.39841242596330456,-0.39841242596330456,-0.39841242596330456,-0.05453589051576839,-0.05453589051576839,-0.05453589051576839,-0.23996478033787594,-0.23996478033787594,-0.23996478033787594
2018-07-22,-0.005478739234368675,-0.005478739234368675,-0.005478739234368675,-0.20333818714567,-0.20333818714567,-0.20333818714567,-0.26009660256797196,-0.26009660256797196,-0.26009660256797196,-0.34749110919788107,-0.34749110919788107,-0.34749110919788107
2018-07-29,-0.09332658050646772,-0.09332658050646772,-0.09332658050646772,-0.246790317622132,-0.246790317622132,-0.246790317622132,0.09166492524509333,0.09166492524509333,0.09166492524509333,0.010876529861785979,0.010876529861785979,0.010876529861785979
