Date,ALPS Emerging Sector Dividend Dogs_Open_average,ALPS Emerging Sector Dividend Dogs_Open_max,ALPS Emerging Sector Dividend Dogs_Open_min,ALPS Emerging Sector Dividend Dogs_High_average,ALPS Emerging Sector Dividend Dogs_High_max,ALPS Emerging Sector Dividend Dogs_High_min,ALPS Emerging Sector Dividend Dogs_Low_average,ALPS Emerging Sector Dividend Dogs_Low_max,ALPS Emerging Sector Dividend Dogs_Low_min,ALPS Emerging Sector Dividend Dogs_Close_average,ALPS Emerging Sector Dividend Dogs_Close_max,ALPS Emerging Sector Dividend Dogs_Close_min
2018-04-08,-1.292496043254271,-1.292496043254271,-1.292496043254271,-1.390757527249614,-1.390757527249614,-1.390757527249614,-1.201456729923314,-1.201456729923314,-1.201456729923314,-1.3998288345955023,-1.3998288345955023,-1.3998288345955023
2018-04-15,-1.242085361370496,-1.242085361370496,-1.242085361370496,-1.3059286055551518,-1.3059286055551518,-1.3059286055551518,-1.0387617342434772,-1.0387617342434772,-1.0387617342434772,-1.1819974788798906,-1.1819974788798906,-1.1819974788798906
2018-04-22,-1.460312568792513,-1.460312568792513,-1.460312568792513,-1.4065938061748815,-1.4065938061748815,-1.4065938061748815,-1.1929956283303267,-1.1929956283303267,-1.1929956283303267,-1.3185057691903694,-1.3185057691903694,-1.3185057691903694
2018-04-29,-1.981152806563145,-1.981152806563145,-1.981152806563145,-1.814530578933538,-1.814530578933538,-1.814530578933538,-1.8081471918857959,-1.8081471918857959,-1.8081471918857959,-1.7144738038432092,-1.7144738038432092,-1.7144738038432092
2018-05-06,-1.3612653140684137,-1.3612653140684137,-1.3612653140684137,-1.4148888519428116,-1.4148888519428116,-1.4148888519428116,-1.3992967473725741,-1.3992967473725741,-1.3992967473725741,-1.4438883632524864,-1.4438883632524864,-1.4438883632524864
2018-05-13,-1.674297820261982,-1.674297820261982,-1.674297820261982,-1.6443230594518037,-1.6443230594518037,-1.6443230594518037,-1.6122836202535378,-1.6122836202535378,-1.6122836202535378,-1.6025379871183458,-1.6025379871183458,-1.6025379871183458
2018-05-20,-1.3385985841381831,-1.3385985841381831,-1.3385985841381831,-1.358209266344307,-1.358209266344307,-1.358209266344307,-1.3026529798182729,-1.3026529798182729,-1.3026529798182729,-1.2437861909310854,-1.2437861909310854,-1.2437861909310854
2018-05-27,-1.3065214886381775,-1.3065214886381775,-1.3065214886381775,-1.1972470001669813,-1.1972470001669813,-1.1972470001669813,-1.2214929037630509,-1.2214929037630509,-1.2214929037630509,-1.1775646898178393,-1.1775646898178393,-1.1775646898178393
2018-06-03,-1.2026421644959515,-1.2026421644959515,-1.2026421644959515,-1.211144895827145,-1.211144895827145,-1.211144895827145,-1.3044937907669332,-1.3044937907669332,-1.3044937907669332,-1.1251865966262453,-1.1251865966262453,-1.1251865966262453
2018-06-10,-1.6284018517046148,-1.6284018517046148,-1.6284018517046148,-1.69380015809866,-1.69380015809866,-1.69380015809866,-1.7874613976672462,-1.7874613976672462,-1.7874613976672462,-1.6822360939590204,-1.6822360939590204,-1.6822360939590204
2018-06-17,-1.894004127538904,-1.894004127538904,-1.894004127538904,-1.9329298358827636,-1.9329298358827636,-1.9329298358827636,-1.9628064515683918,-1.9628064515683918,-1.9628064515683918,-2.036827531157417,-2.036827531157417,-2.036827531157417
2018-06-24,-1.8271144268433746,-1.8271144268433746,-1.8271144268433746,-1.826885130186428,-1.826885130186428,-1.826885130186428,-1.7607019823750658,-1.7607019823750658,-1.7607019823750658,-1.811186913206611,-1.811186913206611,-1.811186913206611
2018-07-01,-1.484338896297709,-1.484338896297709,-1.484338896297709,-1.3549180175544522,-1.3549180175544522,-1.3549180175544522,-1.4106536318048273,-1.4106536318048273,-1.4106536318048273,-1.34427403753663,-1.34427403753663,-1.34427403753663
