Date,iShares MSCI Eurozone_Open_average,iShares MSCI Eurozone_Open_max,iShares MSCI Eurozone_Open_min,iShares MSCI Eurozone_High_average,iShares MSCI Eurozone_High_max,iShares MSCI Eurozone_High_min,iShares MSCI Eurozone_Low_average,iShares MSCI Eurozone_Low_max,iShares MSCI Eurozone_Low_min,iShares MSCI Eurozone_Close_average,iShares MSCI Eurozone_Close_max,iShares MSCI Eurozone_Close_min
2018-04-08,0.20965758172647558,0.20965758172647558,0.20965758172647558,0.07429379034731738,0.07429379034731738,0.07429379034731738,0.34598646410696055,0.34598646410696055,0.34598646410696055,0.24461669618102821,0.24461669618102821,0.24461669618102821
2018-04-15,0.5158312030872781,0.5158312030872781,0.5158312030872781,0.4215220397500496,0.4215220397500496,0.4215220397500496,0.6657967445534189,0.6657967445534189,0.6657967445534189,0.5651917255944925,0.5651917255944925,0.5651917255944925
2018-04-22,0.6450765554043364,0.6450765554043364,0.6450765554043364,0.598294314043639,0.598294314043639,0.598294314043639,0.8475379735780022,0.8475379735780022,0.8475379735780022,0.6109933550854597,0.6109933550854597,0.6109933550854597
2018-04-29,0.7806716140782184,0.7806716140782184,0.7806716140782184,0.7642986589000593,0.7642986589000593,0.7642986589000593,0.8564462600845391,0.8564462600845391,0.8564462600845391,0.7853262419939322,0.7853262419939322,0.7853262419939322
2018-05-06,1.2922195231706384,1.2922195231706384,1.2922195231706384,1.2371822755998254,1.2371822755998254,1.2371822755998254,1.1290859935039694,1.1290859935039694,1.1290859935039694,1.1144407018269555,1.1144407018269555,1.1144407018269555
2018-05-13,0.7259003541535495,0.7259003541535495,0.7259003541535495,0.656915807617225,0.656915807617225,0.656915807617225,0.6815823985176461,0.6815823985176461,0.6815823985176461,0.7205626821194062,0.7205626821194062,0.7205626821194062
2018-05-20,-1.0525829320585913,-1.0525829320585913,-1.0525829320585913,-1.2073256298227681,-1.2073256298227681,-1.2073256298227681,-0.8368216823672588,-0.8368216823672588,-0.8368216823672588,-0.9272265091948059,-0.9272265091948059,-0.9272265091948059
2018-05-27,-1.1365942152386843,-1.1365942152386843,-1.1365942152386843,-1.2610891751600046,-1.2610891751600046,-1.2610891751600046,-0.850716616779567,-0.850716616779567,-0.850716616779567,-1.1570038837219219,-1.1570038837219219,-1.1570038837219219
2018-06-03,-0.6062256450377684,-0.6062256450377684,-0.6062256450377684,-0.34323605531339224,-0.34323605531339224,-0.34323605531339224,-0.27593076668286476,-0.27593076668286476,-0.27593076668286476,-0.198281355885227,-0.198281355885227,-0.198281355885227
2018-06-10,-1.5604193630172305,-1.5604193630172305,-1.5604193630172305,-1.4894834853419443,-1.4894834853419443,-1.4894834853419443,-1.192168283487599,-1.192168283487599,-1.192168283487599,-1.2080681778146676,-1.2080681778146676,-1.2080681778146676
2018-06-17,-2.453142746355506,-2.453142746355506,-2.453142746355506,-2.585197094736827,-2.585197094736827,-2.585197094736827,-2.44304201273234,-2.44304201273234,-2.44304201273234,-2.5424586937796096,-2.5424586937796096,-2.5424586937796096
2018-06-24,-2.266258086228428,-2.266258086228428,-2.266258086228428,-2.222907769658176,-2.222907769658176,-2.222907769658176,-2.133837587189362,-2.133837587189362,-2.133837587189362,-2.119629761723665,-2.119629761723665,-2.119629761723665
2018-07-01,-0.9308512292558807,-0.9308512292558807,-0.9308512292558807,-1.0150252473115995,-1.0150252473115995,-1.0150252473115995,-0.8952323685998037,-0.8952323685998037,-0.8952323685998037,-0.9467047417250644,-0.9467047417250644,-0.9467047417250644
2018-07-08,-0.8843031209706681,-0.8843031209706681,-0.8843031209706681,-0.9201226841127231,-0.9201226841127231,-0.9201226841127231,-0.8221238570986955,-0.8221238570986955,-0.8221238570986955,-0.892664220261691,-0.892664220261691,-0.892664220261691
2018-07-15,-0.7993449658282124,-0.7993449658282124,-0.7993449658282124,-0.8248930435318985,-0.8248930435318985,-0.8248930435318985,-0.7496187027757313,-0.7496187027757313,-0.7496187027757313,-0.7752763097728612,-0.7752763097728612,-0.7752763097728612
2018-07-22,-0.23464010695905874,-0.23464010695905874,-0.23464010695905874,-0.25721644082376005,-0.25721644082376005,-0.25721644082376005,-0.2263818737719004,-0.2263818737719004,-0.2263818737719004,-0.3369673573648124,-0.3369673573648124,-0.3369673573648124
2018-07-29,-0.7738299998163449,-0.7738299998163449,-0.7738299998163449,-0.768979558286871,-0.768979558286871,-0.768979558286871,-0.7536713552256236,-0.7536713552256236,-0.7536713552256236,-0.7501371966094516,-0.7501371966094516,-0.7501371966094516
2018-08-05,-1.4442988302644078,-1.4442988302644078,-1.4442988302644078,-1.4857265601429417,-1.4857265601429417,-1.4857265601429417,-1.5076392873353073,-1.5076392873353073,-1.5076392873353073,-1.546940770498879,-1.546940770498879,-1.546940770498879
2018-08-12,-1.4175633394868525,-1.4175633394868525,-1.4175633394868525,-1.4202503069278638,-1.4202503069278638,-1.4202503069278638,-1.3248294955451003,-1.3248294955451003,-1.3248294955451003,-1.35434290200493,-1.35434290200493,-1.35434290200493
2018-08-19,-0.1628778210744437,-0.1628778210744437,-0.1628778210744437,0.031159785178103836,0.031159785178103836,0.031159785178103836,-0.05293589631241622,-0.05293589631241622,-0.05293589631241622,0.12087826365215981,0.12087826365215981,0.12087826365215981
2018-08-26,-0.5452927316292933,-0.5452927316292933,-0.5452927316292933,-0.4741157549082696,-0.4741157549082696,-0.4741157549082696,-0.6878586655990953,-0.6878586655990953,-0.6878586655990953,-0.6055276643003431,-0.6055276643003431,-0.6055276643003431
2018-09-02,-1.4215288177569771,-1.4215288177569771,-1.4215288177569771,-1.488510748177306,-1.488510748177306,-1.488510748177306,-1.3329929322906906,-1.3329929322906906,-1.3329929322906906,-1.417388850935443,-1.417388850935443,-1.417388850935443
2018-09-09,-0.5679793888346861,-0.5679793888346861,-0.5679793888346861,-0.6019908064507945,-0.6019908064507945,-0.6019908064507945,-0.6017823285089091,-0.6017823285089091,-0.6017823285089091,-0.7425328884408696,-0.7425328884408696,-0.7425328884408696
2018-09-16,0.7951824306021279,0.7951824306021279,0.7951824306021279,0.6730993269037016,0.6730993269037016,0.6730993269037016,0.6085068559822421,0.6085068559822421,0.6085068559822421,0.46529938697846557,0.46529938697846557,0.46529938697846557
2018-09-23,-0.2961900121757324,-0.2961900121757324,-0.2961900121757324,-0.36462135806627405,-0.36462135806627405,-0.36462135806627405,-0.48481318319139677,-0.48481318319139677,-0.48481318319139677,-0.5944493159081774,-0.5944493159081774,-0.5944493159081774
2018-09-30,-2.1792167187423983,-2.1792167187423983,-2.1792167187423983,-2.020245077334536,-2.020245077334536,-2.020245077334536,-2.0763164595105232,-2.0763164595105232,-2.0763164595105232,-1.8806941013709593,-1.8806941013709593,-1.8806941013709593
2018-10-07,-2.2629062157390645,-2.2629062157390645,-2.2629062157390645,-2.2508958217356123,-2.2508958217356123,-2.2508958217356123,-2.23520983370381,-2.23520983370381,-2.23520983370381,-2.271247192166291,-2.271247192166291,-2.271247192166291
2018-10-14,-1.8899068921830797,-1.8899068921830797,-1.8899068921830797,-1.9485150716165407,-1.9485150716165407,-1.9485150716165407,-2.0039721992777717,-2.0039721992777717,-2.0039721992777717,-2.031002626123574,-2.031002626123574,-2.031002626123574
