Date,iShares Interest Rate Hedged Corproate Bond_Open_average,iShares Interest Rate Hedged Corproate Bond_Open_max,iShares Interest Rate Hedged Corproate Bond_Open_min,iShares Interest Rate Hedged Corproate Bond_High_average,iShares Interest Rate Hedged Corproate Bond_High_max,iShares Interest Rate Hedged Corproate Bond_High_min,iShares Interest Rate Hedged Corproate Bond_Low_average,iShares Interest Rate Hedged Corproate Bond_Low_max,iShares Interest Rate Hedged Corproate Bond_Low_min,iShares Interest Rate Hedged Corproate Bond_Close_average,iShares Interest Rate Hedged Corproate Bond_Close_max,iShares Interest Rate Hedged Corproate Bond_Close_min
2018-04-08,-0.1115883502988794,-0.1115883502988794,-0.1115883502988794,-0.13025673531802098,-0.13025673531802098,-0.13025673531802098,-0.14284934397105772,-0.14284934397105772,-0.14284934397105772,-0.0011845431515630292,-0.0011845431515630292,-0.0011845431515630292
2018-04-15,-0.700705803443249,-0.700705803443249,-0.700705803443249,-0.6279486261759342,-0.6279486261759342,-0.6279486261759342,-0.5963037010460446,-0.5963037010460446,-0.5963037010460446,-0.5718959778462687,-0.5718959778462687,-0.5718959778462687
2018-04-22,-0.68057157158445,-0.68057157158445,-0.68057157158445,-0.7499914732077292,-0.7499914732077292,-0.7499914732077292,-0.9315291544077221,-0.9315291544077221,-0.9315291544077221,-0.9436631790317865,-0.9436631790317865,-0.9436631790317865
2018-04-29,-1.782885882740136,-1.782885882740136,-1.782885882740136,-1.8838105401003638,-1.8838105401003638,-1.8838105401003638,-1.8311170919288136,-1.8311170919288136,-1.8311170919288136,-1.754331525413853,-1.754331525413853,-1.754331525413853
2018-05-06,-0.2906083230139854,-0.2906083230139854,-0.2906083230139854,-0.22538532213211995,-0.22538532213211995,-0.22538532213211995,-0.14356408564651355,-0.14356408564651355,-0.14356408564651355,-0.1429591409610552,-0.1429591409610552,-0.1429591409610552
2018-05-13,-0.25491609309028174,-0.25491609309028174,-0.25491609309028174,-0.36771934325227745,-0.36771934325227745,-0.36771934325227745,-0.4060672773855621,-0.4060672773855621,-0.4060672773855621,-0.6057634673948145,-0.6057634673948145,-0.6057634673948145
2018-05-20,-0.48968292228849125,-0.48968292228849125,-0.48968292228849125,-0.6297980695391419,-0.6297980695391419,-0.6297980695391419,-0.8521017453267438,-0.8521017453267438,-0.8521017453267438,-0.6398019001611347,-0.6398019001611347,-0.6398019001611347
2018-05-27,-1.6201734175425333,-1.6201734175425333,-1.6201734175425333,-1.5899435879584043,-1.5899435879584043,-1.5899435879584043,-1.6780175438972043,-1.6780175438972043,-1.6780175438972043,-1.7478271058121795,-1.7478271058121795,-1.7478271058121795
2018-06-03,-1.3706851123191344,-1.3706851123191344,-1.3706851123191344,-1.4618951509028695,-1.4618951509028695,-1.4618951509028695,-1.4775087064328318,-1.4775087064328318,-1.4775087064328318,-1.4605987625996362,-1.4605987625996362,-1.4605987625996362
2018-06-10,-1.5171167585539844,-1.5171167585539844,-1.5171167585539844,-1.5696399344285545,-1.5696399344285545,-1.5696399344285545,-1.594892742938019,-1.594892742938019,-1.594892742938019,-1.3454870860798314,-1.3454870860798314,-1.3454870860798314
2018-06-17,-2.272930937747113,-2.272930937747113,-2.272930937747113,-2.263412355187151,-2.263412355187151,-2.263412355187151,-2.4313517197502446,-2.4313517197502446,-2.4313517197502446,-2.4119814650580604,-2.4119814650580604,-2.4119814650580604
