Date,VanEck Vectors ChinaAMC A-ShareEtf_Open_average,VanEck Vectors ChinaAMC A-ShareEtf_Open_max,VanEck Vectors ChinaAMC A-ShareEtf_Open_min,VanEck Vectors ChinaAMC A-ShareEtf_High_average,VanEck Vectors ChinaAMC A-ShareEtf_High_max,VanEck Vectors ChinaAMC A-ShareEtf_High_min,VanEck Vectors ChinaAMC A-ShareEtf_Low_average,VanEck Vectors ChinaAMC A-ShareEtf_Low_max,VanEck Vectors ChinaAMC A-ShareEtf_Low_min,VanEck Vectors ChinaAMC A-ShareEtf_Close_average,VanEck Vectors ChinaAMC A-ShareEtf_Close_max,VanEck Vectors ChinaAMC A-ShareEtf_Close_min
2018-05-27,-1.0819891187648567,-1.0819891187648567,-1.0819891187648567,-1.119211949211369,-1.119211949211369,-1.119211949211369,-0.9697113566364329,-0.9697113566364329,-0.9697113566364329,-1.0584526741589575,-1.0584526741589575,-1.0584526741589575
2018-06-03,-0.9704773837029785,-0.9704773837029785,-0.9704773837029785,-1.0355290582873111,-1.0355290582873111,-1.0355290582873111,-0.8769366723934976,-0.8769366723934976,-0.8769366723934976,-0.9808252321966565,-0.9808252321966565,-0.9808252321966565
2018-06-10,-1.3098694778085638,-1.3098694778085638,-1.3098694778085638,-1.3434177867140056,-1.3434177867140056,-1.3434177867140056,-1.2450128705126,-1.2450128705126,-1.2450128705126,-1.3025600374885276,-1.3025600374885276,-1.3025600374885276
2018-06-17,-2.1818695157511505,-2.1818695157511505,-2.1818695157511505,-2.1557527227550812,-2.1557527227550812,-2.1557527227550812,-2.0857169699311955,-2.0857169699311955,-2.0857169699311955,-2.1840314172842485,-2.1840314172842485,-2.1840314172842485
2018-06-24,-2.53403804168657,-2.53403804168657,-2.53403804168657,-2.478004829645201,-2.478004829645201,-2.478004829645201,-2.486074347043217,-2.486074347043217,-2.486074347043217,-2.4436065541655942,-2.4436065541655942,-2.4436065541655942
2018-07-01,-2.56541064026654,-2.56541064026654,-2.56541064026654,-2.508698651999004,-2.508698651999004,-2.508698651999004,-2.552467401634957,-2.552467401634957,-2.552467401634957,-2.5110907672608156,-2.5110907672608156,-2.5110907672608156
2018-07-08,-1.832032470074667,-1.832032470074667,-1.832032470074667,-1.8668606367461673,-1.8668606367461673,-1.8668606367461673,-1.8168458477195333,-1.8168458477195333,-1.8168458477195333,-1.8426761670820584,-1.8426761670820584,-1.8426761670820584
2018-07-15,-1.700336898048573,-1.700336898048573,-1.700336898048573,-1.6377069990382207,-1.6377069990382207,-1.6377069990382207,-1.6899915964740717,-1.6899915964740717,-1.6899915964740717,-1.6281406371445506,-1.6281406371445506,-1.6281406371445506
2018-07-22,-1.4110587050611905,-1.4110587050611905,-1.4110587050611905,-1.4250410924072456,-1.4250410924072456,-1.4250410924072456,-1.4424347483780189,-1.4424347483780189,-1.4424347483780189,-1.4896081321836083,-1.4896081321836083,-1.4896081321836083
2018-07-29,-1.9002344403575766,-1.9002344403575766,-1.9002344403575766,-1.9351467633197246,-1.9351467633197246,-1.9351467633197246,-1.9184806315726435,-1.9184806315726435,-1.9184806315726435,-1.9500929823043405,-1.9500929823043405,-1.9500929823043405
2018-08-05,-1.510805818300475,-1.510805818300475,-1.510805818300475,-1.5292122034995854,-1.5292122034995854,-1.5292122034995854,-1.5662372752275686,-1.5662372752275686,-1.5662372752275686,-1.582676328602295,-1.582676328602295,-1.582676328602295
2018-08-12,-1.7892778250973251,-1.7892778250973251,-1.7892778250973251,-1.603083709165094,-1.603083709165094,-1.603083709165094,-1.7790036177680346,-1.7790036177680346,-1.7790036177680346,-1.5840710090583237,-1.5840710090583237,-1.5840710090583237
2018-08-19,-1.3045281607403434,-1.3045281607403434,-1.3045281607403434,-1.3023560191437913,-1.3023560191437913,-1.3023560191437913,-1.290828771528395,-1.290828771528395,-1.290828771528395,-1.2753097640530708,-1.2753097640530708,-1.2753097640530708
2018-08-26,-1.2151545077786856,-1.2151545077786856,-1.2151545077786856,-1.276049988028746,-1.276049988028746,-1.276049988028746,-1.242161795720332,-1.242161795720332,-1.242161795720332,-1.2616638057712288,-1.2616638057712288,-1.2616638057712288
2018-09-02,-1.2775550977097798,-1.2775550977097798,-1.2775550977097798,-1.352008874296415,-1.352008874296415,-1.352008874296415,-1.2806361814316716,-1.2806361814316716,-1.2806361814316716,-1.3331163664339565,-1.3331163664339565,-1.3331163664339565
2018-09-09,-1.2303283955247062,-1.2303283955247062,-1.2303283955247062,-1.2655998270106057,-1.2655998270106057,-1.2655998270106057,-1.292876357878578,-1.292876357878578,-1.292876357878578,-1.3450908788548017,-1.3450908788548017,-1.3450908788548017
2018-09-16,-0.5941347664033607,-0.5941347664033607,-0.5941347664033607,-0.6321601060253385,-0.6321601060253385,-0.6321601060253385,-0.5683074377396751,-0.5683074377396751,-0.5683074377396751,-0.6013003767292817,-0.6013003767292817,-0.6013003767292817
2018-09-23,-0.5135253446785186,-0.5135253446785186,-0.5135253446785186,-0.5433316655979676,-0.5433316655979676,-0.5433316655979676,-0.525980129467323,-0.525980129467323,-0.525980129467323,-0.5792627897840594,-0.5792627897840594,-0.5792627897840594
2018-09-30,-0.9020222958727929,-0.9020222958727929,-0.9020222958727929,-0.8928416176417365,-0.8928416176417365,-0.8928416176417365,-0.915868954939386,-0.915868954939386,-0.915868954939386,-0.8517074917542246,-0.8517074917542246,-0.8517074917542246
2018-10-07,-1.3018891257256193,-1.3018891257256193,-1.3018891257256193,-1.385883910792629,-1.385883910792629,-1.385883910792629,-1.3615078393034568,-1.3615078393034568,-1.3615078393034568,-1.3639077595025544,-1.3639077595025544,-1.3639077595025544
2018-10-14,-1.4715284514079245,-1.4715284514079245,-1.4715284514079245,-1.5514242052740677,-1.5514242052740677,-1.5514242052740677,-1.5226618366798403,-1.5226618366798403,-1.5226618366798403,-1.6018329922702363,-1.6018329922702363,-1.6018329922702363
2018-10-21,-1.3615431979726453,-1.3615431979726453,-1.3615431979726453,-1.2973208042026583,-1.2973208042026583,-1.2973208042026583,-1.3474682835081673,-1.3474682835081673,-1.3474682835081673,-1.3080686832875632,-1.3080686832875632,-1.3080686832875632
2018-10-28,-0.4858569619155141,-0.4858569619155141,-0.4858569619155141,-0.5820770234475188,-0.5820770234475188,-0.5820770234475188,-0.6999648579432748,-0.6999648579432748,-0.6999648579432748,-0.6648603775498865,-0.6648603775498865,-0.6648603775498865
2018-11-04,-1.4389069891027089,-1.4389069891027089,-1.4389069891027089,-1.5297836643035603,-1.5297836643035603,-1.5297836643035603,-1.452314941815652,-1.452314941815652,-1.452314941815652,-1.4779108966159362,-1.4779108966159362,-1.4779108966159362
2018-11-11,-0.5672104867295334,-0.5672104867295334,-0.5672104867295334,-0.4836078647930045,-0.4836078647930045,-0.4836078647930045,-0.44825964702755006,-0.44825964702755006,-0.44825964702755006,-0.4218376428664273,-0.4218376428664273,-0.4218376428664273
2018-11-18,-1.2938361146262227,-1.2938361146262227,-1.2938361146262227,-1.3408367719742142,-1.3408367719742142,-1.3408367719742142,-1.1577295980022972,-1.1577295980022972,-1.1577295980022972,-1.255788150725923,-1.255788150725923,-1.255788150725923
2018-11-25,-1.1398953221866532,-1.1398953221866532,-1.1398953221866532,-1.059299486562246,-1.059299486562246,-1.059299486562246,-1.0163457307957495,-1.0163457307957495,-1.0163457307957495,-0.973592381093121,-0.973592381093121,-0.973592381093121
2018-12-02,-0.7954127644494237,-0.7954127644494237,-0.7954127644494237,-0.7597648110990489,-0.7597648110990489,-0.7597648110990489,-0.8901509740792873,-0.8901509740792873,-0.8901509740792873,-0.9694445587337479,-0.9694445587337479,-0.9694445587337479
2018-12-09,-0.8193998403318443,-0.8193998403318443,-0.8193998403318443,-0.9085793231189812,-0.9085793231189812,-0.9085793231189812,-0.7668853767898683,-0.7668853767898683,-0.7668853767898683,-0.8140863236922494,-0.8140863236922494,-0.8140863236922494
2018-12-16,-2.970521459406172,-2.970521459406172,-2.970521459406172,-2.998643422842224,-2.998643422842224,-2.998643422842224,-2.998288633958247,-2.998288633958247,-2.998288633958247,-2.9988347589432705,-2.9988347589432705,-2.9988347589432705
2018-12-23,-2.452957947437086,-2.452957947437086,-2.452957947437086,-2.3731456116947585,-2.3731456116947585,-2.3731456116947585,-2.331117961349251,-2.331117961349251,-2.331117961349251,-2.3371998865493278,-2.3371998865493278,-2.3371998865493278
2018-12-30,-1.8791614010699593,-1.8791614010699593,-1.8791614010699593,-1.7832167995310682,-1.7832167995310682,-1.7832167995310682,-1.79602396100728,-1.79602396100728,-1.79602396100728,-1.7060695728657513,-1.7060695728657513,-1.7060695728657513
2019-01-06,-1.301718606215141,-1.301718606215141,-1.301718606215141,-1.2833053753442851,-1.2833053753442851,-1.2833053753442851,-1.2339291469193805,-1.2339291469193805,-1.2339291469193805,-1.2595158795263544,-1.2595158795263544,-1.2595158795263544
2019-01-13,-0.8637744191740522,-0.8637744191740522,-0.8637744191740522,-0.8776320628357972,-0.8776320628357972,-0.8776320628357972,-0.807398047483389,-0.807398047483389,-0.807398047483389,-0.8203915000954636,-0.8203915000954636,-0.8203915000954636
2019-01-20,-0.6405917481611877,-0.6405917481611877,-0.6405917481611877,-0.6235081345803576,-0.6235081345803576,-0.6235081345803576,-0.5772645817516577,-0.5772645817516577,-0.5772645817516577,-0.5933896141203273,-0.5933896141203273,-0.5933896141203273
