Date,Guggenheim Invest China Real EstateEtf_Open_average,Guggenheim Invest China Real EstateEtf_Open_max,Guggenheim Invest China Real EstateEtf_Open_min,Guggenheim Invest China Real EstateEtf_High_average,Guggenheim Invest China Real EstateEtf_High_max,Guggenheim Invest China Real EstateEtf_High_min,Guggenheim Invest China Real EstateEtf_Low_average,Guggenheim Invest China Real EstateEtf_Low_max,Guggenheim Invest China Real EstateEtf_Low_min,Guggenheim Invest China Real EstateEtf_Close_average,Guggenheim Invest China Real EstateEtf_Close_max,Guggenheim Invest China Real EstateEtf_Close_min
2018-05-27,0.005139313431342352,0.005139313431342352,0.005139313431342352,-0.0019181029352957684,-0.0019181029352957684,-0.0019181029352957684,0.165484680800732,0.165484680800732,0.165484680800732,0.15782469554887274,0.15782469554887274,0.15782469554887274
2018-06-03,1.0211883618639013,1.0211883618639013,1.0211883618639013,0.9421909970637866,0.9421909970637866,0.9421909970637866,0.9862112911523375,0.9862112911523375,0.9862112911523375,1.086623356069697,1.086623356069697,1.086623356069697
2018-06-10,0.5954217865796166,0.5954217865796166,0.5954217865796166,0.5597973395976976,0.5597973395976976,0.5597973395976976,0.6938144706561096,0.6938144706561096,0.6938144706561096,0.7790527525511988,0.7790527525511988,0.7790527525511988
2018-06-17,-0.21424294566243207,-0.21424294566243207,-0.21424294566243207,-0.41549870685078294,-0.41549870685078294,-0.41549870685078294,-0.11772907013782026,-0.11772907013782026,-0.11772907013782026,-0.38069928319314356,-0.38069928319314356,-0.38069928319314356
2018-06-24,-2.788163937832851,-2.788163937832851,-2.788163937832851,-3.0394449318838137,-3.0394449318838137,-3.0394449318838137,-2.5862887161786254,-2.5862887161786254,-2.5862887161786254,-2.7399624466435877,-2.7399624466435877,-2.7399624466435877
2018-07-01,-2.6319825190181665,-2.6319825190181665,-2.6319825190181665,-2.6861911085381025,-2.6861911085381025,-2.6861911085381025,-2.5257529877652534,-2.5257529877652534,-2.5257529877652534,-2.540715906407015,-2.540715906407015,-2.540715906407015
2018-07-08,-1.829319044317452,-1.829319044317452,-1.829319044317452,-1.986168509686444,-1.986168509686444,-1.986168509686444,-1.7632906755563393,-1.7632906755563393,-1.7632906755563393,-1.8482167629641126,-1.8482167629641126,-1.8482167629641126
2018-07-15,-2.1842553074288587,-2.1842553074288587,-2.1842553074288587,-2.240874440748385,-2.240874440748385,-2.240874440748385,-2.152605614186695,-2.152605614186695,-2.152605614186695,-2.1185507956480327,-2.1185507956480327,-2.1185507956480327
2018-07-22,-1.0411730561599668,-1.0411730561599668,-1.0411730561599668,-1.1691902973214854,-1.1691902973214854,-1.1691902973214854,-1.097754956096687,-1.097754956096687,-1.097754956096687,-1.1214886787925096,-1.1214886787925096,-1.1214886787925096
2018-07-29,-1.927200161610134,-1.927200161610134,-1.927200161610134,-2.0063902474922584,-2.0063902474922584,-2.0063902474922584,-1.8994416172665436,-1.8994416172665436,-1.8994416172665436,-1.9710151129700153,-1.9710151129700153,-1.9710151129700153
2018-08-05,-1.1477402760656938,-1.1477402760656938,-1.1477402760656938,-1.2193191634068514,-1.2193191634068514,-1.2193191634068514,-1.1483143848710764,-1.1483143848710764,-1.1483143848710764,-1.1963806255320237,-1.1963806255320237,-1.1963806255320237
2018-08-12,-1.6326456896017167,-1.6326456896017167,-1.6326456896017167,-1.5084413652227042,-1.5084413652227042,-1.5084413652227042,-1.6871001682861353,-1.6871001682861353,-1.6871001682861353,-1.5216917777572552,-1.5216917777572552,-1.5216917777572552
2018-08-19,-1.0560399953529473,-1.0560399953529473,-1.0560399953529473,-1.0694664714227429,-1.0694664714227429,-1.0694664714227429,-1.0320216223729624,-1.0320216223729624,-1.0320216223729624,-1.0584680025666664,-1.0584680025666664,-1.0584680025666664
2018-08-26,-0.9357573050172345,-0.9357573050172345,-0.9357573050172345,-0.9044954620246026,-0.9044954620246026,-0.9044954620246026,-0.9702347523373853,-0.9702347523373853,-0.9702347523373853,-0.9465105647192533,-0.9465105647192533,-0.9465105647192533
2018-09-02,-1.5858065552340224,-1.5858065552340224,-1.5858065552340224,-1.6135279385974215,-1.6135279385974215,-1.6135279385974215,-1.5956612825212455,-1.5956612825212455,-1.5956612825212455,-1.659692927278737,-1.659692927278737,-1.659692927278737
2018-09-09,-0.9824671670589582,-0.9824671670589582,-0.9824671670589582,-0.994143620054076,-0.994143620054076,-0.994143620054076,-1.0995652657636565,-1.0995652657636565,-1.0995652657636565,-1.1199091621651163,-1.1199091621651163,-1.1199091621651163
2018-09-16,-0.37965440350902496,-0.37965440350902496,-0.37965440350902496,-0.40710655411668745,-0.40710655411668745,-0.40710655411668745,-0.36681189814813764,-0.36681189814813764,-0.36681189814813764,-0.4303712505715613,-0.4303712505715613,-0.4303712505715613
2018-09-23,-1.1484752792060093,-1.1484752792060093,-1.1484752792060093,-1.1834871629006545,-1.1834871629006545,-1.1834871629006545,-1.1650347738062972,-1.1650347738062972,-1.1650347738062972,-1.2342915609333258,-1.2342915609333258,-1.2342915609333258
2018-09-30,-1.579908898021531,-1.579908898021531,-1.579908898021531,-1.6767441764163884,-1.6767441764163884,-1.6767441764163884,-1.6259948564953453,-1.6259948564953453,-1.6259948564953453,-1.620118610885576,-1.620118610885576,-1.620118610885576
2018-10-07,-1.9886249699402136,-1.9886249699402136,-1.9886249699402136,-2.0574939654710818,-2.0574939654710818,-2.0574939654710818,-2.0175180508319515,-2.0175180508319515,-2.0175180508319515,-1.985738665514001,-1.985738665514001,-1.985738665514001
2018-10-14,-1.8703732397550743,-1.8703732397550743,-1.8703732397550743,-1.862159518348883,-1.862159518348883,-1.862159518348883,-1.84892087679582,-1.84892087679582,-1.84892087679582,-1.8972093045372231,-1.8972093045372231,-1.8972093045372231
