Date,iShares MSCI EM ESG Optimized_etf_Open_average,iShares MSCI EM ESG Optimized_etf_Open_max,iShares MSCI EM ESG Optimized_etf_Open_min,iShares MSCI EM ESG Optimized_etf_High_average,iShares MSCI EM ESG Optimized_etf_High_max,iShares MSCI EM ESG Optimized_etf_High_min,iShares MSCI EM ESG Optimized_etf_Low_average,iShares MSCI EM ESG Optimized_etf_Low_max,iShares MSCI EM ESG Optimized_etf_Low_min,iShares MSCI EM ESG Optimized_etf_Close_average,iShares MSCI EM ESG Optimized_etf_Close_max,iShares MSCI EM ESG Optimized_etf_Close_min
2018-04-08,-0.776171216779065,-0.776171216779065,-0.776171216779065,-0.9831951076371434,-0.9831951076371434,-0.9831951076371434,-0.728849007715904,-0.728849007715904,-0.728849007715904,-0.9295617259251507,-0.9295617259251507,-0.9295617259251507
2018-04-15,-0.9542103568546265,-0.9542103568546265,-0.9542103568546265,-1.1123969745683706,-1.1123969745683706,-1.1123969745683706,-0.8213126516419114,-0.8213126516419114,-0.8213126516419114,-0.9901496612850063,-0.9901496612850063,-0.9901496612850063
2018-04-22,-1.1693828393484427,-1.1693828393484427,-1.1693828393484427,-1.3366844490815935,-1.3366844490815935,-1.3366844490815935,-0.8306281931369103,-0.8306281931369103,-0.8306281931369103,-0.9942215569132232,-0.9942215569132232,-0.9942215569132232
2018-04-29,-1.9231294784792223,-1.9231294784792223,-1.9231294784792223,-1.5137702411070626,-1.5137702411070626,-1.5137702411070626,-1.4224631392543003,-1.4224631392543003,-1.4224631392543003,-1.3292043112102694,-1.3292043112102694,-1.3292043112102694
2018-05-06,-0.7591656021547062,-0.7591656021547062,-0.7591656021547062,-0.9715813907138319,-0.9715813907138319,-0.9715813907138319,-0.678937370135364,-0.678937370135364,-0.678937370135364,-0.8660118120525855,-0.8660118120525855,-0.8660118120525855
2018-05-13,-1.6844002191489245,-1.6844002191489245,-1.6844002191489245,-1.7982307807272313,-1.7982307807272313,-1.7982307807272313,-1.5345446656937314,-1.5345446656937314,-1.5345446656937314,-1.5954077681390755,-1.5954077681390755,-1.5954077681390755
2018-05-20,-1.1050899271978802,-1.1050899271978802,-1.1050899271978802,-1.180693500682671,-1.180693500682671,-1.180693500682671,-0.9339932980263741,-0.9339932980263741,-0.9339932980263741,-1.0454179979289122,-1.0454179979289122,-1.0454179979289122
2018-05-27,-1.2381851879595005,-1.2381851879595005,-1.2381851879595005,-1.15446606814333,-1.15446606814333,-1.15446606814333,-1.0511377267129174,-1.0511377267129174,-1.0511377267129174,-0.9533542596890037,-0.9533542596890037,-0.9533542596890037
2018-06-03,-0.9039829729659962,-0.9039829729659962,-0.9039829729659962,-0.8838369281265184,-0.8838369281265184,-0.8838369281265184,-0.8874775267419742,-0.8874775267419742,-0.8874775267419742,-0.8004967583532036,-0.8004967583532036,-0.8004967583532036
2018-06-10,-1.6567897344071012,-1.6567897344071012,-1.6567897344071012,-1.7652101005810106,-1.7652101005810106,-1.7652101005810106,-1.8682376658812947,-1.8682376658812947,-1.8682376658812947,-1.7637607160278195,-1.7637607160278195,-1.7637607160278195
