Date,PowerShares DB US Dollar BullishEtf_Open_average,PowerShares DB US Dollar BullishEtf_Open_max,PowerShares DB US Dollar BullishEtf_Open_min,PowerShares DB US Dollar BullishEtf_High_average,PowerShares DB US Dollar BullishEtf_High_max,PowerShares DB US Dollar BullishEtf_High_min,PowerShares DB US Dollar BullishEtf_Low_average,PowerShares DB US Dollar BullishEtf_Low_max,PowerShares DB US Dollar BullishEtf_Low_min,PowerShares DB US Dollar BullishEtf_Close_average,PowerShares DB US Dollar BullishEtf_Close_max,PowerShares DB US Dollar BullishEtf_Close_min
2018-05-27,1.9386487708385092,1.9386487708385092,1.9386487708385092,2.0454144475569285,2.0454144475569285,2.0454144475569285,1.973144497733093,1.973144497733093,1.973144497733093,1.9891895055008253,1.9891895055008253,1.9891895055008253
2018-06-03,1.5162056744038535,1.5162056744038535,1.5162056744038535,1.4759915685833414,1.4759915685833414,1.4759915685833414,1.5128242261053033,1.5128242261053033,1.5128242261053033,1.4762718172787561,1.4762718172787561,1.4762718172787561
2018-06-10,1.7665340523217357,1.7665340523217357,1.7665340523217357,1.783565555856155,1.783565555856155,1.783565555856155,1.80923921848419,1.80923921848419,1.80923921848419,1.8146565697917083,1.8146565697917083,1.8146565697917083
2018-06-17,1.5106251858183644,1.5106251858183644,1.5106251858183644,1.5626570437934975,1.5626570437934975,1.5626570437934975,1.5314497043998743,1.5314497043998743,1.5314497043998743,1.5065133558702823,1.5065133558702823,1.5065133558702823
2018-06-24,1.4828717883454028,1.4828717883454028,1.4828717883454028,1.4568348351497817,1.4568348351497817,1.4568348351497817,1.418228508133446,1.418228508133446,1.418228508133446,1.3989372573805474,1.3989372573805474,1.3989372573805474
2018-07-01,1.0438964471313217,1.0438964471313217,1.0438964471313217,1.0334814760065372,1.0334814760065372,1.0334814760065372,1.0583110029526883,1.0583110029526883,1.0583110029526883,1.093339908556597,1.093339908556597,1.093339908556597
2018-07-08,1.3360054987937353,1.3360054987937353,1.3360054987937353,1.31274790367368,1.31274790367368,1.31274790367368,1.27994829632806,1.27994829632806,1.27994829632806,1.255309374050847,1.255309374050847,1.255309374050847
2018-07-15,1.0785783482232183,1.0785783482232183,1.0785783482232183,1.0582644449516385,1.0582644449516385,1.0582644449516385,1.0567259832774427,1.0567259832774427,1.0567259832774427,1.0639757437051263,1.0639757437051263,1.0639757437051263
2018-07-22,1.05190041190004,1.05190041190004,1.05190041190004,1.005579890373659,1.005579890373659,1.005579890373659,1.079201938091176,1.079201938091176,1.079201938091176,1.0728217201968206,1.0728217201968206,1.0728217201968206
2018-07-29,1.18212891469971,1.18212891469971,1.18212891469971,1.1398987734801462,1.1398987734801462,1.1398987734801462,1.1336677070233339,1.1336677070233339,1.1336677070233339,1.2033926011283984,1.2033926011283984,1.2033926011283984
