Date,iShares MSCI Switzerland Capped_Open_average,iShares MSCI Switzerland Capped_Open_max,iShares MSCI Switzerland Capped_Open_min,iShares MSCI Switzerland Capped_High_average,iShares MSCI Switzerland Capped_High_max,iShares MSCI Switzerland Capped_High_min,iShares MSCI Switzerland Capped_Low_average,iShares MSCI Switzerland Capped_Low_max,iShares MSCI Switzerland Capped_Low_min,iShares MSCI Switzerland Capped_Close_average,iShares MSCI Switzerland Capped_Close_max,iShares MSCI Switzerland Capped_Close_min
2018-04-08,-0.7025343538184008,-0.7025343538184008,-0.7025343538184008,-0.8029482474106798,-0.8029482474106798,-0.8029482474106798,-0.5742760081513878,-0.5742760081513878,-0.5742760081513878,-0.6939994100650507,-0.6939994100650507,-0.6939994100650507
2018-04-15,-0.8315244003992129,-0.8315244003992129,-0.8315244003992129,-0.8840906298288086,-0.8840906298288086,-0.8840906298288086,-0.6638788892030499,-0.6638788892030499,-0.6638788892030499,-0.7689809293982643,-0.7689809293982643,-0.7689809293982643
2018-04-22,-0.8964548078744351,-0.8964548078744351,-0.8964548078744351,-0.9418247246500879,-0.9418247246500879,-0.9418247246500879,-0.8600317065726795,-0.8600317065726795,-0.8600317065726795,-1.0768262062253315,-1.0768262062253315,-1.0768262062253315
2018-04-29,-0.86007326862149,-0.86007326862149,-0.86007326862149,-0.7527466966715682,-0.7527466966715682,-0.7527466966715682,-0.4951379114074399,-0.4951379114074399,-0.4951379114074399,-0.6077254349504929,-0.6077254349504929,-0.6077254349504929
2018-05-06,-0.004139826961326595,-0.004139826961326595,-0.004139826961326595,-0.21716508618043595,-0.21716508618043595,-0.21716508618043595,-0.02080232584444848,-0.02080232584444848,-0.02080232584444848,-0.18144428538440116,-0.18144428538440116,-0.18144428538440116
2018-05-13,0.022086317684679658,0.022086317684679658,0.022086317684679658,-0.1897991552177309,-0.1897991552177309,-0.1897991552177309,0.1899860281578325,0.1899860281578325,0.1899860281578325,0.03882946177059434,0.03882946177059434,0.03882946177059434
2018-05-20,-1.3744087309774424,-1.3744087309774424,-1.3744087309774424,-1.4625478040816111,-1.4625478040816111,-1.4625478040816111,-0.933355500369744,-0.933355500369744,-0.933355500369744,-1.1353499442150963,-1.1353499442150963,-1.1353499442150963
2018-05-27,-1.6363183299119948,-1.6363183299119948,-1.6363183299119948,-1.8460231359437924,-1.8460231359437924,-1.8460231359437924,-1.3714582308807455,-1.3714582308807455,-1.3714582308807455,-1.5585005875717288,-1.5585005875717288,-1.5585005875717288
2018-06-03,-1.5402893583555937,-1.5402893583555937,-1.5402893583555937,-1.4013825060628784,-1.4013825060628784,-1.4013825060628784,-1.1208814489389027,-1.1208814489389027,-1.1208814489389027,-1.005566126849623,-1.005566126849623,-1.005566126849623
2018-06-10,-2.5300818648658168,-2.5300818648658168,-2.5300818648658168,-2.637014227905722,-2.637014227905722,-2.637014227905722,-2.3224752207662966,-2.3224752207662966,-2.3224752207662966,-2.360359960745929,-2.360359960745929,-2.360359960745929
2018-06-17,-2.527979574253161,-2.527979574253161,-2.527979574253161,-2.613665597850601,-2.613665597850601,-2.613665597850601,-2.5992134629736845,-2.5992134629736845,-2.5992134629736845,-2.696038327175208,-2.696038327175208,-2.696038327175208
2018-06-24,-2.072320397702552,-2.072320397702552,-2.072320397702552,-1.972087637427162,-1.972087637427162,-1.972087637427162,-1.964058406621046,-1.964058406621046,-1.964058406621046,-1.8840340539849094,-1.8840340539849094,-1.8840340539849094
2018-07-01,-0.6113621866646345,-0.6113621866646345,-0.6113621866646345,-0.6707585774904259,-0.6707585774904259,-0.6707585774904259,-0.5734501836443886,-0.5734501836443886,-0.5734501836443886,-0.5736989172741126,-0.5736989172741126,-0.5736989172741126
2018-07-08,-0.3987491583766279,-0.3987491583766279,-0.3987491583766279,-0.39226063948859985,-0.39226063948859985,-0.39226063948859985,-0.32537395824246623,-0.32537395824246623,-0.32537395824246623,-0.3586819150311992,-0.3586819150311992,-0.3586819150311992
2018-07-15,0.4182384474943299,0.4182384474943299,0.4182384474943299,0.3268947182584254,0.3268947182584254,0.3268947182584254,0.4384590238458462,0.4384590238458462,0.4384590238458462,0.3925099926228482,0.3925099926228482,0.3925099926228482
2018-07-22,1.278556621553286,1.278556621553286,1.278556621553286,1.284111454968708,1.284111454968708,1.284111454968708,1.308610348505805,1.308610348505805,1.308610348505805,1.2597936087167838,1.2597936087167838,1.2597936087167838
2018-07-29,0.7481652793166023,0.7481652793166023,0.7481652793166023,0.9070710638109273,0.9070710638109273,0.9070710638109273,0.8197029012093027,0.8197029012093027,0.8197029012093027,0.9686305788740781,0.9686305788740781,0.9686305788740781
2018-08-05,0.407810214542466,0.407810214542466,0.407810214542466,0.4295451042237531,0.4295451042237531,0.4295451042237531,0.4348589788088896,0.4348589788088896,0.4348589788088896,0.44886469471419677,0.44886469471419677,0.44886469471419677
