Date,ProShares Ultra FTSE China 50Etf_Open_average,ProShares Ultra FTSE China 50Etf_Open_max,ProShares Ultra FTSE China 50Etf_Open_min,ProShares Ultra FTSE China 50Etf_High_average,ProShares Ultra FTSE China 50Etf_High_max,ProShares Ultra FTSE China 50Etf_High_min,ProShares Ultra FTSE China 50Etf_Low_average,ProShares Ultra FTSE China 50Etf_Low_max,ProShares Ultra FTSE China 50Etf_Low_min,ProShares Ultra FTSE China 50Etf_Close_average,ProShares Ultra FTSE China 50Etf_Close_max,ProShares Ultra FTSE China 50Etf_Close_min
2018-05-27,-0.629485827759612,-0.629485827759612,-0.629485827759612,-0.6295749723222602,-0.6295749723222602,-0.6295749723222602,-0.5022903351069912,-0.5022903351069912,-0.5022903351069912,-0.5504658302473247,-0.5504658302473247,-0.5504658302473247
2018-06-03,-0.17315228359719118,-0.17315228359719118,-0.17315228359719118,-0.17273318038558685,-0.17273318038558685,-0.17273318038558685,-0.06351820045929393,-0.06351820045929393,-0.06351820045929393,-0.1373759268190381,-0.1373759268190381,-0.1373759268190381
2018-06-10,-0.7979854261514873,-0.7979854261514873,-0.7979854261514873,-0.9197172816333549,-0.9197172816333549,-0.9197172816333549,-0.8136789718970788,-0.8136789718970788,-0.8136789718970788,-0.7954916812343599,-0.7954916812343599,-0.7954916812343599
2018-06-17,-2.003578375426537,-2.003578375426537,-2.003578375426537,-2.194923319562045,-2.194923319562045,-2.194923319562045,-1.7698500628405711,-1.7698500628405711,-1.7698500628405711,-2.0557956379371607,-2.0557956379371607,-2.0557956379371607
2018-06-24,-2.374718512512859,-2.374718512512859,-2.374718512512859,-2.415278999962061,-2.415278999962061,-2.415278999962061,-2.2388038738860847,-2.2388038738860847,-2.2388038738860847,-2.340936263724614,-2.340936263724614,-2.340936263724614
2018-07-01,-2.4504603747056604,-2.4504603747056604,-2.4504603747056604,-2.359157194094735,-2.359157194094735,-2.359157194094735,-2.349787521769491,-2.349787521769491,-2.349787521769491,-2.2500196126170504,-2.2500196126170504,-2.2500196126170504
2018-07-08,-1.8357443423874882,-1.8357443423874882,-1.8357443423874882,-1.8972059162828243,-1.8972059162828243,-1.8972059162828243,-1.7444480748696387,-1.7444480748696387,-1.7444480748696387,-1.7869286035532526,-1.7869286035532526,-1.7869286035532526
2018-07-15,-1.883674265595776,-1.883674265595776,-1.883674265595776,-1.8537750964838748,-1.8537750964838748,-1.8537750964838748,-1.8528838818705273,-1.8528838818705273,-1.8528838818705273,-1.780786819585497,-1.780786819585497,-1.780786819585497
2018-07-22,-1.1004645446260366,-1.1004645446260366,-1.1004645446260366,-1.1768868145996239,-1.1768868145996239,-1.1768868145996239,-1.1846611598403434,-1.1846611598403434,-1.1846611598403434,-1.2319015986891615,-1.2319015986891615,-1.2319015986891615
2018-07-29,-1.610019743536976,-1.610019743536976,-1.610019743536976,-1.6834597236761897,-1.6834597236761897,-1.6834597236761897,-1.5957358115402398,-1.5957358115402398,-1.5957358115402398,-1.6466561952563783,-1.6466561952563783,-1.6466561952563783
2018-08-05,-1.1555892557648584,-1.1555892557648584,-1.1555892557648584,-1.2604721688889684,-1.2604721688889684,-1.2604721688889684,-1.2318371842898053,-1.2318371842898053,-1.2318371842898053,-1.2865620267997115,-1.2865620267997115,-1.2865620267997115
2018-08-12,-1.813339817981697,-1.813339817981697,-1.813339817981697,-1.5863556057061676,-1.5863556057061676,-1.5863556057061676,-1.7872950914414654,-1.7872950914414654,-1.7872950914414654,-1.575759234416666,-1.575759234416666,-1.575759234416666
2018-08-19,-1.0202334319099629,-1.0202334319099629,-1.0202334319099629,-1.0363303800397012,-1.0363303800397012,-1.0363303800397012,-0.9870082717999142,-0.9870082717999142,-0.9870082717999142,-1.043879189655772,-1.043879189655772,-1.043879189655772
2018-08-26,-0.987203366902007,-0.987203366902007,-0.987203366902007,-1.0348573929183391,-1.0348573929183391,-1.0348573929183391,-0.9756904276921251,-0.9756904276921251,-0.9756904276921251,-1.04088409342647,-1.04088409342647,-1.04088409342647
2018-09-02,-1.3903543395361408,-1.3903543395361408,-1.3903543395361408,-1.3761907998119685,-1.3761907998119685,-1.3761907998119685,-1.3786775766220254,-1.3786775766220254,-1.3786775766220254,-1.4591500113817815,-1.4591500113817815,-1.4591500113817815
2018-09-09,-1.0384423960389277,-1.0384423960389277,-1.0384423960389277,-1.1184450527544376,-1.1184450527544376,-1.1184450527544376,-1.1406840087924681,-1.1406840087924681,-1.1406840087924681,-1.185843899786823,-1.185843899786823,-1.185843899786823
2018-09-16,-0.28243463063092156,-0.28243463063092156,-0.28243463063092156,-0.36858313924424063,-0.36858313924424063,-0.36858313924424063,-0.32225124117887965,-0.32225124117887965,-0.32225124117887965,-0.4079798170423351,-0.4079798170423351,-0.4079798170423351
2018-09-23,-0.39093876928866766,-0.39093876928866766,-0.39093876928866766,-0.4788738146675068,-0.4788738146675068,-0.4788738146675068,-0.42873678819544475,-0.42873678819544475,-0.42873678819544475,-0.47823892625266873,-0.47823892625266873,-0.47823892625266873
2018-09-30,-1.1841709494515327,-1.1841709494515327,-1.1841709494515327,-1.2327591567028402,-1.2327591567028402,-1.2327591567028402,-1.2418541642182956,-1.2418541642182956,-1.2418541642182956,-1.204958606352098,-1.204958606352098,-1.204958606352098
2018-10-07,-1.4334956426688747,-1.4334956426688747,-1.4334956426688747,-1.5006882369012846,-1.5006882369012846,-1.5006882369012846,-1.514182937051213,-1.514182937051213,-1.514182937051213,-1.430608162424995,-1.430608162424995,-1.430608162424995
2018-10-14,-1.565421046218748,-1.565421046218748,-1.565421046218748,-1.5593737591153893,-1.5593737591153893,-1.5593737591153893,-1.5402328239478702,-1.5402328239478702,-1.5402328239478702,-1.611239184628082,-1.611239184628082,-1.611239184628082
2018-10-21,-1.882648536682471,-1.882648536682471,-1.882648536682471,-1.8254659477850468,-1.8254659477850468,-1.8254659477850468,-1.888394807881042,-1.888394807881042,-1.888394807881042,-1.8780736672622742,-1.8780736672622742,-1.8780736672622742
2018-10-28,-0.40848063186993067,-0.40848063186993067,-0.40848063186993067,-0.5118150494079216,-0.5118150494079216,-0.5118150494079216,-0.9183197134507657,-0.9183197134507657,-0.9183197134507657,-0.8394984325401758,-0.8394984325401758,-0.8394984325401758
2018-11-04,-1.4030702187746646,-1.4030702187746646,-1.4030702187746646,-1.5573946250310537,-1.5573946250310537,-1.5573946250310537,-1.3905969998413379,-1.3905969998413379,-1.3905969998413379,-1.4413570083545237,-1.4413570083545237,-1.4413570083545237
2018-11-11,-0.6476308672635642,-0.6476308672635642,-0.6476308672635642,-0.3634710226639898,-0.3634710226639898,-0.3634710226639898,-0.48994020971949914,-0.48994020971949914,-0.48994020971949914,-0.3993973474017683,-0.3993973474017683,-0.3993973474017683
2018-11-18,-1.0491835024933425,-1.0491835024933425,-1.0491835024933425,-1.0922480489056483,-1.0922480489056483,-1.0922480489056483,-0.9395446226497084,-0.9395446226497084,-0.9395446226497084,-0.9426998424443692,-0.9426998424443692,-0.9426998424443692
2018-11-25,-0.11058988871991443,-0.11058988871991443,-0.11058988871991443,-0.017157975046510135,-0.017157975046510135,-0.017157975046510135,-0.015297191956130093,-0.015297191956130093,-0.015297191956130093,0.1226738339495832,0.1226738339495832,0.1226738339495832
2018-12-02,-0.3881772939668432,-0.3881772939668432,-0.3881772939668432,-0.5983713478870283,-0.5983713478870283,-0.5983713478870283,-0.7152696545059319,-0.7152696545059319,-0.7152696545059319,-0.8855972165723485,-0.8855972165723485,-0.8855972165723485
2018-12-09,-0.4498227901643464,-0.4498227901643464,-0.4498227901643464,-0.47106454880671106,-0.47106454880671106,-0.47106454880671106,-0.2662847758550498,-0.2662847758550498,-0.2662847758550498,-0.3954972957156313,-0.3954972957156313,-0.3954972957156313
2018-12-16,-1.2933887534368154,-1.2933887534368154,-1.2933887534368154,-1.5177615099975106,-1.5177615099975106,-1.5177615099975106,-1.3848748524593641,-1.3848748524593641,-1.3848748524593641,-1.5370062630371197,-1.5370062630371197,-1.5370062630371197
2018-12-23,-1.4117764732469733,-1.4117764732469733,-1.4117764732469733,-1.5318438889134156,-1.5318438889134156,-1.5318438889134156,-1.3145357511555604,-1.3145357511555604,-1.3145357511555604,-1.5054308138217638,-1.5054308138217638,-1.5054308138217638
2018-12-30,-1.4764913706421425,-1.4764913706421425,-1.4764913706421425,-1.2336881433511113,-1.2336881433511113,-1.2336881433511113,-1.3126827732654174,-1.3126827732654174,-1.3126827732654174,-1.1782466819032373,-1.1782466819032373,-1.1782466819032373
2019-01-06,-0.4513995929744457,-0.4513995929744457,-0.4513995929744457,-0.5695607747843391,-0.5695607747843391,-0.5695607747843391,-0.28094401736137276,-0.28094401736137276,-0.28094401736137276,-0.3968355496440367,-0.3968355496440367,-0.3968355496440367
2019-01-13,0.2401454303672823,0.2401454303672823,0.2401454303672823,0.32267176344398696,0.32267176344398696,0.32267176344398696,0.43587355393866967,0.43587355393866967,0.43587355393866967,0.37883581149123385,0.37883581149123385,0.37883581149123385
