Date,PowerShares Senior Loan PortfolioEtf_Open_average,PowerShares Senior Loan PortfolioEtf_Open_max,PowerShares Senior Loan PortfolioEtf_Open_min,PowerShares Senior Loan PortfolioEtf_High_average,PowerShares Senior Loan PortfolioEtf_High_max,PowerShares Senior Loan PortfolioEtf_High_min,PowerShares Senior Loan PortfolioEtf_Low_average,PowerShares Senior Loan PortfolioEtf_Low_max,PowerShares Senior Loan PortfolioEtf_Low_min,PowerShares Senior Loan PortfolioEtf_Close_average,PowerShares Senior Loan PortfolioEtf_Close_max,PowerShares Senior Loan PortfolioEtf_Close_min
2018-05-27,-2.028983289681647,-2.028983289681647,-2.028983289681647,-1.9799997328364147,-1.9799997328364147,-1.9799997328364147,-1.816932319467205,-1.816932319467205,-1.816932319467205,-2.0746781784739645,-2.0746781784739645,-2.0746781784739645
2018-06-03,-1.1834532611132225,-1.1834532611132225,-1.1834532611132225,-1.179582189342569,-1.179582189342569,-1.179582189342569,-0.8916953241386588,-0.8916953241386588,-0.8916953241386588,-0.8659785142961517,-0.8659785142961517,-0.8659785142961517
2018-06-10,-0.7551925223024972,-0.7551925223024972,-0.7551925223024972,-0.770733892378296,-0.770733892378296,-0.770733892378296,-0.8084245764806957,-0.8084245764806957,-0.8084245764806957,-0.47179883664486294,-0.47179883664486294,-0.47179883664486294
2018-06-17,-2.4003752703736883,-2.4003752703736883,-2.4003752703736883,-2.3783332404639097,-2.3783332404639097,-2.3783332404639097,-2.1285603657799,-2.1285603657799,-2.1285603657799,-2.211245016680078,-2.211245016680078,-2.211245016680078
2018-06-24,-2.749700632578161,-2.749700632578161,-2.749700632578161,-2.4803218424197393,-2.4803218424197393,-2.4803218424197393,-2.8003133682694386,-2.8003133682694386,-2.8003133682694386,-2.5321901668391034,-2.5321901668391034,-2.5321901668391034
2018-07-01,-1.16582165751197,-1.16582165751197,-1.16582165751197,-0.7554831017177885,-0.7554831017177885,-0.7554831017177885,-1.1806869776237947,-1.1806869776237947,-1.1806869776237947,-0.5767378999877592,-0.5767378999877592,-0.5767378999877592
2018-07-08,-0.3441497341935667,-0.3441497341935667,-0.3441497341935667,-0.5574323672071275,-0.5574323672071275,-0.5574323672071275,-0.4729607388199684,-0.4729607388199684,-0.4729607388199684,-0.5178215631156373,-0.5178215631156373,-0.5178215631156373
2018-07-15,-0.43390326222499664,-0.43390326222499664,-0.43390326222499664,-0.1109849815354604,-0.1109849815354604,-0.1109849815354604,-0.18426426334326917,-0.18426426334326917,-0.18426426334326917,0.05500434261949672,0.05500434261949672,0.05500434261949672
2018-07-22,-0.23245351976387954,-0.23245351976387954,-0.23245351976387954,-0.4520444466472417,-0.4520444466472417,-0.4520444466472417,-0.6345298079515106,-0.6345298079515106,-0.6345298079515106,-0.9585057416588023,-0.9585057416588023,-0.9585057416588023
2018-07-29,-0.28968262460468264,-0.28968262460468264,-0.28968262460468264,-0.5258557646562095,-0.5258557646562095,-0.5258557646562095,-0.41815725669833503,-0.41815725669833503,-0.41815725669833503,-0.5944534534263903,-0.5944534534263903,-0.5944534534263903
2018-08-05,0.029880715233343264,0.029880715233343264,0.029880715233343264,0.14704163329441766,0.14704163329441766,0.14704163329441766,0.04566023819326338,0.04566023819326338,0.04566023819326338,0.015242396241666213,0.015242396241666213,0.015242396241666213
2018-08-12,0.21248609243014552,0.21248609243014552,0.21248609243014552,0.35107953550035037,0.35107953550035037,0.35107953550035037,0.3782921657531076,0.3782921657531076,0.3782921657531076,0.5163021352584888,0.5163021352584888,0.5163021352584888
2018-08-19,-0.33921241879543373,-0.33921241879543373,-0.33921241879543373,-0.42975422189030765,-0.42975422189030765,-0.42975422189030765,-0.20209409919652205,-0.20209409919652205,-0.20209409919652205,-0.37094583575155726,-0.37094583575155726,-0.37094583575155726
2018-08-26,0.19504427494281132,0.19504427494281132,0.19504427494281132,-0.017887790665742465,-0.017887790665742465,-0.017887790665742465,0.16998557648675397,0.16998557648675397,0.16998557648675397,0.18582219688591367,0.18582219688591367,0.18582219688591367
2018-09-02,0.4737273760049448,0.4737273760049448,0.4737273760049448,0.45006605274552086,0.45006605274552086,0.45006605274552086,0.609403687972225,0.609403687972225,0.609403687972225,0.4415536836287398,0.4415536836287398,0.4415536836287398
2018-09-09,1.690396773915431,1.690396773915431,1.690396773915431,1.6241514077338965,1.6241514077338965,1.6241514077338965,1.6365910061010536,1.6365910061010536,1.6365910061010536,1.6688528020322086,1.6688528020322086,1.6688528020322086
2018-09-16,2.062240230423243,2.062240230423243,2.062240230423243,2.196036668680306,2.196036668680306,2.196036668680306,2.036806031847269,2.036806031847269,2.036806031847269,2.161402196568768,2.161402196568768,2.161402196568768
2018-09-23,1.8748375837634763,1.8748375837634763,1.8748375837634763,1.9521720236075737,1.9521720236075737,1.9521720236075737,1.8333738686949086,1.8333738686949086,1.8333738686949086,1.694122012667164,1.694122012667164,1.694122012667164
2018-09-30,1.886087131023422,1.886087131023422,1.886087131023422,1.9654695468053172,1.9654695468053172,1.9654695468053172,1.5593908637280196,1.5593908637280196,1.5593908637280196,1.768455718686883,1.768455718686883,1.768455718686883
2018-10-07,0.7544132142587799,0.7544132142587799,0.7544132142587799,1.015312412737665,1.015312412737665,1.015312412737665,0.9185834858291257,0.9185834858291257,0.9185834858291257,0.6227118609183374,0.6227118609183374,0.6227118609183374
2018-10-14,1.2631420348326765,1.2631420348326765,1.2631420348326765,1.1641034472688874,1.1641034472688874,1.1641034472688874,1.189971096964606,1.189971096964606,1.189971096964606,0.9310106901414934,0.9310106901414934,0.9310106901414934
2018-10-21,-0.6166211994549485,-0.6166211994549485,-0.6166211994549485,-0.8368644225960523,-0.8368644225960523,-0.8368644225960523,-0.9731642569674527,-0.9731642569674527,-0.9731642569674527,-1.0292460868671995,-1.0292460868671995,-1.0292460868671995
2018-10-28,-0.10693148550816174,-0.10693148550816174,-0.10693148550816174,-0.28723160715458146,-0.28723160715458146,-0.28723160715458146,-0.43946745641206225,-0.43946745641206225,-0.43946745641206225,-0.34220506049465577,-0.34220506049465577,-0.34220506049465577
