Date,SPDR S&P Emerging Markets Small Cap_Open_average,SPDR S&P Emerging Markets Small Cap_Open_max,SPDR S&P Emerging Markets Small Cap_Open_min,SPDR S&P Emerging Markets Small Cap_High_average,SPDR S&P Emerging Markets Small Cap_High_max,SPDR S&P Emerging Markets Small Cap_High_min,SPDR S&P Emerging Markets Small Cap_Low_average,SPDR S&P Emerging Markets Small Cap_Low_max,SPDR S&P Emerging Markets Small Cap_Low_min,SPDR S&P Emerging Markets Small Cap_Close_average,SPDR S&P Emerging Markets Small Cap_Close_max,SPDR S&P Emerging Markets Small Cap_Close_min
2018-04-08,-0.2838176401651564,-0.2838176401651564,-0.2838176401651564,-0.47150399194729586,-0.47150399194729586,-0.47150399194729586,-0.06246864019127396,-0.06246864019127396,-0.06246864019127396,-0.16609168556119533,-0.16609168556119533,-0.16609168556119533
2018-04-15,-0.9091378212982548,-0.9091378212982548,-0.9091378212982548,-1.156185350915636,-1.156185350915636,-1.156185350915636,-0.7401024457071356,-0.7401024457071356,-0.7401024457071356,-0.945077262648353,-0.945077262648353,-0.945077262648353
2018-04-22,-1.4724929674219276,-1.4724929674219276,-1.4724929674219276,-1.6483484550841305,-1.6483484550841305,-1.6483484550841305,-1.1759575580914179,-1.1759575580914179,-1.1759575580914179,-1.4368127890237474,-1.4368127890237474,-1.4368127890237474
2018-04-29,-1.9597230487726607,-1.9597230487726607,-1.9597230487726607,-2.1005480927365454,-2.1005480927365454,-2.1005480927365454,-1.7316237246124169,-1.7316237246124169,-1.7316237246124169,-1.7899061528723177,-1.7899061528723177,-1.7899061528723177
2018-05-06,-1.3428337156470527,-1.3428337156470527,-1.3428337156470527,-1.4370990971006794,-1.4370990971006794,-1.4370990971006794,-1.262662710406339,-1.262662710406339,-1.262662710406339,-1.3828943902976332,-1.3828943902976332,-1.3828943902976332
2018-05-13,-1.6427157667056989,-1.6427157667056989,-1.6427157667056989,-1.683137494536271,-1.683137494536271,-1.683137494536271,-1.5006918672384484,-1.5006918672384484,-1.5006918672384484,-1.44856726227839,-1.44856726227839,-1.44856726227839
2018-05-20,-1.4246050941833233,-1.4246050941833233,-1.4246050941833233,-1.231530848839664,-1.231530848839664,-1.231530848839664,-1.1734917306158454,-1.1734917306158454,-1.1734917306158454,-1.073531173604079,-1.073531173604079,-1.073531173604079
2018-05-27,-0.7428254168867275,-0.7428254168867275,-0.7428254168867275,-0.7766482702692952,-0.7766482702692952,-0.7766482702692952,-0.5736252617824228,-0.5736252617824228,-0.5736252617824228,-0.6618645934880689,-0.6618645934880689,-0.6618645934880689
2018-06-03,-0.805853928038686,-0.805853928038686,-0.805853928038686,-0.7288068540666621,-0.7288068540666621,-0.7288068540666621,-0.5431057570274176,-0.5431057570274176,-0.5431057570274176,-0.6512015542981472,-0.6512015542981472,-0.6512015542981472
2018-06-10,-2.241451552238894,-2.241451552238894,-2.241451552238894,-2.2919172614119296,-2.2919172614119296,-2.2919172614119296,-2.455736679343266,-2.455736679343266,-2.455736679343266,-2.2993009967234648,-2.2993009967234648,-2.2993009967234648
2018-06-17,-2.3095603776329394,-2.3095603776329394,-2.3095603776329394,-2.3277560772090893,-2.3277560772090893,-2.3277560772090893,-2.4729377569580344,-2.4729377569580344,-2.4729377569580344,-2.4512099650236507,-2.4512099650236507,-2.4512099650236507
2018-06-24,-2.195726875784734,-2.195726875784734,-2.195726875784734,-2.1271540742442996,-2.1271540742442996,-2.1271540742442996,-2.0755765696154214,-2.0755765696154214,-2.0755765696154214,-2.102343817140002,-2.102343817140002,-2.102343817140002
2018-07-01,-1.5818070428917954,-1.5818070428917954,-1.5818070428917954,-1.5252471748408127,-1.5252471748408127,-1.5252471748408127,-1.5122795815397534,-1.5122795815397534,-1.5122795815397534,-1.511918110946692,-1.511918110946692,-1.511918110946692
2018-07-08,-1.3068152909635269,-1.3068152909635269,-1.3068152909635269,-1.3591216388048195,-1.3591216388048195,-1.3591216388048195,-1.2847974617062659,-1.2847974617062659,-1.2847974617062659,-1.3824075880236508,-1.3824075880236508,-1.3824075880236508
2018-07-15,-1.1177192901558053,-1.1177192901558053,-1.1177192901558053,-1.1685826706858906,-1.1685826706858906,-1.1685826706858906,-1.1197009328665497,-1.1197009328665497,-1.1197009328665497,-1.1995578149292234,-1.1995578149292234,-1.1995578149292234
2018-07-22,-0.49570684385964503,-0.49570684385964503,-0.49570684385964503,-0.5468811546626903,-0.5468811546626903,-0.5468811546626903,-0.5213888086320548,-0.5213888086320548,-0.5213888086320548,-0.5547147146111561,-0.5547147146111561,-0.5547147146111561
