Date,ProShares Ultra VIX Short-Term FuturesEtf_Open_average,ProShares Ultra VIX Short-Term FuturesEtf_Open_max,ProShares Ultra VIX Short-Term FuturesEtf_Open_min,ProShares Ultra VIX Short-Term FuturesEtf_High_average,ProShares Ultra VIX Short-Term FuturesEtf_High_max,ProShares Ultra VIX Short-Term FuturesEtf_High_min,ProShares Ultra VIX Short-Term FuturesEtf_Low_average,ProShares Ultra VIX Short-Term FuturesEtf_Low_max,ProShares Ultra VIX Short-Term FuturesEtf_Low_min,ProShares Ultra VIX Short-Term FuturesEtf_Close_average,ProShares Ultra VIX Short-Term FuturesEtf_Close_max,ProShares Ultra VIX Short-Term FuturesEtf_Close_min
2018-05-27,-0.9097583354821451,-0.9097583354821451,-0.9097583354821451,-0.9248567973062974,-0.9248567973062974,-0.9248567973062974,-0.908213584573722,-0.908213584573722,-0.908213584573722,-0.9074296483841248,-0.9074296483841248,-0.9074296483841248
2018-06-03,-1.2226395649800563,-1.2226395649800563,-1.2226395649800563,-1.1694283620835795,-1.1694283620835795,-1.1694283620835795,-1.3104223639799906,-1.3104223639799906,-1.3104223639799906,-1.3343752108912832,-1.3343752108912832,-1.3343752108912832
2018-06-10,-1.4253404116589452,-1.4253404116589452,-1.4253404116589452,-1.283552691214751,-1.283552691214751,-1.283552691214751,-1.4422101262818678,-1.4422101262818678,-1.4422101262818678,-1.4537789723571735,-1.4537789723571735,-1.4537789723571735
2018-06-17,-1.2655821377302494,-1.2655821377302494,-1.2655821377302494,-1.1102751611893598,-1.1102751611893598,-1.1102751611893598,-1.2385561477316651,-1.2385561477316651,-1.2385561477316651,-1.1741121623625548,-1.1741121623625548,-1.1741121623625548
2018-06-24,-0.7673145744974704,-0.7673145744974704,-0.7673145744974704,-0.7751771043255109,-0.7751771043255109,-0.7751771043255109,-0.7730484831534847,-0.7730484831534847,-0.7730484831534847,-0.6348506168740786,-0.6348506168740786,-0.6348506168740786
2018-07-01,-0.7860807691347141,-0.7860807691347141,-0.7860807691347141,-0.8226939304477574,-0.8226939304477574,-0.8226939304477574,-0.9619840608641522,-0.9619840608641522,-0.9619840608641522,-0.9597080811481565,-0.9597080811481565,-0.9597080811481565
2018-07-08,-1.2393224258529179,-1.2393224258529179,-1.2393224258529179,-1.1942315287919318,-1.1942315287919318,-1.1942315287919318,-1.2770508597800423,-1.2770508597800423,-1.2770508597800423,-1.2484730015593195,-1.2484730015593195,-1.2484730015593195
2018-07-15,-1.220209834622791,-1.220209834622791,-1.220209834622791,-1.1814889675656657,-1.1814889675656657,-1.1814889675656657,-1.2204775866069641,-1.2204775866069641,-1.2204775866069641,-1.1508859013586046,-1.1508859013586046,-1.1508859013586046
2018-07-22,-1.2529251045823464,-1.2529251045823464,-1.2529251045823464,-1.0110482799802785,-1.0110482799802785,-1.0110482799802785,-1.1949893894120653,-1.1949893894120653,-1.1949893894120653,-1.045645800001283,-1.045645800001283,-1.045645800001283
2018-07-29,-1.1053683609951728,-1.1053683609951728,-1.1053683609951728,-1.090165662213302,-1.090165662213302,-1.090165662213302,-1.1259006656947608,-1.1259006656947608,-1.1259006656947608,-1.081971768865284,-1.081971768865284,-1.081971768865284
