Date,SPDR S&P Emerging Markets DividendEtf_Open_average,SPDR S&P Emerging Markets DividendEtf_Open_max,SPDR S&P Emerging Markets DividendEtf_Open_min,SPDR S&P Emerging Markets DividendEtf_High_average,SPDR S&P Emerging Markets DividendEtf_High_max,SPDR S&P Emerging Markets DividendEtf_High_min,SPDR S&P Emerging Markets DividendEtf_Low_average,SPDR S&P Emerging Markets DividendEtf_Low_max,SPDR S&P Emerging Markets DividendEtf_Low_min,SPDR S&P Emerging Markets DividendEtf_Close_average,SPDR S&P Emerging Markets DividendEtf_Close_max,SPDR S&P Emerging Markets DividendEtf_Close_min
2018-05-27,-1.6807793811908827,-1.6807793811908827,-1.6807793811908827,-1.7036739315610558,-1.7036739315610558,-1.7036739315610558,-1.5559358805671701,-1.5559358805671701,-1.5559358805671701,-1.559142160316004,-1.559142160316004,-1.559142160316004
2018-06-03,-1.697925664615863,-1.697925664615863,-1.697925664615863,-1.667676560527488,-1.667676560527488,-1.667676560527488,-1.51859518992704,-1.51859518992704,-1.51859518992704,-1.5521632929671378,-1.5521632929671378,-1.5521632929671378
2018-06-10,-2.168804963810078,-2.168804963810078,-2.168804963810078,-2.248440956315067,-2.248440956315067,-2.248440956315067,-2.2619574444459754,-2.2619574444459754,-2.2619574444459754,-2.2379695825871644,-2.2379695825871644,-2.2379695825871644
2018-06-17,-2.3248295401534227,-2.3248295401534227,-2.3248295401534227,-2.3033346200859395,-2.3033346200859395,-2.3033346200859395,-2.268037945450923,-2.268037945450923,-2.268037945450923,-2.2969886920235822,-2.2969886920235822,-2.2969886920235822
2018-06-24,-2.3336526477293527,-2.3336526477293527,-2.3336526477293527,-2.1999193790695655,-2.1999193790695655,-2.1999193790695655,-2.2579409788484774,-2.2579409788484774,-2.2579409788484774,-2.1775369737695924,-2.1775369737695924,-2.1775369737695924
2018-07-01,-1.914078804913291,-1.914078804913291,-1.914078804913291,-1.846047499865377,-1.846047499865377,-1.846047499865377,-1.9119505669774364,-1.9119505669774364,-1.9119505669774364,-1.8635956855723872,-1.8635956855723872,-1.8635956855723872
2018-07-08,-1.4775489252470413,-1.4775489252470413,-1.4775489252470413,-1.5349362260479833,-1.5349362260479833,-1.5349362260479833,-1.502525721075707,-1.502525721075707,-1.502525721075707,-1.5274176421368675,-1.5274176421368675,-1.5274176421368675
2018-07-15,-1.2929505268222659,-1.2929505268222659,-1.2929505268222659,-1.265424534860194,-1.265424534860194,-1.265424534860194,-1.2396787514010417,-1.2396787514010417,-1.2396787514010417,-1.2342160917486307,-1.2342160917486307,-1.2342160917486307
2018-07-22,-0.7818121226374999,-0.7818121226374999,-0.7818121226374999,-0.8311956831669259,-0.8311956831669259,-0.8311956831669259,-0.8207198611605628,-0.8207198611605628,-0.8207198611605628,-0.7934039180969915,-0.7934039180969915,-0.7934039180969915
2018-07-29,-0.8667975772983343,-0.8667975772983343,-0.8667975772983343,-0.829546290450076,-0.829546290450076,-0.829546290450076,-0.8073423761140495,-0.8073423761140495,-0.8073423761140495,-0.8376318462451606,-0.8376318462451606,-0.8376318462451606
