Date,ProShares Ultra SilverEtf_Open_average,ProShares Ultra SilverEtf_Open_max,ProShares Ultra SilverEtf_Open_min,ProShares Ultra SilverEtf_High_average,ProShares Ultra SilverEtf_High_max,ProShares Ultra SilverEtf_High_min,ProShares Ultra SilverEtf_Low_average,ProShares Ultra SilverEtf_Low_max,ProShares Ultra SilverEtf_Low_min,ProShares Ultra SilverEtf_Close_average,ProShares Ultra SilverEtf_Close_max,ProShares Ultra SilverEtf_Close_min
2018-05-27,-0.9028942618911311,-0.9028942618911311,-0.9028942618911311,-0.858969473705134,-0.858969473705134,-0.858969473705134,-0.7967928654249264,-0.7967928654249264,-0.7967928654249264,-0.9707825394384305,-0.9707825394384305,-0.9707825394384305
2018-06-03,0.24601895199621004,0.24601895199621004,0.24601895199621004,0.11820353623832512,0.11820353623832512,0.11820353623832512,0.29942025020669494,0.29942025020669494,0.29942025020669494,0.25121082231915487,0.25121082231915487,0.25121082231915487
2018-06-10,1.028611661301021,1.028611661301021,1.028611661301021,0.9027897627432382,0.9027897627432382,0.9027897627432382,-0.644782332980341,-0.644782332980341,-0.644782332980341,-0.37849012734880055,-0.37849012734880055,-0.37849012734880055
2018-06-17,-1.321116078521632,-1.321116078521632,-1.321116078521632,-1.140148712526127,-1.140148712526127,-1.140148712526127,-1.0408716871211834,-1.0408716871211834,-1.0408716871211834,-0.9934023558849882,-0.9934023558849882,-0.9934023558849882
2018-06-24,-2.338764519381716,-2.338764519381716,-2.338764519381716,-2.2387913291090955,-2.2387913291090955,-2.2387913291090955,-2.2988780005635165,-2.2988780005635165,-2.2988780005635165,-2.338021475677449,-2.338021475677449,-2.338021475677449
2018-07-01,-1.9939050123051854,-1.9939050123051854,-1.9939050123051854,-2.2818948375688257,-2.2818948375688257,-2.2818948375688257,-2.0239635512303495,-2.0239635512303495,-2.0239635512303495,-2.2153946487555176,-2.2153946487555176,-2.2153946487555176
2018-07-08,-2.189250739812737,-2.189250739812737,-2.189250739812737,-2.271648845952885,-2.271648845952885,-2.271648845952885,-2.2681300618589457,-2.2681300618589457,-2.2681300618589457,-2.4121154288356013,-2.4121154288356013,-2.4121154288356013
2018-07-15,-2.4881881003107806,-2.4881881003107806,-2.4881881003107806,-2.524567879959423,-2.524567879959423,-2.524567879959423,-2.547121938234174,-2.547121938234174,-2.547121938234174,-2.55470538517549,-2.55470538517549,-2.55470538517549
2018-07-22,-1.983433107707741,-1.983433107707741,-1.983433107707741,-2.0789035812008754,-2.0789035812008754,-2.0789035812008754,-2.0148514159766298,-2.0148514159766298,-2.0148514159766298,-2.145773380096446,-2.145773380096446,-2.145773380096446
2018-07-29,-1.821492654222811,-1.821492654222811,-1.821492654222811,-1.7863016541875127,-1.7863016541875127,-1.7863016541875127,-1.8495731583053467,-1.8495731583053467,-1.8495731583053467,-1.941094484614106,-1.941094484614106,-1.941094484614106
2018-08-05,-1.7315837010152653,-1.7315837010152653,-1.7315837010152653,-1.764529597156057,-1.764529597156057,-1.764529597156057,-1.778498766497212,-1.778498766497212,-1.778498766497212,-1.846924489756377,-1.846924489756377,-1.846924489756377
2018-08-12,-2.2382059328385893,-2.2382059328385893,-2.2382059328385893,-2.234486879253359,-2.234486879253359,-2.234486879253359,-2.307290460481112,-2.307290460481112,-2.307290460481112,-2.1923688230108183,-2.1923688230108183,-2.1923688230108183
2018-08-19,-1.8456056985240539,-1.8456056985240539,-1.8456056985240539,-1.8492703025860204,-1.8492703025860204,-1.8492703025860204,-1.881527138881927,-1.881527138881927,-1.881527138881927,-1.876901624774583,-1.876901624774583,-1.876901624774583
2018-08-26,-1.7827312811536868,-1.7827312811536868,-1.7827312811536868,-1.8823357974917931,-1.8823357974917931,-1.8823357974917931,-1.8526828360049739,-1.8526828360049739,-1.8526828360049739,-1.9399228362529026,-1.9399228362529026,-1.9399228362529026
2018-09-02,-1.9319562391747234,-1.9319562391747234,-1.9319562391747234,-1.9777049560020423,-1.9777049560020423,-1.9777049560020423,-1.9915273317418196,-1.9915273317418196,-1.9915273317418196,-2.033149666134244,-2.033149666134244,-2.033149666134244
2018-09-09,-1.674298052102273,-1.674298052102273,-1.674298052102273,-1.7353995041648274,-1.7353995041648274,-1.7353995041648274,-1.7859432339257728,-1.7859432339257728,-1.7859432339257728,-1.8282255009661459,-1.8282255009661459,-1.8282255009661459
2018-09-16,-1.484692527866323,-1.484692527866323,-1.484692527866323,-1.4098322466386988,-1.4098322466386988,-1.4098322466386988,-1.4874617553910285,-1.4874617553910285,-1.4874617553910285,-1.4285192613488635,-1.4285192613488635,-1.4285192613488635
2018-09-23,-1.1132118647673024,-1.1132118647673024,-1.1132118647673024,-1.0091064373609064,-1.0091064373609064,-1.0091064373609064,-1.094251346313527,-1.094251346313527,-1.094251346313527,-1.026317336018083,-1.026317336018083,-1.026317336018083
2018-09-30,-0.8513046431550749,-0.8513046431550749,-0.8513046431550749,-0.9211917008110915,-0.9211917008110915,-0.9211917008110915,-0.9009210736794631,-0.9009210736794631,-0.9009210736794631,-0.9239957292401989,-0.9239957292401989,-0.9239957292401989
2018-10-07,-0.7825912353515974,-0.7825912353515974,-0.7825912353515974,-0.8703783788114147,-0.8703783788114147,-0.8703783788114147,-0.8560419929044177,-0.8560419929044177,-0.8560419929044177,-0.8621781335926465,-0.8621781335926465,-0.8621781335926465
2018-10-14,-0.6884805023253602,-0.6884805023253602,-0.6884805023253602,-0.7719493086280897,-0.7719493086280897,-0.7719493086280897,-0.7314362049393419,-0.7314362049393419,-0.7314362049393419,-0.7874162571564545,-0.7874162571564545,-0.7874162571564545
2018-10-21,-0.6456518608136562,-0.6456518608136562,-0.6456518608136562,-0.650029874160729,-0.650029874160729,-0.650029874160729,-0.6162824769010155,-0.6162824769010155,-0.6162824769010155,-0.650092420454797,-0.650092420454797,-0.650092420454797
2018-10-28,-0.44981698385712066,-0.44981698385712066,-0.44981698385712066,-0.4363948611138772,-0.4363948611138772,-0.4363948611138772,-0.4874348126131599,-0.4874348126131599,-0.4874348126131599,-0.5356289653480791,-0.5356289653480791,-0.5356289653480791
2018-11-04,-1.1533770454429955,-1.1533770454429955,-1.1533770454429955,-1.2722252761647428,-1.2722252761647428,-1.2722252761647428,-1.2388962411271696,-1.2388962411271696,-1.2388962411271696,-1.227806828998398,-1.227806828998398,-1.227806828998398
2018-11-11,-0.8468183485747736,-0.8468183485747736,-0.8468183485747736,-0.9685183349064149,-0.9685183349064149,-0.9685183349064149,-0.8531920825681737,-0.8531920825681737,-0.8531920825681737,-0.8314226327040183,-0.8314226327040183,-0.8314226327040183
2018-11-18,-0.9967019999598205,-0.9967019999598205,-0.9967019999598205,-1.0779171594117782,-1.0779171594117782,-1.0779171594117782,-0.9284850854034168,-0.9284850854034168,-0.9284850854034168,-1.0138433089049823,-1.0138433089049823,-1.0138433089049823
2018-11-25,-1.1799806955772436,-1.1799806955772436,-1.1799806955772436,-1.2779695907842266,-1.2779695907842266,-1.2779695907842266,-1.251357919608416,-1.251357919608416,-1.251357919608416,-1.147731646135323,-1.147731646135323,-1.147731646135323
2018-12-02,-0.4344957131660952,-0.4344957131660952,-0.4344957131660952,-0.33541978952143653,-0.33541978952143653,-0.33541978952143653,-0.305871935495315,-0.305871935495315,-0.305871935495315,-0.2189372317926385,-0.2189372317926385,-0.2189372317926385
2018-12-09,-0.39762181581174916,-0.39762181581174916,-0.39762181581174916,-0.33756792713077993,-0.33756792713077993,-0.33756792713077993,-0.3127761846697069,-0.3127761846697069,-0.3127761846697069,-0.26333633507120985,-0.26333633507120985,-0.26333633507120985
2018-12-16,0.3070374758980934,0.3070374758980934,0.3070374758980934,0.059136086332707546,0.059136086332707546,0.059136086332707546,0.0705912760996843,0.0705912760996843,0.0705912760996843,-0.06464519800897962,-0.06464519800897962,-0.06464519800897962
2018-12-23,2.5542077223288837,2.5542077223288837,2.5542077223288837,2.318981386589436,2.318981386589436,2.318981386589436,2.4610225347039507,2.4610225347039507,2.4610225347039507,2.473944918682381,2.473944918682381,2.473944918682381
2018-12-30,2.8081696537638603,2.8081696537638603,2.8081696537638603,2.728693859134433,2.728693859134433,2.728693859134433,2.7152391007909893,2.7152391007909893,2.7152391007909893,2.735258043984537,2.735258043984537,2.735258043984537
2019-01-06,2.0167619246718202,2.0167619246718202,2.0167619246718202,2.051058507624784,2.051058507624784,2.051058507624784,2.158850812568204,2.158850812568204,2.158850812568204,2.064052721560922,2.064052721560922,2.064052721560922
2019-01-13,1.3846773777617125,1.3846773777617125,1.3846773777617125,1.3330148548245655,1.3330148548245655,1.3330148548245655,1.3610873024990373,1.3610873024990373,1.3610873024990373,1.245563833905026,1.245563833905026,1.245563833905026
2019-01-20,1.4940895420294185,1.4940895420294185,1.4940895420294185,1.7246681434200972,1.7246681434200972,1.7246681434200972,1.6128139765467346,1.6128139765467346,1.6128139765467346,1.8357990120052816,1.8357990120052816,1.8357990120052816
2019-01-27,2.176730389462629,2.176730389462629,2.176730389462629,2.067738729081702,2.067738729081702,2.067738729081702,2.027640923186969,2.027640923186969,2.027640923186969,1.9447867413771098,1.9447867413771098,1.9447867413771098
2019-02-03,1.4095957122953973,1.4095957122953973,1.4095957122953973,1.4045173842785703,1.4045173842785703,1.4045173842785703,1.489494689973789,1.489494689973789,1.489494689973789,1.521919015764612,1.521919015764612,1.521919015764612
2019-02-10,1.0631356680036914,1.0631356680036914,1.0631356680036914,1.1574535888487076,1.1574535888487076,1.1574535888487076,1.0415952763647793,1.0415952763647793,1.0415952763647793,1.257710406445917,1.257710406445917,1.257710406445917
2019-02-17,1.3142734211524094,1.3142734211524094,1.3142734211524094,1.2937331203844555,1.2937331203844555,1.2937331203844555,1.4084221115984028,1.4084221115984028,1.4084221115984028,1.3047031699129243,1.3047031699129243,1.3047031699129243
2019-02-24,0.3562835370741505,0.3562835370741505,0.3562835370741505,0.3484569707795637,0.3484569707795637,0.3484569707795637,-0.05438475104217199,-0.05438475104217199,-0.05438475104217199,-0.16916938717199254,-0.16916938717199254,-0.16916938717199254
2019-03-03,0.01347407998665608,0.01347407998665608,0.01347407998665608,0.04801224777387378,0.04801224777387378,0.04801224777387378,0.08527581162092447,0.08527581162092447,0.08527581162092447,0.15306112428066274,0.15306112428066274,0.15306112428066274
2019-03-10,0.06379212384578857,0.06379212384578857,0.06379212384578857,0.021213803564714213,0.021213803564714213,0.021213803564714213,0.09043692093493158,0.09043692093493158,0.09043692093493158,-0.023968237432315295,-0.023968237432315295,-0.023968237432315295
2019-03-17,0.1786642382641347,0.1786642382641347,0.1786642382641347,0.1278148442787067,0.1278148442787067,0.1278148442787067,0.229662841581029,0.229662841581029,0.229662841581029,0.1667697202199766,0.1667697202199766,0.1667697202199766
2019-03-24,-0.37997617585899074,-0.37997617585899074,-0.37997617585899074,-0.4626078875957841,-0.4626078875957841,-0.4626078875957841,-0.39071797536415737,-0.39071797536415737,-0.39071797536415737,-0.49560496469379856,-0.49560496469379856,-0.49560496469379856
2019-03-31,-0.5029048790596055,-0.5029048790596055,-0.5029048790596055,-0.5763664765547961,-0.5763664765547961,-0.5763664765547961,-0.5250131518788986,-0.5250131518788986,-0.5250131518788986,-0.5937672458478344,-0.5937672458478344,-0.5937672458478344
2019-04-07,-0.8921989074619707,-0.8921989074619707,-0.8921989074619707,-0.8602208754095687,-0.8602208754095687,-0.8602208754095687,-0.8486235401499514,-0.8486235401499514,-0.8486235401499514,-0.9491895818839539,-0.9491895818839539,-0.9491895818839539
2019-04-14,-1.1871261666965052,-1.1871261666965052,-1.1871261666965052,-1.2173241374072532,-1.2173241374072532,-1.2173241374072532,-1.0501853345036853,-1.0501853345036853,-1.0501853345036853,-1.0752872636394815,-1.0752872636394815,-1.0752872636394815
2019-04-21,-1.1274173682543331,-1.1274173682543331,-1.1274173682543331,-1.1344999099606536,-1.1344999099606536,-1.1344999099606536,-1.0672605407049691,-1.0672605407049691,-1.0672605407049691,-1.013720163086367,-1.013720163086367,-1.013720163086367
2019-04-28,-1.74033596372628,-1.74033596372628,-1.74033596372628,-1.458580202862501,-1.458580202862501,-1.458580202862501,-1.5992693524617987,-1.5992693524617987,-1.5992693524617987,-1.3776585036606421,-1.3776585036606421,-1.3776585036606421
2019-05-05,-1.7427516033571815,-1.7427516033571815,-1.7427516033571815,-1.7618357377328855,-1.7618357377328855,-1.7618357377328855,-1.6606630953836743,-1.6606630953836743,-1.6606630953836743,-1.6665357702894332,-1.6665357702894332,-1.6665357702894332
2019-05-12,-2.0249186140453004,-2.0249186140453004,-2.0249186140453004,-2.109132930749433,-2.109132930749433,-2.109132930749433,-2.057547607270916,-2.057547607270916,-2.057547607270916,-2.0389887658643464,-2.0389887658643464,-2.0389887658643464
