Date,iShares Int High Yield Bond_Open_average,iShares Int High Yield Bond_Open_max,iShares Int High Yield Bond_Open_min,iShares Int High Yield Bond_High_average,iShares Int High Yield Bond_High_max,iShares Int High Yield Bond_High_min,iShares Int High Yield Bond_Low_average,iShares Int High Yield Bond_Low_max,iShares Int High Yield Bond_Low_min,iShares Int High Yield Bond_Close_average,iShares Int High Yield Bond_Close_max,iShares Int High Yield Bond_Close_min
2018-06-24,-1.381622933877776,-1.381622933877776,-1.381622933877776,-1.3271795822460175,-1.3271795822460175,-1.3271795822460175,-1.3816350835985984,-1.3816350835985984,-1.3816350835985984,-1.3044654464706653,-1.3044654464706653,-1.3044654464706653
2018-07-01,-0.4389222681075569,-0.4389222681075569,-0.4389222681075569,-0.49032888493796334,-0.49032888493796334,-0.49032888493796334,-0.46418340611869346,-0.46418340611869346,-0.46418340611869346,-0.5191473820355015,-0.5191473820355015,-0.5191473820355015
2018-07-08,-0.36821250307697534,-0.36821250307697534,-0.36821250307697534,-0.4275696096748447,-0.4275696096748447,-0.4275696096748447,-0.374372317772018,-0.374372317772018,-0.374372317772018,-0.41303769471162705,-0.41303769471162705,-0.41303769471162705
2018-07-15,-0.26044543092170386,-0.26044543092170386,-0.26044543092170386,-0.33001582855297035,-0.33001582855297035,-0.33001582855297035,-0.3101838339495231,-0.3101838339495231,-0.3101838339495231,-0.33506219815857996,-0.33506219815857996,-0.33506219815857996
2018-07-22,0.07198478143545543,0.07198478143545543,0.07198478143545543,0.06589201328505198,0.06589201328505198,0.06589201328505198,0.10989039130385674,0.10989039130385674,0.10989039130385674,0.009348086821946185,0.009348086821946185,0.009348086821946185
2018-07-29,-0.6941890986576097,-0.6941890986576097,-0.6941890986576097,-0.7406730838824194,-0.7406730838824194,-0.7406730838824194,-0.7201008148591103,-0.7201008148591103,-0.7201008148591103,-0.8777454035924082,-0.8777454035924082,-0.8777454035924082
2018-08-05,-1.7719574523807327,-1.7719574523807327,-1.7719574523807327,-1.9695745122132433,-1.9695745122132433,-1.9695745122132433,-1.9380254824137764,-1.9380254824137764,-1.9380254824137764,-2.1264442075733365,-2.1264442075733365,-2.1264442075733365
2018-08-12,-1.2974505423057887,-1.2974505423057887,-1.2974505423057887,-1.2468430420965297,-1.2468430420965297,-1.2468430420965297,-1.2417369854588198,-1.2417369854588198,-1.2417369854588198,-1.3006419660466406,-1.3006419660466406,-1.3006419660466406
2018-08-19,0.5039847497132107,0.5039847497132107,0.5039847497132107,0.900558535743176,0.900558535743176,0.900558535743176,0.6566742086425988,0.6566742086425988,0.6566742086425988,0.9210109440390284,0.9210109440390284,0.9210109440390284
2018-08-26,0.29890707113000337,0.29890707113000337,0.29890707113000337,0.18237095687851046,0.18237095687851046,0.18237095687851046,-0.05689502175296965,-0.05689502175296965,-0.05689502175296965,0.04086190307089452,0.04086190307089452,0.04086190307089452
2018-09-02,0.22917267688005233,0.22917267688005233,0.22917267688005233,0.17571703121573798,0.17571703121573798,0.17571703121573798,0.32824433303100886,0.32824433303100886,0.32824433303100886,0.333614234346953,0.333614234346953,0.333614234346953
2018-09-09,1.1592633331915827,1.1592633331915827,1.1592633331915827,1.249651110584639,1.249651110584639,1.249651110584639,1.2925098117648623,1.2925098117648623,1.2925098117648623,1.1999565191937123,1.1999565191937123,1.1999565191937123
2018-09-16,1.8631246556528105,1.8631246556528105,1.8631246556528105,1.8281463508488085,1.8281463508488085,1.8281463508488085,1.579951557302373,1.579951557302373,1.579951557302373,1.547498448132752,1.547498448132752,1.547498448132752
2018-09-23,0.3148377161133591,0.3148377161133591,0.3148377161133591,0.21942417171120596,0.21942417171120596,0.21942417171120596,0.0659969935466967,0.0659969935466967,0.0659969935466967,0.1591026171430759,0.1591026171430759,0.1591026171430759
2018-09-30,-0.9650183908919336,-0.9650183908919336,-0.9650183908919336,-1.0058422201739843,-1.0058422201739843,-1.0058422201739843,-0.8741910939478423,-0.8741910939478423,-0.8741910939478423,-0.8478875702344871,-0.8478875702344871,-0.8478875702344871
2018-10-07,-0.3387794557819814,-0.3387794557819814,-0.3387794557819814,-0.39262403533113666,-0.39262403533113666,-0.39262403533113666,-0.3031711567176519,-0.3031711567176519,-0.3031711567176519,-0.41884224864368097,-0.41884224864368097,-0.41884224864368097
2018-10-14,-1.3999703973748825,-1.3999703973748825,-1.3999703973748825,-1.3674295647412027,-1.3674295647412027,-1.3674295647412027,-1.3318680375534457,-1.3318680375534457,-1.3318680375534457,-1.3666894112673622,-1.3666894112673622,-1.3666894112673622
2018-10-21,-1.8743390542362373,-1.8743390542362373,-1.8743390542362373,-1.943313524713086,-1.943313524713086,-1.943313524713086,-1.9594484324354655,-1.9594484324354655,-1.9594484324354655,-1.9918265807986322,-1.9918265807986322,-1.9918265807986322
2018-10-28,-1.2541121758034421,-1.2541121758034421,-1.2541121758034421,-1.2658958796056519,-1.2658958796056519,-1.2658958796056519,-1.188441131764279,-1.188441131764279,-1.188441131764279,-1.2120940944452563,-1.2120940944452563,-1.2120940944452563
2018-11-04,-1.6400520392340934,-1.6400520392340934,-1.6400520392340934,-1.6824697610610564,-1.6824697610610564,-1.6824697610610564,-1.8189006187946843,-1.8189006187946843,-1.8189006187946843,-1.8519703643489012,-1.8519703643489012,-1.8519703643489012
2018-11-11,-1.732602575066387,-1.732602575066387,-1.732602575066387,-1.6294585863035587,-1.6294585863035587,-1.6294585863035587,-1.6699501825027236,-1.6699501825027236,-1.6699501825027236,-1.5878813531583216,-1.5878813531583216,-1.5878813531583216
2018-11-18,-1.5809777483122376,-1.5809777483122376,-1.5809777483122376,-1.588825550945308,-1.588825550945308,-1.588825550945308,-1.8710875743730164,-1.8710875743730164,-1.8710875743730164,-1.6533426807290268,-1.6533426807290268,-1.6533426807290268
2018-11-25,-1.284799198730938,-1.284799198730938,-1.284799198730938,-1.2830111196752856,-1.2830111196752856,-1.2830111196752856,-1.2143207579680968,-1.2143207579680968,-1.2143207579680968,-1.2939969889582703,-1.2939969889582703,-1.2939969889582703
2018-12-02,-1.3616532650413082,-1.3616532650413082,-1.3616532650413082,-1.3894304696640187,-1.3894304696640187,-1.3894304696640187,-1.4248276611963833,-1.4248276611963833,-1.4248276611963833,-1.4984104902641089,-1.4984104902641089,-1.4984104902641089
2018-12-09,-1.097418669517781,-1.097418669517781,-1.097418669517781,-1.0813558551095388,-1.0813558551095388,-1.0813558551095388,-0.9858919351984647,-0.9858919351984647,-0.9858919351984647,-1.039671771978278,-1.039671771978278,-1.039671771978278
2018-12-16,-2.1657530739838236,-2.1657530739838236,-2.1657530739838236,-2.2099078848411433,-2.2099078848411433,-2.2099078848411433,-2.1387551732239487,-2.1387551732239487,-2.1387551732239487,-2.204502979721539,-2.204502979721539,-2.204502979721539
2018-12-23,-1.6977017415056785,-1.6977017415056785,-1.6977017415056785,-1.6889549080053792,-1.6889549080053792,-1.6889549080053792,-1.5654797251853585,-1.5654797251853585,-1.5654797251853585,-1.59232952401153,-1.59232952401153,-1.59232952401153
2018-12-30,-1.396571301668461,-1.396571301668461,-1.396571301668461,-1.3833544790124528,-1.3833544790124528,-1.3833544790124528,-1.2990725794017077,-1.2990725794017077,-1.2990725794017077,-1.3271831924656208,-1.3271831924656208,-1.3271831924656208
2019-01-06,-0.9618125426291366,-0.9618125426291366,-0.9618125426291366,-0.9263058504002569,-0.9263058504002569,-0.9263058504002569,-0.8722776280755017,-0.8722776280755017,-0.8722776280755017,-0.9075921725126194,-0.9075921725126194,-0.9075921725126194
2019-01-13,-0.6989863909054097,-0.6989863909054097,-0.6989863909054097,-0.7467629015899392,-0.7467629015899392,-0.7467629015899392,-0.7620153915851858,-0.7620153915851858,-0.7620153915851858,-0.7862397871390961,-0.7862397871390961,-0.7862397871390961
2019-01-20,-0.4255082462210035,-0.4255082462210035,-0.4255082462210035,-0.3668466661296303,-0.3668466661296303,-0.3668466661296303,-0.3843403914620434,-0.3843403914620434,-0.3843403914620434,-0.3490133181839377,-0.3490133181839377,-0.3490133181839377
2019-01-27,-0.08471219961402104,-0.08471219961402104,-0.08471219961402104,-0.06659455464111266,-0.06659455464111266,-0.06659455464111266,0.05126668386386076,0.05126668386386076,0.05126668386386076,0.046204452706636964,0.046204452706636964,0.046204452706636964
2019-02-03,-0.6411760722614672,-0.6411760722614672,-0.6411760722614672,-0.7022451359168054,-0.7022451359168054,-0.7022451359168054,-0.5487592350857291,-0.5487592350857291,-0.5487592350857291,-0.6221553401074935,-0.6221553401074935,-0.6221553401074935
2019-02-10,-0.2342971968063096,-0.2342971968063096,-0.2342971968063096,-0.022358563163132023,-0.022358563163132023,-0.022358563163132023,-0.10047261467969316,-0.10047261467969316,-0.10047261467969316,0.03840776303295042,0.03840776303295042,0.03840776303295042
2019-02-17,1.0134682151695549,1.0134682151695549,1.0134682151695549,1.287911895309335,1.287911895309335,1.287911895309335,1.0763392548817934,1.0763392548817934,1.0763392548817934,1.1355592887569785,1.1355592887569785,1.1355592887569785
2019-02-24,1.5012632967779231,1.5012632967779231,1.5012632967779231,1.371068118911237,1.371068118911237,1.371068118911237,1.561043616297691,1.561043616297691,1.561043616297691,1.5274451239516083,1.5274451239516083,1.5274451239516083
2019-03-03,0.5930457475043769,0.5930457475043769,0.5930457475043769,0.5662951316463202,0.5662951316463202,0.5662951316463202,0.6342272768800603,0.6342272768800603,0.6342272768800603,0.660179819877891,0.660179819877891,0.660179819877891
2019-03-10,1.769408531568873,1.769408531568873,1.769408531568873,1.6490513441987216,1.6490513441987216,1.6490513441987216,1.73529306353808,1.73529306353808,1.73529306353808,1.673400389012231,1.673400389012231,1.673400389012231
2019-03-17,1.2329012907258905,1.2329012907258905,1.2329012907258905,1.1527420906482513,1.1527420906482513,1.1527420906482513,1.2560501232577819,1.2560501232577819,1.2560501232577819,1.1782268774157199,1.1782268774157199,1.1782268774157199
2019-03-24,1.1957144129035882,1.1957144129035882,1.1957144129035882,1.0349423008202037,1.0349423008202037,1.0349423008202037,1.19779789200776,1.19779789200776,1.19779789200776,1.0929250605538787,1.0929250605538787,1.0929250605538787
2019-03-31,1.2161356958873801,1.2161356958873801,1.2161356958873801,1.304241906905798,1.304241906905798,1.304241906905798,1.2354027853583625,1.2354027853583625,1.2354027853583625,1.333857747350198,1.333857747350198,1.333857747350198
2019-04-07,1.665412755368838,1.665412755368838,1.665412755368838,1.519145489345213,1.519145489345213,1.519145489345213,1.5809198095387578,1.5809198095387578,1.5809198095387578,1.5498292338357382,1.5498292338357382,1.5498292338357382
2019-04-14,1.3435813388926034,1.3435813388926034,1.3435813388926034,1.3291682258849595,1.3291682258849595,1.3291682258849595,1.382598737693914,1.382598737693914,1.382598737693914,1.3903252410117706,1.3903252410117706,1.3903252410117706
2019-04-21,0.5624212383704869,0.5624212383704869,0.5624212383704869,0.5946961648174875,0.5946961648174875,0.5946961648174875,0.5647610585398817,0.5647610585398817,0.5647610585398817,0.6075406632518401,0.6075406632518401,0.6075406632518401
2019-04-28,0.293650208348706,0.293650208348706,0.293650208348706,0.49030105702466353,0.49030105702466353,0.49030105702466353,0.3251134717383089,0.3251134717383089,0.3251134717383089,0.47321281643131424,0.47321281643131424,0.47321281643131424
2019-05-05,0.02470998118671076,0.02470998118671076,0.02470998118671076,-0.05228009486002295,-0.05228009486002295,-0.05228009486002295,-0.10231992838232003,-0.10231992838232003,-0.10231992838232003,-0.1942180077592376,-0.1942180077592376,-0.1942180077592376
2019-05-12,-0.8635884766997172,-0.8635884766997172,-0.8635884766997172,-1.021700252346595,-1.021700252346595,-1.021700252346595,-0.816903119720989,-0.816903119720989,-0.816903119720989,-1.033396414836852,-1.033396414836852,-1.033396414836852
2019-05-19,-0.6770711176254308,-0.6770711176254308,-0.6770711176254308,-0.863223215454529,-0.863223215454529,-0.863223215454529,-0.6364805271430048,-0.6364805271430048,-0.6364805271430048,-0.7593481013702833,-0.7593481013702833,-0.7593481013702833
2019-05-26,-1.4109712336397708,-1.4109712336397708,-1.4109712336397708,-1.1878317076878715,-1.1878317076878715,-1.1878317076878715,-1.4025737466365555,-1.4025737466365555,-1.4025737466365555,-1.0968084464279073,-1.0968084464279073,-1.0968084464279073
2019-06-02,1.1963569283693107,1.1963569283693107,1.1963569283693107,1.0195809381213983,1.0195809381213983,1.0195809381213983,1.0719802082704666,1.0719802082704666,1.0719802082704666,0.9872206078359512,0.9872206078359512,0.9872206078359512
2019-06-09,-0.02345195079090713,-0.02345195079090713,-0.02345195079090713,-0.15641511502685126,-0.15641511502685126,-0.15641511502685126,-0.16153940291302588,-0.16153940291302588,-0.16153940291302588,-0.25726265655372765,-0.25726265655372765,-0.25726265655372765
2019-06-16,2.4183924566578785,2.4183924566578785,2.4183924566578785,2.427881535987949,2.427881535987949,2.427881535987949,2.4266631594282506,2.4266631594282506,2.4266631594282506,2.4329253047387547,2.4329253047387547,2.4329253047387547
2019-06-23,1.91173478802966,1.91173478802966,1.91173478802966,1.9227505114011925,1.9227505114011925,1.9227505114011925,1.7156589599311525,1.7156589599311525,1.7156589599311525,1.636871745515643,1.636871745515643,1.636871745515643
2019-06-30,1.144979619349444,1.144979619349444,1.144979619349444,1.1262532534918153,1.1262532534918153,1.1262532534918153,1.1906538289727981,1.1906538289727981,1.1906538289727981,1.1286041214855171,1.1286041214855171,1.1286041214855171
2019-07-07,1.05626421629025,1.05626421629025,1.05626421629025,1.048920711299736,1.048920711299736,1.048920711299736,1.1352230449958962,1.1352230449958962,1.1352230449958962,1.1743637458867455,1.1743637458867455,1.1743637458867455
2019-07-14,0.7614783142983256,0.7614783142983256,0.7614783142983256,0.7717155286267415,0.7717155286267415,0.7717155286267415,0.8105484389302381,0.8105484389302381,0.8105484389302381,0.7494678963501836,0.7494678963501836,0.7494678963501836
2019-07-21,0.49912523370768047,0.49912523370768047,0.49912523370768047,0.4541412784918667,0.4541412784918667,0.4541412784918667,0.6061185440974469,0.6061185440974469,0.6061185440974469,0.5507823632950833,0.5507823632950833,0.5507823632950833
2019-07-28,-0.07057311083324588,-0.07057311083324588,-0.07057311083324588,0.03691708315317056,0.03691708315317056,0.03691708315317056,0.01900516970101151,0.01900516970101151,0.01900516970101151,0.03801114477491075,0.03801114477491075,0.03801114477491075
2019-08-04,0.28067457720893824,0.28067457720893824,0.28067457720893824,0.3152193700977052,0.3152193700977052,0.3152193700977052,0.24455280520460332,0.24455280520460332,0.24455280520460332,0.2559556619840228,0.2559556619840228,0.2559556619840228
2019-08-11,-0.5320168074100781,-0.5320168074100781,-0.5320168074100781,-0.5957062017488556,-0.5957062017488556,-0.5957062017488556,-0.7088950998203177,-0.7088950998203177,-0.7088950998203177,-0.781332867087147,-0.781332867087147,-0.781332867087147
2019-08-18,0.30475477889358904,0.30475477889358904,0.30475477889358904,0.3161388992467289,0.3161388992467289,0.3161388992467289,0.45408510493994264,0.45408510493994264,0.45408510493994264,0.44173930738322953,0.44173930738322953,0.44173930738322953
2019-08-25,-0.5405188526549104,-0.5405188526549104,-0.5405188526549104,-0.5223226381875051,-0.5223226381875051,-0.5223226381875051,-0.8196792336149008,-0.8196792336149008,-0.8196792336149008,-0.8637866471084145,-0.8637866471084145,-0.8637866471084145
2019-09-01,-0.1591360965273217,-0.1591360965273217,-0.1591360965273217,-0.160075044453652,-0.160075044453652,-0.160075044453652,-0.05292870123568466,-0.05292870123568466,-0.05292870123568466,-0.11400437423836036,-0.11400437423836036,-0.11400437423836036
2019-09-08,-0.7731137131859062,-0.7731137131859062,-0.7731137131859062,-0.692161435267442,-0.692161435267442,-0.692161435267442,-0.5521080126602557,-0.5521080126602557,-0.5521080126602557,-0.40919097291087103,-0.40919097291087103,-0.40919097291087103
2019-09-15,-1.0086341300354131,-1.0086341300354131,-1.0086341300354131,-1.1622831390336918,-1.1622831390336918,-1.1622831390336918,-0.9045565740294412,-0.9045565740294412,-0.9045565740294412,-0.9845922112899044,-0.9845922112899044,-0.9845922112899044
2019-09-22,-2.275516580581668,-2.275516580581668,-2.275516580581668,-2.319790530307027,-2.319790530307027,-2.319790530307027,-2.1502709797964643,-2.1502709797964643,-2.1502709797964643,-2.1347143974968015,-2.1347143974968015,-2.1347143974968015
2019-09-29,-1.8882751316705515,-1.8882751316705515,-1.8882751316705515,-1.8158702477466284,-1.8158702477466284,-1.8158702477466284,-1.8534975282896509,-1.8534975282896509,-1.8534975282896509,-1.8382577868938452,-1.8382577868938452,-1.8382577868938452
2019-10-06,-0.3851677677070288,-0.3851677677070288,-0.3851677677070288,-0.5186613785205805,-0.5186613785205805,-0.5186613785205805,-0.40405287372813986,-0.40405287372813986,-0.40405287372813986,-0.46936020294161057,-0.46936020294161057,-0.46936020294161057
2019-10-13,1.679015270444137,1.679015270444137,1.679015270444137,1.733173626287508,1.733173626287508,1.733173626287508,1.6837622240936962,1.6837622240936962,1.6837622240936962,1.7746695698594728,1.7746695698594728,1.7746695698594728
2019-10-20,0.8694213655339454,0.8694213655339454,0.8694213655339454,0.9394186277722046,0.9394186277722046,0.9394186277722046,0.9657230574720058,0.9657230574720058,0.9657230574720058,0.972313636492638,0.972313636492638,0.972313636492638
2019-10-27,1.6774100335706772,1.6774100335706772,1.6774100335706772,1.660485101693798,1.660485101693798,1.660485101693798,1.482304059189836,1.482304059189836,1.482304059189836,1.4066899676526876,1.4066899676526876,1.4066899676526876
2019-11-03,0.37883080533449726,0.37883080533449726,0.37883080533449726,0.38276997169685784,0.38276997169685784,0.38276997169685784,0.41700144332648215,0.41700144332648215,0.41700144332648215,0.46847622758265195,0.46847622758265195,0.46847622758265195
2019-11-10,0.7028367599700331,0.7028367599700331,0.7028367599700331,0.619172275665978,0.619172275665978,0.619172275665978,0.6581827363367411,0.6581827363367411,0.6581827363367411,0.6154109575558272,0.6154109575558272,0.6154109575558272
2019-11-17,0.03435594177827394,0.03435594177827394,0.03435594177827394,0.038692742481492265,0.038692742481492265,0.038692742481492265,0.1676477389994267,0.1676477389994267,0.1676477389994267,0.1979774632050929,0.1979774632050929,0.1979774632050929
2019-11-24,0.9028076999027668,0.9028076999027668,0.9028076999027668,1.2873908747118785,1.2873908747118785,1.2873908747118785,0.9955288211836846,0.9955288211836846,0.9955288211836846,1.3645703541650984,1.3645703541650984,1.3645703541650984
2019-12-01,1.4902266920590528,1.4902266920590528,1.4902266920590528,1.3669019014384813,1.3669019014384813,1.3669019014384813,1.3571783829379902,1.3571783829379902,1.3571783829379902,1.299795214839865,1.299795214839865,1.299795214839865
2019-12-08,2.081617715130544,2.081617715130544,2.081617715130544,2.0194997693750523,2.0194997693750523,2.0194997693750523,2.0750498061026224,2.0750498061026224,2.0750498061026224,1.9989742438974023,1.9989742438974023,1.9989742438974023
2019-12-15,0.5467475992366221,0.5467475992366221,0.5467475992366221,0.5543108041838274,0.5543108041838274,0.5543108041838274,0.6381018526173257,0.6381018526173257,0.6381018526173257,0.627278367214972,0.627278367214972,0.627278367214972
2019-12-22,1.2695508973631342,1.2695508973631342,1.2695508973631342,1.2174441966681218,1.2174441966681218,1.2174441966681218,1.2430179906360606,1.2430179906360606,1.2430179906360606,1.1481332701772526,1.1481332701772526,1.1481332701772526
2019-12-29,0.9115881060331386,0.9115881060331386,0.9115881060331386,0.9577681508357654,0.9577681508357654,0.9577681508357654,1.039148888902878,1.039148888902878,1.039148888902878,0.9445451662834367,0.9445451662834367,0.9445451662834367
