Date,iShares MSCI Chile CappedEtf_Open_average,iShares MSCI Chile CappedEtf_Open_max,iShares MSCI Chile CappedEtf_Open_min,iShares MSCI Chile CappedEtf_High_average,iShares MSCI Chile CappedEtf_High_max,iShares MSCI Chile CappedEtf_High_min,iShares MSCI Chile CappedEtf_Low_average,iShares MSCI Chile CappedEtf_Low_max,iShares MSCI Chile CappedEtf_Low_min,iShares MSCI Chile CappedEtf_Close_average,iShares MSCI Chile CappedEtf_Close_max,iShares MSCI Chile CappedEtf_Close_min
2018-05-27,-2.0291766321381006,-2.0291766321381006,-2.0291766321381006,-2.1774139818260445,-2.1774139818260445,-2.1774139818260445,-2.0850236056434763,-2.0850236056434763,-2.0850236056434763,-2.083722490390352,-2.083722490390352,-2.083722490390352
2018-06-03,-1.8829671590996913,-1.8829671590996913,-1.8829671590996913,-1.7794130149476277,-1.7794130149476277,-1.7794130149476277,-1.8352383908960017,-1.8352383908960017,-1.8352383908960017,-1.6722031257206607,-1.6722031257206607,-1.6722031257206607
2018-06-10,-1.724919670455293,-1.724919670455293,-1.724919670455293,-1.8432772355280875,-1.8432772355280875,-1.8432772355280875,-1.8276536409016118,-1.8276536409016118,-1.8276536409016118,-1.7539966785798946,-1.7539966785798946,-1.7539966785798946
2018-06-17,-2.260082857202379,-2.260082857202379,-2.260082857202379,-2.39897428065436,-2.39897428065436,-2.39897428065436,-2.341187365508153,-2.341187365508153,-2.341187365508153,-2.483958003755794,-2.483958003755794,-2.483958003755794
2018-06-24,-2.3702006228196684,-2.3702006228196684,-2.3702006228196684,-2.4640508696286703,-2.4640508696286703,-2.4640508696286703,-2.394868924196137,-2.394868924196137,-2.394868924196137,-2.3851099804566007,-2.3851099804566007,-2.3851099804566007
2018-07-01,-2.1220308778368198,-2.1220308778368198,-2.1220308778368198,-2.123243184762592,-2.123243184762592,-2.123243184762592,-2.0895104984984747,-2.0895104984984747,-2.0895104984984747,-2.079537751618286,-2.079537751618286,-2.079537751618286
2018-07-08,-1.7217636330288089,-1.7217636330288089,-1.7217636330288089,-1.685546048226762,-1.685546048226762,-1.685546048226762,-1.6900255651129688,-1.6900255651129688,-1.6900255651129688,-1.704458080952609,-1.704458080952609,-1.704458080952609
2018-07-15,-1.4299699219110658,-1.4299699219110658,-1.4299699219110658,-1.4361753060388398,-1.4361753060388398,-1.4361753060388398,-1.4742937526153006,-1.4742937526153006,-1.4742937526153006,-1.430455084506055,-1.430455084506055,-1.430455084506055
2018-07-22,-0.8978988105321529,-0.8978988105321529,-0.8978988105321529,-0.9386652000205848,-0.9386652000205848,-0.9386652000205848,-1.0607902739008002,-1.0607902739008002,-1.0607902739008002,-1.1022745381835009,-1.1022745381835009,-1.1022745381835009
2018-07-29,-1.007984635031498,-1.007984635031498,-1.007984635031498,-0.8917732022042961,-0.8917732022042961,-0.8917732022042961,-0.9056782410711834,-0.9056782410711834,-0.9056782410711834,-0.895358103181148,-0.895358103181148,-0.895358103181148
