Date,iShares iBonds Dec 2026 Term Corporate_etf_Open_average,iShares iBonds Dec 2026 Term Corporate_etf_Open_max,iShares iBonds Dec 2026 Term Corporate_etf_Open_min,iShares iBonds Dec 2026 Term Corporate_etf_High_average,iShares iBonds Dec 2026 Term Corporate_etf_High_max,iShares iBonds Dec 2026 Term Corporate_etf_High_min,iShares iBonds Dec 2026 Term Corporate_etf_Low_average,iShares iBonds Dec 2026 Term Corporate_etf_Low_max,iShares iBonds Dec 2026 Term Corporate_etf_Low_min,iShares iBonds Dec 2026 Term Corporate_etf_Close_average,iShares iBonds Dec 2026 Term Corporate_etf_Close_max,iShares iBonds Dec 2026 Term Corporate_etf_Close_min
2018-04-08,-0.6936464554564843,-0.6936464554564843,-0.6936464554564843,-0.5816595969762924,-0.5816595969762924,-0.5816595969762924,-0.6943603870219438,-0.6943603870219438,-0.6943603870219438,-0.8700042236608097,-0.8700042236608097,-0.8700042236608097
2018-04-15,-1.5954464359251923,-1.5954464359251923,-1.5954464359251923,-1.3925955773053598,-1.3925955773053598,-1.3925955773053598,-1.338965528032356,-1.338965528032356,-1.338965528032356,-1.3102304683047352,-1.3102304683047352,-1.3102304683047352
2018-04-22,-1.8018321239363562,-1.8018321239363562,-1.8018321239363562,-1.710658395476844,-1.710658395476844,-1.710658395476844,-1.8201430992721233,-1.8201430992721233,-1.8201430992721233,-1.6848615718436784,-1.6848615718436784,-1.6848615718436784
2018-04-29,-1.6025314212258748,-1.6025314212258748,-1.6025314212258748,-1.9161270844633578,-1.9161270844633578,-1.9161270844633578,-2.041372717645468,-2.041372717645468,-2.041372717645468,-2.039650254375296,-2.039650254375296,-2.039650254375296
2018-05-06,-1.283401681257307,-1.283401681257307,-1.283401681257307,-1.3331293193571787,-1.3331293193571787,-1.3331293193571787,-1.5755266190233963,-1.5755266190233963,-1.5755266190233963,-1.3050180874954025,-1.3050180874954025,-1.3050180874954025
2018-05-13,-1.8337078655311436,-1.8337078655311436,-1.8337078655311436,-1.794446695405563,-1.794446695405563,-1.794446695405563,-1.7114479407957603,-1.7114479407957603,-1.7114479407957603,-1.8125600075993178,-1.8125600075993178,-1.8125600075993178
2018-05-20,-0.24219914534445897,-0.24219914534445897,-0.24219914534445897,-0.4772779717727821,-0.4772779717727821,-0.4772779717727821,-0.39051356035437745,-0.39051356035437745,-0.39051356035437745,-0.39989753938161726,-0.39989753938161726,-0.39989753938161726
2018-05-27,-0.4269680645146199,-0.4269680645146199,-0.4269680645146199,-0.670198748148251,-0.670198748148251,-0.670198748148251,-0.6660819324412545,-0.6660819324412545,-0.6660819324412545,-1.061968309867146,-1.061968309867146,-1.061968309867146
2018-06-03,-0.7885963501807152,-0.7885963501807152,-0.7885963501807152,-0.7965142034231865,-0.7965142034231865,-0.7965142034231865,-0.7101045189316987,-0.7101045189316987,-0.7101045189316987,-0.749005325204345,-0.749005325204345,-0.749005325204345
2018-06-10,-0.3837176876346617,-0.3837176876346617,-0.3837176876346617,-0.4477310943561144,-0.4477310943561144,-0.4477310943561144,-0.3903715515322142,-0.3903715515322142,-0.3903715515322142,-0.6915217636018476,-0.6915217636018476,-0.6915217636018476
