Date,Vident International EquityEtf_Open_average,Vident International EquityEtf_Open_max,Vident International EquityEtf_Open_min,Vident International EquityEtf_High_average,Vident International EquityEtf_High_max,Vident International EquityEtf_High_min,Vident International EquityEtf_Low_average,Vident International EquityEtf_Low_max,Vident International EquityEtf_Low_min,Vident International EquityEtf_Close_average,Vident International EquityEtf_Close_max,Vident International EquityEtf_Close_min
2018-05-27,-1.2143705188120146,-1.2143705188120146,-1.2143705188120146,-1.2872487724015285,-1.2872487724015285,-1.2872487724015285,-1.0095861027157682,-1.0095861027157682,-1.0095861027157682,-1.2416663588185037,-1.2416663588185037,-1.2416663588185037
2018-06-03,-1.1802308478634123,-1.1802308478634123,-1.1802308478634123,-0.9391715831042191,-0.9391715831042191,-0.9391715831042191,-0.9335026185840981,-0.9335026185840981,-0.9335026185840981,-0.8820668546722953,-0.8820668546722953,-0.8820668546722953
2018-06-10,-1.8748099106204248,-1.8748099106204248,-1.8748099106204248,-1.9159525998638474,-1.9159525998638474,-1.9159525998638474,-1.7426608042269307,-1.7426608042269307,-1.7426608042269307,-2.022424389977808,-2.022424389977808,-2.022424389977808
2018-06-17,-2.7216334344659745,-2.7216334344659745,-2.7216334344659745,-2.7153353643577023,-2.7153353643577023,-2.7153353643577023,-2.5448950692664924,-2.5448950692664924,-2.5448950692664924,-2.7286010909192973,-2.7286010909192973,-2.7286010909192973
2018-06-24,-2.6463977276173765,-2.6463977276173765,-2.6463977276173765,-2.705380602307035,-2.705380602307035,-2.705380602307035,-2.632147853302741,-2.632147853302741,-2.632147853302741,-2.5841688762333157,-2.5841688762333157,-2.5841688762333157
2018-07-01,-2.369415418693366,-2.369415418693366,-2.369415418693366,-2.2168630874973214,-2.2168630874973214,-2.2168630874973214,-2.29341312599884,-2.29341312599884,-2.29341312599884,-2.2646377720409743,-2.2646377720409743,-2.2646377720409743
2018-07-08,-1.9723070665006173,-1.9723070665006173,-1.9723070665006173,-1.9522143282413766,-1.9522143282413766,-1.9522143282413766,-1.9532111603649678,-1.9532111603649678,-1.9532111603649678,-1.9092601218934493,-1.9092601218934493,-1.9092601218934493
2018-07-15,-1.4670199412387201,-1.4670199412387201,-1.4670199412387201,-1.5871250199701035,-1.5871250199701035,-1.5871250199701035,-1.4955207090276688,-1.4955207090276688,-1.4955207090276688,-1.5122100526518243,-1.5122100526518243,-1.5122100526518243
2018-07-22,-1.01387738047467,-1.01387738047467,-1.01387738047467,-1.046746486229158,-1.046746486229158,-1.046746486229158,-1.0465913135005,-1.0465913135005,-1.0465913135005,-1.0766131140717081,-1.0766131140717081,-1.0766131140717081
2018-07-29,-1.3400558802817024,-1.3400558802817024,-1.3400558802817024,-1.3032554197888493,-1.3032554197888493,-1.3032554197888493,-1.2834828824889197,-1.2834828824889197,-1.2834828824889197,-1.2215219194552946,-1.2215219194552946,-1.2215219194552946
