Date,WisdomTree International High DividendEtf_Open_average,WisdomTree International High DividendEtf_Open_max,WisdomTree International High DividendEtf_Open_min,WisdomTree International High DividendEtf_High_average,WisdomTree International High DividendEtf_High_max,WisdomTree International High DividendEtf_High_min,WisdomTree International High DividendEtf_Low_average,WisdomTree International High DividendEtf_Low_max,WisdomTree International High DividendEtf_Low_min,WisdomTree International High DividendEtf_Close_average,WisdomTree International High DividendEtf_Close_max,WisdomTree International High DividendEtf_Close_min
2018-05-27,-1.106741352204333,-1.106741352204333,-1.106741352204333,-1.140575364811402,-1.140575364811402,-1.140575364811402,-0.9703351421758646,-0.9703351421758646,-0.9703351421758646,-1.04764682137324,-1.04764682137324,-1.04764682137324
2018-06-03,-0.7202417126025437,-0.7202417126025437,-0.7202417126025437,-0.8176892855320052,-0.8176892855320052,-0.8176892855320052,-0.6124089123694632,-0.6124089123694632,-0.6124089123694632,-0.7765333388354799,-0.7765333388354799,-0.7765333388354799
2018-06-10,-1.1890217542748338,-1.1890217542748338,-1.1890217542748338,-1.32915495188362,-1.32915495188362,-1.32915495188362,-1.090082282799157,-1.090082282799157,-1.090082282799157,-1.2083331305591432,-1.2083331305591432,-1.2083331305591432
2018-06-17,-1.7637972880967803,-1.7637972880967803,-1.7637972880967803,-1.680471841071674,-1.680471841071674,-1.680471841071674,-1.2102905305104108,-1.2102905305104108,-1.2102905305104108,-1.5462268073991743,-1.5462268073991743,-1.5462268073991743
2018-06-24,-2.7310462435732714,-2.7310462435732714,-2.7310462435732714,-2.6549924025935976,-2.6549924025935976,-2.6549924025935976,-2.5849871414727605,-2.5849871414727605,-2.5849871414727605,-2.6139737590759813,-2.6139737590759813,-2.6139737590759813
2018-07-01,-1.8642987282708865,-1.8642987282708865,-1.8642987282708865,-1.7377131203012086,-1.7377131203012086,-1.7377131203012086,-1.6424394237925075,-1.6424394237925075,-1.6424394237925075,-1.565997584117931,-1.565997584117931,-1.565997584117931
2018-07-08,-1.7762828246827602,-1.7762828246827602,-1.7762828246827602,-1.7912194108149662,-1.7912194108149662,-1.7912194108149662,-1.6562995839485166,-1.6562995839485166,-1.6562995839485166,-1.6055764912463326,-1.6055764912463326,-1.6055764912463326
2018-07-15,-1.622130356283638,-1.622130356283638,-1.622130356283638,-1.476136513709174,-1.476136513709174,-1.476136513709174,-1.4815181413320146,-1.4815181413320146,-1.4815181413320146,-1.3461447208231931,-1.3461447208231931,-1.3461447208231931
2018-07-22,-0.7972375608848643,-0.7972375608848643,-0.7972375608848643,-0.8163112299484485,-0.8163112299484485,-0.8163112299484485,-0.7930520554786932,-0.7930520554786932,-0.7930520554786932,-0.8573440028796669,-0.8573440028796669,-0.8573440028796669
2018-07-29,-1.0938696529743437,-1.0938696529743437,-1.0938696529743437,-1.1355131264225387,-1.1355131264225387,-1.1355131264225387,-0.9743420898234804,-0.9743420898234804,-0.9743420898234804,-1.0044829017121306,-1.0044829017121306,-1.0044829017121306
