Date,GraniteShares Gold Trust_Open_average,GraniteShares Gold Trust_Open_max,GraniteShares Gold Trust_Open_min,GraniteShares Gold Trust_High_average,GraniteShares Gold Trust_High_max,GraniteShares Gold Trust_High_min,GraniteShares Gold Trust_Low_average,GraniteShares Gold Trust_Low_max,GraniteShares Gold Trust_Low_min,GraniteShares Gold Trust_Close_average,GraniteShares Gold Trust_Close_max,GraniteShares Gold Trust_Close_min
2018-04-08,1.0088099743730814,1.0088099743730814,1.0088099743730814,0.9818474440983712,0.9818474440983712,0.9818474440983712,1.0276742101768976,1.0276742101768976,1.0276742101768976,1.019049330730145,1.019049330730145,1.019049330730145
2018-04-15,-0.6412257040175953,-0.6412257040175953,-0.6412257040175953,-0.8966896979794693,-0.8966896979794693,-0.8966896979794693,-0.5688863861191856,-0.5688863861191856,-0.5688863861191856,-0.8625522941969629,-0.8625522941969629,-0.8625522941969629
2018-04-22,-1.220392043069823,-1.220392043069823,-1.220392043069823,-1.1138690026754299,-1.1138690026754299,-1.1138690026754299,-1.140322490633765,-1.140322490633765,-1.140322490633765,-1.087334188961099,-1.087334188961099,-1.087334188961099
2018-04-29,-1.0478242236280362,-1.0478242236280362,-1.0478242236280362,-1.328874524354096,-1.328874524354096,-1.328874524354096,-0.9854873555809699,-0.9854873555809699,-0.9854873555809699,-1.3051541803067828,-1.3051541803067828,-1.3051541803067828
2018-05-06,-0.6115117758546251,-0.6115117758546251,-0.6115117758546251,-0.8379648536730503,-0.8379648536730503,-0.8379648536730503,-0.5659602338000249,-0.5659602338000249,-0.5659602338000249,-0.8196459044377128,-0.8196459044377128,-0.8196459044377128
2018-05-13,-1.9988652787933847,-1.9988652787933847,-1.9988652787933847,-2.1251140519027945,-2.1251140519027945,-2.1251140519027945,-1.9364113625079376,-1.9364113625079376,-1.9364113625079376,-2.108663315950721,-2.108663315950721,-2.108663315950721
2018-05-20,-1.1122884045594728,-1.1122884045594728,-1.1122884045594728,-1.2757392148421225,-1.2757392148421225,-1.2757392148421225,-1.1185345437505387,-1.1185345437505387,-1.1185345437505387,-1.3091029719185403,-1.3091029719185403,-1.3091029719185403
2018-05-27,-1.308026160784831,-1.308026160784831,-1.308026160784831,-1.3786386449200256,-1.3786386449200256,-1.3786386449200256,-1.4121508219173011,-1.4121508219173011,-1.4121508219173011,-1.4748215214310214,-1.4748215214310214,-1.4748215214310214
2018-06-03,-0.983321984579693,-0.983321984579693,-0.983321984579693,-0.9810512220067175,-0.9810512220067175,-0.9810512220067175,-0.9459590086458837,-0.9459590086458837,-0.9459590086458837,-0.9432130686529214,-0.9432130686529214,-0.9432130686529214
2018-06-10,-1.6335587194829913,-1.6335587194829913,-1.6335587194829913,-1.5986537584644172,-1.5986537584644172,-1.5986537584644172,-1.6301429494226656,-1.6301429494226656,-1.6301429494226656,-1.5948799282005608,-1.5948799282005608,-1.5948799282005608
2018-06-17,-1.8142723109102006,-1.8142723109102006,-1.8142723109102006,-1.804377143504896,-1.804377143504896,-1.804377143504896,-1.7770060508110055,-1.7770060508110055,-1.7770060508110055,-1.819160758327055,-1.819160758327055,-1.819160758327055
2018-06-24,-1.9782141218396656,-1.9782141218396656,-1.9782141218396656,-2.0159193648380733,-2.0159193648380733,-2.0159193648380733,-2.0775709594829097,-2.0775709594829097,-2.0775709594829097,-2.0717285777534897,-2.0717285777534897,-2.0717285777534897
2018-07-01,-1.22470408266953,-1.22470408266953,-1.22470408266953,-1.2310959053754114,-1.2310959053754114,-1.2310959053754114,-1.2642621795522697,-1.2642621795522697,-1.2642621795522697,-1.292481800003122,-1.292481800003122,-1.292481800003122
2018-07-08,-1.7423175200784171,-1.7423175200784171,-1.7423175200784171,-1.7645493965341803,-1.7645493965341803,-1.7645493965341803,-1.7105837105041377,-1.7105837105041377,-1.7105837105041377,-1.6742234490139811,-1.6742234490139811,-1.6742234490139811
2018-07-15,-1.7828040345342553,-1.7828040345342553,-1.7828040345342553,-1.7872945888659622,-1.7872945888659622,-1.7872945888659622,-1.7887346175650334,-1.7887346175650334,-1.7887346175650334,-1.7818301172601314,-1.7818301172601314,-1.7818301172601314
2018-07-22,-1.59269089526517,-1.59269089526517,-1.59269089526517,-1.562418381965912,-1.562418381965912,-1.562418381965912,-1.5053996261547848,-1.5053996261547848,-1.5053996261547848,-1.5342167088124523,-1.5342167088124523,-1.5342167088124523
2018-07-29,-1.6547282237522263,-1.6547282237522263,-1.6547282237522263,-1.6346087452291915,-1.6346087452291915,-1.6346087452291915,-1.586633159055959,-1.586633159055959,-1.586633159055959,-1.6060510947576878,-1.6060510947576878,-1.6060510947576878
2018-08-05,-1.582183126259802,-1.582183126259802,-1.582183126259802,-1.6071083792451148,-1.6071083792451148,-1.6071083792451148,-1.7070818404083083,-1.7070818404083083,-1.7070818404083083,-1.6981429197439917,-1.6981429197439917,-1.6981429197439917
