Date,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Open_average,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Open_max,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Open_min,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_High_average,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_High_max,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_High_min,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Low_average,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Low_max,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Low_min,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Close_average,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Close_max,PowerShares PureBeta FTSE Developed ex-North AmeriEtf_Close_min
2018-05-27,-0.07426297028097904,-0.07426297028097904,-0.07426297028097904,-0.10414743876537831,-0.10414743876537831,-0.10414743876537831,-0.0329773403434846,-0.0329773403434846,-0.0329773403434846,-0.06658897933615245,-0.06658897933615245,-0.06658897933615245
2018-06-03,-0.061575381234594204,-0.061575381234594204,-0.061575381234594204,-0.09525476896665913,-0.09525476896665913,-0.09525476896665913,-0.02252504374573834,-0.02252504374573834,-0.02252504374573834,-0.057992935805344904,-0.057992935805344904,-0.057992935805344904
2018-06-10,-0.3760649983015278,-0.3760649983015278,-0.3760649983015278,-0.28538580115554785,-0.28538580115554785,-0.28538580115554785,-0.33137804809600124,-0.33137804809600124,-0.33137804809600124,-0.2382213275479208,-0.2382213275479208,-0.2382213275479208
2018-06-17,-1.8886499028120305,-1.8886499028120305,-1.8886499028120305,-1.7906518147764552,-1.7906518147764552,-1.7906518147764552,-1.907832648918803,-1.907832648918803,-1.907832648918803,-1.799233703850313,-1.799233703850313,-1.799233703850313
2018-06-24,-2.3608932802202833,-2.3608932802202833,-2.3608932802202833,-1.7739073684823423,-1.7739073684823423,-1.7739073684823423,-2.3924645698876015,-2.3924645698876015,-2.3924645698876015,-1.7817641662980512,-1.7817641662980512,-1.7817641662980512
2018-07-01,-1.3531918150899827,-1.3531918150899827,-1.3531918150899827,-1.6139610583011865,-1.6139610583011865,-1.6139610583011865,-1.3507517640638569,-1.3507517640638569,-1.3507517640638569,-1.6170194081234426,-1.6170194081234426,-1.6170194081234426
2018-07-08,-1.716455263677093,-1.716455263677093,-1.716455263677093,-1.9645249124008586,-1.9645249124008586,-1.9645249124008586,-1.7325582218384044,-1.7325582218384044,-1.7325582218384044,-1.991016238335228,-1.991016238335228,-1.991016238335228
2018-07-15,-1.5598615068658725,-1.5598615068658725,-1.5598615068658725,-1.721839737116928,-1.721839737116928,-1.721839737116928,-1.5702980276075345,-1.5702980276075345,-1.5702980276075345,-1.7387799303247384,-1.7387799303247384,-1.7387799303247384
2018-07-22,-1.3902195483782298,-1.3902195483782298,-1.3902195483782298,-1.5244024354054184,-1.5244024354054184,-1.5244024354054184,-1.4007893060141954,-1.4007893060141954,-1.4007893060141954,-1.5404440908282133,-1.5404440908282133,-1.5404440908282133
2018-07-29,-1.0349761530556005,-1.0349761530556005,-1.0349761530556005,-1.142109421164741,-1.142109421164741,-1.142109421164741,-1.0365638420931185,-1.0365638420931185,-1.0365638420931185,-1.1478162092761364,-1.1478162092761364,-1.1478162092761364
2018-08-05,-1.0369907085052943,-1.0369907085052943,-1.0369907085052943,-1.1444740664318305,-1.1444740664318305,-1.1444740664318305,-1.038657584868333,-1.038657584868333,-1.038657584868333,-1.1502885060899062,-1.1502885060899062,-1.1502885060899062
2018-08-12,-0.9452960208157118,-0.9452960208157118,-0.9452960208157118,-1.0403902185178888,-1.0403902185178888,-1.0403902185178888,-0.9454516984417639,-0.9454516984417639,-0.9454516984417639,-1.0441376770018764,-1.0441376770018764,-1.0441376770018764
2018-08-19,-1.6822874192053474,-1.6822874192053474,-1.6822874192053474,-1.784427354363615,-1.784427354363615,-1.784427354363615,-1.7107807105031347,-1.7107807105031347,-1.7107807105031347,-1.8168416458255146,-1.8168416458255146,-1.8168416458255146
2018-08-26,-0.9254589311397627,-0.9254589311397627,-0.9254589311397627,-0.9998064488038458,-0.9998064488038458,-0.9998064488038458,-0.9313357960130907,-0.9313357960130907,-0.9313357960130907,-1.0086088015317294,-1.0086088015317294,-1.0086088015317294
2018-09-02,-1.9050653056954576,-1.9050653056954576,-1.9050653056954576,-1.5854332553528865,-1.5854332553528865,-1.5854332553528865,-1.9614656921153177,-1.9614656921153177,-1.9614656921153177,-1.63055246791274,-1.63055246791274,-1.63055246791274
2018-09-09,-1.2729794163550643,-1.2729794163550643,-1.2729794163550643,-1.413486403391325,-1.413486403391325,-1.413486403391325,-1.3036804964063777,-1.3036804964063777,-1.3036804964063777,-1.4536173903510263,-1.4536173903510263,-1.4536173903510263
2018-09-16,-1.1498937630892752,-1.1498937630892752,-1.1498937630892752,-1.2709796979582495,-1.2709796979582495,-1.2709796979582495,-1.1790189469341108,-1.1790189469341108,-1.1790189469341108,-1.308080912695643,-1.308080912695643,-1.308080912695643
2018-09-23,-1.2180092434454255,-1.2180092434454255,-1.2180092434454255,-1.3285737831960398,-1.3285737831960398,-1.3285737831960398,-1.2563917441229748,-1.2563917441229748,-1.2563917441229748,-1.3742298757522267,-1.3742298757522267,-1.3742298757522267
2018-09-30,-1.146928411579263,-1.146928411579263,-1.146928411579263,-1.2504056411747844,-1.2504056411747844,-1.2504056411747844,-1.146928411579263,-1.146928411579263,-1.146928411579263,-1.2504056411747844,-1.2504056411747844,-1.2504056411747844
2018-10-07,-2.278126146338655,-2.278126146338655,-2.278126146338655,-2.3611637462365116,-2.3611637462365116,-2.3611637462365116,-2.299971016204485,-2.299971016204485,-2.299971016204485,-2.3824978275433617,-2.3824978275433617,-2.3824978275433617
2018-10-14,-1.9649193274465624,-1.9649193274465624,-1.9649193274465624,-2.0163559973530054,-2.0163559973530054,-2.0163559973530054,-1.9564104717946749,-1.9564104717946749,-1.9564104717946749,-2.0075590957680336,-2.0075590957680336,-2.0075590957680336
2018-10-21,-1.8152620071416476,-1.8152620071416476,-1.8152620071416476,-1.84240692250441,-1.84240692250441,-1.84240692250441,-1.8075143303642298,-1.8075143303642298,-1.8075143303642298,-1.8346608920021317,-1.8346608920021317,-1.8346608920021317
2018-10-28,-1.6772448971727392,-1.6772448971727392,-1.6772448971727392,-1.6979883093592554,-1.6979883093592554,-1.6979883093592554,-1.6701452585047178,-1.6701452585047178,-1.6701452585047178,-1.6909508269869542,-1.6909508269869542,-1.6909508269869542
2018-11-04,-1.488338356540371,-1.488338356540371,-1.488338356540371,-1.5067014481081975,-1.5067014481081975,-1.5067014481081975,-1.4825661977999804,-1.4825661977999804,-1.4825661977999804,-1.5009807762889567,-1.5009807762889567,-1.5009807762889567
2018-11-11,-1.327878404587891,-1.327878404587891,-1.327878404587891,-1.3534729811199453,-1.3534729811199453,-1.3534729811199453,-1.3231269914678148,-1.3231269914678148,-1.3231269914678148,-1.3485932357182517,-1.3485932357182517,-1.3485932357182517
