Date,FlexShares International Quality Dividend_Open_average,FlexShares International Quality Dividend_Open_max,FlexShares International Quality Dividend_Open_min,FlexShares International Quality Dividend_High_average,FlexShares International Quality Dividend_High_max,FlexShares International Quality Dividend_High_min,FlexShares International Quality Dividend_Low_average,FlexShares International Quality Dividend_Low_max,FlexShares International Quality Dividend_Low_min,FlexShares International Quality Dividend_Close_average,FlexShares International Quality Dividend_Close_max,FlexShares International Quality Dividend_Close_min
2018-04-08,-0.6670347637106187,-0.6670347637106187,-0.6670347637106187,-0.7590795929990745,-0.7590795929990745,-0.7590795929990745,-0.4759242400334773,-0.4759242400334773,-0.4759242400334773,-0.5420537359335573,-0.5420537359335573,-0.5420537359335573
2018-04-15,-0.44287682600696004,-0.44287682600696004,-0.44287682600696004,-0.5849697232163514,-0.5849697232163514,-0.5849697232163514,-0.28688746168367707,-0.28688746168367707,-0.28688746168367707,-0.427648031005825,-0.427648031005825,-0.427648031005825
2018-04-22,-0.5220031164888079,-0.5220031164888079,-0.5220031164888079,-0.6279421455014413,-0.6279421455014413,-0.6279421455014413,-0.35799469304769443,-0.35799469304769443,-0.35799469304769443,-0.6241378975008038,-0.6241378975008038,-0.6241378975008038
2018-04-29,-0.8089054409694463,-0.8089054409694463,-0.8089054409694463,-0.9439071877211787,-0.9439071877211787,-0.9439071877211787,-0.7064038306445365,-0.7064038306445365,-0.7064038306445365,-0.855170820729639,-0.855170820729639,-0.855170820729639
2018-05-06,0.03075948742632878,0.03075948742632878,0.03075948742632878,-0.13959527482318038,-0.13959527482318038,-0.13959527482318038,0.10982161154923568,0.10982161154923568,0.10982161154923568,-0.11528816749504334,-0.11528816749504334,-0.11528816749504334
2018-05-13,-0.8865651205137981,-0.8865651205137981,-0.8865651205137981,-0.8559779357294238,-0.8559779357294238,-0.8559779357294238,-0.41116140701422227,-0.41116140701422227,-0.41116140701422227,-0.5361399521249095,-0.5361399521249095,-0.5361399521249095
2018-05-20,-2.2772484806917146,-2.2772484806917146,-2.2772484806917146,-2.1689951598439365,-2.1689951598439365,-2.1689951598439365,-1.6796826881836664,-1.6796826881836664,-1.6796826881836664,-1.796407118572043,-1.796407118572043,-1.796407118572043
2018-05-27,-1.669798906053536,-1.669798906053536,-1.669798906053536,-1.7575771135142415,-1.7575771135142415,-1.7575771135142415,-1.410366676256953,-1.410366676256953,-1.410366676256953,-1.5266873760861304,-1.5266873760861304,-1.5266873760861304
2018-06-03,-1.6895044235206145,-1.6895044235206145,-1.6895044235206145,-1.6108373900082895,-1.6108373900082895,-1.6108373900082895,-1.2953326395966926,-1.2953326395966926,-1.2953326395966926,-1.4315758317125207,-1.4315758317125207,-1.4315758317125207
2018-06-10,-2.8208842058655255,-2.8208842058655255,-2.8208842058655255,-2.813120998857294,-2.813120998857294,-2.813120998857294,-2.783363478249619,-2.783363478249619,-2.783363478249619,-2.7587399085216053,-2.7587399085216053,-2.7587399085216053
