Date,Invesco S and P 500 Value with MomentumEtf_Open_average,Invesco S and P 500 Value with MomentumEtf_Open_max,Invesco S and P 500 Value with MomentumEtf_Open_min,Invesco S and P 500 Value with MomentumEtf_High_average,Invesco S and P 500 Value with MomentumEtf_High_max,Invesco S and P 500 Value with MomentumEtf_High_min,Invesco S and P 500 Value with MomentumEtf_Low_average,Invesco S and P 500 Value with MomentumEtf_Low_max,Invesco S and P 500 Value with MomentumEtf_Low_min,Invesco S and P 500 Value with MomentumEtf_Close_average,Invesco S and P 500 Value with MomentumEtf_Close_max,Invesco S and P 500 Value with MomentumEtf_Close_min
2018-05-27,-0.008859656433578942,-0.008859656433578942,-0.008859656433578942,-0.226113556552494,-0.226113556552494,-0.226113556552494,0.17000155345433937,0.17000155345433937,0.17000155345433937,0.028002434544606793,0.028002434544606793,0.028002434544606793
2018-06-03,0.4012045421553568,0.4012045421553568,0.4012045421553568,0.38223436293856017,0.38223436293856017,0.38223436293856017,0.6250980362934149,0.6250980362934149,0.6250980362934149,0.5932188409947862,0.5932188409947862,0.5932188409947862
2018-06-10,0.1643147560673253,0.1643147560673253,0.1643147560673253,0.347921040847226,0.347921040847226,0.347921040847226,0.28179798804672435,0.28179798804672435,0.28179798804672435,0.47533898899218663,0.47533898899218663,0.47533898899218663
2018-06-17,-0.466281125463919,-0.466281125463919,-0.466281125463919,-0.5764017773021395,-0.5764017773021395,-0.5764017773021395,-0.001967806727686705,-0.001967806727686705,-0.001967806727686705,-0.24093710347736425,-0.24093710347736425,-0.24093710347736425
2018-06-24,-1.0494685521477645,-1.0494685521477645,-1.0494685521477645,-0.8973985603790351,-0.8973985603790351,-0.8973985603790351,-0.552227526796753,-0.552227526796753,-0.552227526796753,-0.7773883169167087,-0.7773883169167087,-0.7773883169167087
2018-07-01,-0.569100961508863,-0.569100961508863,-0.569100961508863,-0.5555144660654641,-0.5555144660654641,-0.5555144660654641,-0.2923759540428869,-0.2923759540428869,-0.2923759540428869,-0.07971089404604191,-0.07971089404604191,-0.07971089404604191
2018-07-08,0.19981573301482908,0.19981573301482908,0.19981573301482908,-0.12516909059366882,-0.12516909059366882,-0.12516909059366882,0.42636603864576333,0.42636603864576333,0.42636603864576333,0.180925037465157,0.180925037465157,0.180925037465157
2018-07-15,-0.23207772916925254,-0.23207772916925254,-0.23207772916925254,-0.30633920567487377,-0.30633920567487377,-0.30633920567487377,0.1691719630367142,0.1691719630367142,0.1691719630367142,0.0912632983010143,0.0912632983010143,0.0912632983010143
2018-07-22,1.395373122899529,1.395373122899529,1.395373122899529,1.3813105914820567,1.3813105914820567,1.3813105914820567,1.2653237731814118,1.2653237731814118,1.2653237731814118,1.0990235823140828,1.0990235823140828,1.0990235823140828
2018-07-29,1.7316213277822738,1.7316213277822738,1.7316213277822738,2.00784883565657,2.00784883565657,2.00784883565657,1.6663020097657573,1.6663020097657573,1.6663020097657573,1.8085501774422652,1.8085501774422652,1.8085501774422652
