Date,iShares MSCI Emerging Markets Small-Cap_Open_average,iShares MSCI Emerging Markets Small-Cap_Open_max,iShares MSCI Emerging Markets Small-Cap_Open_min,iShares MSCI Emerging Markets Small-Cap_High_average,iShares MSCI Emerging Markets Small-Cap_High_max,iShares MSCI Emerging Markets Small-Cap_High_min,iShares MSCI Emerging Markets Small-Cap_Low_average,iShares MSCI Emerging Markets Small-Cap_Low_max,iShares MSCI Emerging Markets Small-Cap_Low_min,iShares MSCI Emerging Markets Small-Cap_Close_average,iShares MSCI Emerging Markets Small-Cap_Close_max,iShares MSCI Emerging Markets Small-Cap_Close_min
2018-04-08,-0.25664471944534245,-0.25664471944534245,-0.25664471944534245,-0.3411944212953548,-0.3411944212953548,-0.3411944212953548,-0.04429026417889982,-0.04429026417889982,-0.04429026417889982,-0.05009136471197998,-0.05009136471197998,-0.05009136471197998
2018-04-15,-0.6497038739978367,-0.6497038739978367,-0.6497038739978367,-0.7579782604650827,-0.7579782604650827,-0.7579782604650827,-0.447755123929721,-0.447755123929721,-0.447755123929721,-0.6225808589368707,-0.6225808589368707,-0.6225808589368707
2018-04-22,-0.4009519163128284,-0.4009519163128284,-0.4009519163128284,-0.751414889478827,-0.751414889478827,-0.751414889478827,-0.583042370431378,-0.583042370431378,-0.583042370431378,-0.9309738751005007,-0.9309738751005007,-0.9309738751005007
2018-04-29,-1.7998773891820432,-1.7998773891820432,-1.7998773891820432,-1.9044697252364855,-1.9044697252364855,-1.9044697252364855,-1.5357423832177965,-1.5357423832177965,-1.5357423832177965,-1.6126292753604643,-1.6126292753604643,-1.6126292753604643
2018-05-06,-1.2397182814852332,-1.2397182814852332,-1.2397182814852332,-1.2138422697580638,-1.2138422697580638,-1.2138422697580638,-1.0195142354613775,-1.0195142354613775,-1.0195142354613775,-1.1830850725657174,-1.1830850725657174,-1.1830850725657174
2018-05-13,-1.7051318597561844,-1.7051318597561844,-1.7051318597561844,-1.5468426235199937,-1.5468426235199937,-1.5468426235199937,-1.3404182109435294,-1.3404182109435294,-1.3404182109435294,-1.252132466833442,-1.252132466833442,-1.252132466833442
2018-05-20,-1.475944468520381,-1.475944468520381,-1.475944468520381,-1.4411998430335906,-1.4411998430335906,-1.4411998430335906,-1.162175883558996,-1.162175883558996,-1.162175883558996,-1.1043712513450394,-1.1043712513450394,-1.1043712513450394
2018-05-27,-0.3421914748298015,-0.3421914748298015,-0.3421914748298015,-0.3618463929040585,-0.3618463929040585,-0.3618463929040585,-0.40952644817432743,-0.40952644817432743,-0.40952644817432743,-0.4555962450163322,-0.4555962450163322,-0.4555962450163322
2018-06-03,-1.3103451357181384,-1.3103451357181384,-1.3103451357181384,-1.3574789244324004,-1.3574789244324004,-1.3574789244324004,-1.260744801212092,-1.260744801212092,-1.260744801212092,-1.42241009549487,-1.42241009549487,-1.42241009549487
2018-06-10,-2.440808591543819,-2.440808591543819,-2.440808591543819,-2.558484205049164,-2.558484205049164,-2.558484205049164,-2.856455169772472,-2.856455169772472,-2.856455169772472,-2.51733455427224,-2.51733455427224,-2.51733455427224
2018-06-17,-2.484899632987925,-2.484899632987925,-2.484899632987925,-2.504798462089723,-2.504798462089723,-2.504798462089723,-2.429600907895568,-2.429600907895568,-2.429600907895568,-2.572597786722487,-2.572597786722487,-2.572597786722487
2018-06-24,-2.3510941047391287,-2.3510941047391287,-2.3510941047391287,-2.264974560292058,-2.264974560292058,-2.264974560292058,-2.157326777006701,-2.157326777006701,-2.157326777006701,-2.2229028658525443,-2.2229028658525443,-2.2229028658525443
2018-07-01,-1.4956940914690693,-1.4956940914690693,-1.4956940914690693,-1.5475794683686641,-1.5475794683686641,-1.5475794683686641,-1.4596569743525318,-1.4596569743525318,-1.4596569743525318,-1.4959773142601134,-1.4959773142601134,-1.4959773142601134
2018-07-08,-1.2899962825075513,-1.2899962825075513,-1.2899962825075513,-1.352239186315921,-1.352239186315921,-1.352239186315921,-1.2785878842267397,-1.2785878842267397,-1.2785878842267397,-1.3987524972775565,-1.3987524972775565,-1.3987524972775565
2018-07-15,-1.2089280592600413,-1.2089280592600413,-1.2089280592600413,-1.2581636238558906,-1.2581636238558906,-1.2581636238558906,-1.2388809697398264,-1.2388809697398264,-1.2388809697398264,-1.33500138898057,-1.33500138898057,-1.33500138898057
2018-07-22,-0.6459480292941817,-0.6459480292941817,-0.6459480292941817,-0.643043437632166,-0.643043437632166,-0.643043437632166,-0.5544114351329058,-0.5544114351329058,-0.5544114351329058,-0.6483180473676965,-0.6483180473676965,-0.6483180473676965
2018-07-29,-0.6612429040627584,-0.6612429040627584,-0.6612429040627584,-0.6581365527763438,-0.6581365527763438,-0.6581365527763438,-0.613204093101157,-0.613204093101157,-0.613204093101157,-0.6341799851481333,-0.6341799851481333,-0.6341799851481333
2018-08-05,-1.159349558644157,-1.159349558644157,-1.159349558644157,-1.1952873339470973,-1.1952873339470973,-1.1952873339470973,-1.2454891086677589,-1.2454891086677589,-1.2454891086677589,-1.3414106790216491,-1.3414106790216491,-1.3414106790216491
2018-08-12,-1.1535087561793609,-1.1535087561793609,-1.1535087561793609,-1.1517677678762026,-1.1517677678762026,-1.1517677678762026,-1.0709036902422293,-1.0709036902422293,-1.0709036902422293,-1.0658912281489066,-1.0658912281489066,-1.0658912281489066
2018-08-19,-0.5898248754007639,-0.5898248754007639,-0.5898248754007639,-0.43787114138283034,-0.43787114138283034,-0.43787114138283034,-0.4398880180599284,-0.4398880180599284,-0.4398880180599284,-0.42408631983517764,-0.42408631983517764,-0.42408631983517764
2018-08-26,-0.7457188837027694,-0.7457188837027694,-0.7457188837027694,-0.6177252689262603,-0.6177252689262603,-0.6177252689262603,-0.6710584671284286,-0.6710584671284286,-0.6710584671284286,-0.5315336497687041,-0.5315336497687041,-0.5315336497687041
2018-09-02,-1.8505428119289151,-1.8505428119289151,-1.8505428119289151,-1.993834681196042,-1.993834681196042,-1.993834681196042,-2.1651434826635563,-2.1651434826635563,-2.1651434826635563,-2.1021006328083813,-2.1021006328083813,-2.1021006328083813
2018-09-09,-1.7063932656031426,-1.7063932656031426,-1.7063932656031426,-1.657837559437239,-1.657837559437239,-1.657837559437239,-1.4654304809689584,-1.4654304809689584,-1.4654304809689584,-1.552160716227621,-1.552160716227621,-1.552160716227621
2018-09-16,-1.2642741500974346,-1.2642741500974346,-1.2642741500974346,-1.2604586463699858,-1.2604586463699858,-1.2604586463699858,-1.1899019976353744,-1.1899019976353744,-1.1899019976353744,-1.1252179406069913,-1.1252179406069913,-1.1252179406069913
