Date,ETFS Physical Swiss Gold SharesEtf_Open_average,ETFS Physical Swiss Gold SharesEtf_Open_max,ETFS Physical Swiss Gold SharesEtf_Open_min,ETFS Physical Swiss Gold SharesEtf_High_average,ETFS Physical Swiss Gold SharesEtf_High_max,ETFS Physical Swiss Gold SharesEtf_High_min,ETFS Physical Swiss Gold SharesEtf_Low_average,ETFS Physical Swiss Gold SharesEtf_Low_max,ETFS Physical Swiss Gold SharesEtf_Low_min,ETFS Physical Swiss Gold SharesEtf_Close_average,ETFS Physical Swiss Gold SharesEtf_Close_max,ETFS Physical Swiss Gold SharesEtf_Close_min
2018-05-27,-1.8486576056211244,-1.8486576056211244,-1.8486576056211244,-1.7419039234375648,-1.7419039234375648,-1.7419039234375648,-1.789230587762448,-1.789230587762448,-1.789230587762448,-1.844221896397227,-1.844221896397227,-1.844221896397227
2018-06-03,-1.2997731770676921,-1.2997731770676921,-1.2997731770676921,-1.4850796846769074,-1.4850796846769074,-1.4850796846769074,-1.2850652195295735,-1.2850652195295735,-1.2850652195295735,-1.4247976637656417,-1.4247976637656417,-1.4247976637656417
2018-06-10,-1.6507066751125867,-1.6507066751125867,-1.6507066751125867,-1.7707156708806235,-1.7707156708806235,-1.7707156708806235,-2.2360292908679322,-2.2360292908679322,-2.2360292908679322,-1.929137762369043,-1.929137762369043,-1.929137762369043
2018-06-17,-2.2166018546944684,-2.2166018546944684,-2.2166018546944684,-2.263395673719001,-2.263395673719001,-2.263395673719001,-2.067404787802633,-2.067404787802633,-2.067404787802633,-2.1163755341691655,-2.1163755341691655,-2.1163755341691655
2018-06-24,-2.3995002355419133,-2.3995002355419133,-2.3995002355419133,-2.3754182137109985,-2.3754182137109985,-2.3754182137109985,-2.3363793006650924,-2.3363793006650924,-2.3363793006650924,-2.3465080980977886,-2.3465080980977886,-2.3465080980977886
2018-07-01,-1.868967063324661,-1.868967063324661,-1.868967063324661,-1.9651916593677856,-1.9651916593677856,-1.9651916593677856,-1.8383732641624257,-1.8383732641624257,-1.8383732641624257,-1.8731128381106805,-1.8731128381106805,-1.8731128381106805
2018-07-08,-2.048494682388205,-2.048494682388205,-2.048494682388205,-2.0606229876738458,-2.0606229876738458,-2.0606229876738458,-1.9764392621449267,-1.9764392621449267,-1.9764392621449267,-2.053143643922356,-2.053143643922356,-2.053143643922356
2018-07-15,-2.035494211329147,-2.035494211329147,-2.035494211329147,-1.9972081872148246,-1.9972081872148246,-1.9972081872148246,-1.986118234883844,-1.986118234883844,-1.986118234883844,-1.9500425789167737,-1.9500425789167737,-1.9500425789167737
2018-07-22,-1.8556643297679112,-1.8556643297679112,-1.8556643297679112,-1.8510036706474986,-1.8510036706474986,-1.8510036706474986,-1.8218103154388168,-1.8218103154388168,-1.8218103154388168,-1.9035105763988711,-1.9035105763988711,-1.9035105763988711
2018-07-29,-1.7944385576269635,-1.7944385576269635,-1.7944385576269635,-1.7529896127285949,-1.7529896127285949,-1.7529896127285949,-1.7714545780679494,-1.7714545780679494,-1.7714545780679494,-1.8302865030542994,-1.8302865030542994,-1.8302865030542994
2018-08-05,-1.6414761595713876,-1.6414761595713876,-1.6414761595713876,-1.627568084260036,-1.627568084260036,-1.627568084260036,-1.6413648970759465,-1.6413648970759465,-1.6413648970759465,-1.665964245022782,-1.665964245022782,-1.665964245022782
2018-08-12,-2.01713307216018,-2.01713307216018,-2.01713307216018,-1.9962034628706902,-1.9962034628706902,-1.9962034628706902,-2.022995587956148,-2.022995587956148,-2.022995587956148,-1.939267035420774,-1.939267035420774,-1.939267035420774
2018-08-19,-1.4957319465200467,-1.4957319465200467,-1.4957319465200467,-1.3467406006777616,-1.3467406006777616,-1.3467406006777616,-1.4627075147318631,-1.4627075147318631,-1.4627075147318631,-1.3541182723221585,-1.3541182723221585,-1.3541182723221585
2018-08-26,-1.2675591027891604,-1.2675591027891604,-1.2675591027891604,-1.3107800742945037,-1.3107800742945037,-1.3107800742945037,-1.2789872050480768,-1.2789872050480768,-1.2789872050480768,-1.3575861941524527,-1.3575861941524527,-1.3575861941524527
2018-09-02,-1.2620436746397754,-1.2620436746397754,-1.2620436746397754,-1.3022776228702513,-1.3022776228702513,-1.3022776228702513,-1.2751214772757442,-1.2751214772757442,-1.2751214772757442,-1.3049081739270794,-1.3049081739270794,-1.3049081739270794
2018-09-09,-1.0312100154310022,-1.0312100154310022,-1.0312100154310022,-1.1292804837770698,-1.1292804837770698,-1.1292804837770698,-1.1662761642436048,-1.1662761642436048,-1.1662761642436048,-1.2347150485976932,-1.2347150485976932,-1.2347150485976932
2018-09-16,-1.123776182253498,-1.123776182253498,-1.123776182253498,-1.0726956335801476,-1.0726956335801476,-1.0726956335801476,-1.106814046592581,-1.106814046592581,-1.106814046592581,-1.0246552515003053,-1.0246552515003053,-1.0246552515003053
