Date,iShares MSCI Global Metals & Mining ProducersEtf_Open_average,iShares MSCI Global Metals & Mining ProducersEtf_Open_max,iShares MSCI Global Metals & Mining ProducersEtf_Open_min,iShares MSCI Global Metals & Mining ProducersEtf_High_average,iShares MSCI Global Metals & Mining ProducersEtf_High_max,iShares MSCI Global Metals & Mining ProducersEtf_High_min,iShares MSCI Global Metals & Mining ProducersEtf_Low_average,iShares MSCI Global Metals & Mining ProducersEtf_Low_max,iShares MSCI Global Metals & Mining ProducersEtf_Low_min,iShares MSCI Global Metals & Mining ProducersEtf_Close_average,iShares MSCI Global Metals & Mining ProducersEtf_Close_max,iShares MSCI Global Metals & Mining ProducersEtf_Close_min
2018-05-27,-0.11306104344825231,-0.11306104344825231,-0.11306104344825231,-0.12866399216510274,-0.12866399216510274,-0.12866399216510274,0.11161675638030501,0.11161675638030501,0.11161675638030501,0.04283664415460122,0.04283664415460122,0.04283664415460122
2018-06-03,0.6038532827824347,0.6038532827824347,0.6038532827824347,0.5815468154365139,0.5815468154365139,0.5815468154365139,0.7580072982820693,0.7580072982820693,0.7580072982820693,0.7835312609376315,0.7835312609376315,0.7835312609376315
2018-06-10,-0.12179378593023932,-0.12179378593023932,-0.12179378593023932,-0.2227313371254642,-0.2227313371254642,-0.2227313371254642,-0.324386974264974,-0.324386974264974,-0.324386974264974,-0.3883645147215991,-0.3883645147215991,-0.3883645147215991
2018-06-17,-1.4891871277022726,-1.4891871277022726,-1.4891871277022726,-1.6632664418061325,-1.6632664418061325,-1.6632664418061325,-1.2539086133795458,-1.2539086133795458,-1.2539086133795458,-1.3477905407619173,-1.3477905407619173,-1.3477905407619173
2018-06-24,-1.8531653982905378,-1.8531653982905378,-1.8531653982905378,-1.851683707759694,-1.851683707759694,-1.851683707759694,-1.6539187689661337,-1.6539187689661337,-1.6539187689661337,-1.7373515785834732,-1.7373515785834732,-1.7373515785834732
2018-07-01,-2.0757884618787594,-2.0757884618787594,-2.0757884618787594,-1.9300797960131453,-1.9300797960131453,-1.9300797960131453,-1.9881760440754006,-1.9881760440754006,-1.9881760440754006,-1.7081805068846552,-1.7081805068846552,-1.7081805068846552
2018-07-08,-1.8179548629026843,-1.8179548629026843,-1.8179548629026843,-1.9835049076413083,-1.9835049076413083,-1.9835049076413083,-1.7607621321799778,-1.7607621321799778,-1.7607621321799778,-1.7920211271104551,-1.7920211271104551,-1.7920211271104551
2018-07-15,-1.852647780832634,-1.852647780832634,-1.852647780832634,-1.9732753935481122,-1.9732753935481122,-1.9732753935481122,-1.8614228445522285,-1.8614228445522285,-1.8614228445522285,-1.8244941015595177,-1.8244941015595177,-1.8244941015595177
2018-07-22,-0.5137159961025949,-0.5137159961025949,-0.5137159961025949,-0.6420531451875315,-0.6420531451875315,-0.6420531451875315,-0.5638397146980281,-0.5638397146980281,-0.5638397146980281,-0.6495023523331728,-0.6495023523331728,-0.6495023523331728
2018-07-29,-1.1787277777148881,-1.1787277777148881,-1.1787277777148881,-1.1336264657995374,-1.1336264657995374,-1.1336264657995374,-1.0668469446349949,-1.0668469446349949,-1.0668469446349949,-1.030112042519913,-1.030112042519913,-1.030112042519913
2018-08-05,-1.4036947922569494,-1.4036947922569494,-1.4036947922569494,-1.584164676499403,-1.584164676499403,-1.584164676499403,-1.4864973034693072,-1.4864973034693072,-1.4864973034693072,-1.5806157929059548,-1.5806157929059548,-1.5806157929059548
