Date,VanEck Vectors India Small-Cap_Open_average,VanEck Vectors India Small-Cap_Open_max,VanEck Vectors India Small-Cap_Open_min,VanEck Vectors India Small-Cap_High_average,VanEck Vectors India Small-Cap_High_max,VanEck Vectors India Small-Cap_High_min,VanEck Vectors India Small-Cap_Low_average,VanEck Vectors India Small-Cap_Low_max,VanEck Vectors India Small-Cap_Low_min,VanEck Vectors India Small-Cap_Close_average,VanEck Vectors India Small-Cap_Close_max,VanEck Vectors India Small-Cap_Close_min
2018-04-08,-0.4937558606630247,-0.4937558606630247,-0.4937558606630247,-0.5885148699949421,-0.5885148699949421,-0.5885148699949421,-0.400005104534219,-0.400005104534219,-0.400005104534219,-0.44073739943190116,-0.44073739943190116,-0.44073739943190116
2018-04-15,-0.41006926684116957,-0.41006926684116957,-0.41006926684116957,-0.40539186312736514,-0.40539186312736514,-0.40539186312736514,-0.4096058296878743,-0.4096058296878743,-0.4096058296878743,-0.43646783613418905,-0.43646783613418905,-0.43646783613418905
2018-04-22,-0.5721855091782965,-0.5721855091782965,-0.5721855091782965,-0.654575738091297,-0.654575738091297,-0.654575738091297,-0.383644134573301,-0.383644134573301,-0.383644134573301,-0.4460965476695708,-0.4460965476695708,-0.4460965476695708
2018-04-29,-1.3417838297610845,-1.3417838297610845,-1.3417838297610845,-1.260544383162752,-1.260544383162752,-1.260544383162752,-1.1745665448212999,-1.1745665448212999,-1.1745665448212999,-1.158902504907479,-1.158902504907479,-1.158902504907479
2018-05-06,-1.8088954024128694,-1.8088954024128694,-1.8088954024128694,-1.8228921487960028,-1.8228921487960028,-1.8228921487960028,-1.8149775940201471,-1.8149775940201471,-1.8149775940201471,-1.788367930829425,-1.788367930829425,-1.788367930829425
2018-05-13,-2.2660038535667177,-2.2660038535667177,-2.2660038535667177,-2.27881047744974,-2.27881047744974,-2.27881047744974,-2.300362635473206,-2.300362635473206,-2.300362635473206,-2.178080373552861,-2.178080373552861,-2.178080373552861
2018-05-20,-1.5201841798593863,-1.5201841798593863,-1.5201841798593863,-1.4559873961339538,-1.4559873961339538,-1.4559873961339538,-1.3776523700669558,-1.3776523700669558,-1.3776523700669558,-1.3741333516292555,-1.3741333516292555,-1.3741333516292555
2018-05-27,-1.471011624122844,-1.471011624122844,-1.471011624122844,-1.5767159908878663,-1.5767159908878663,-1.5767159908878663,-1.5750931527536314,-1.5750931527536314,-1.5750931527536314,-1.6779338195968485,-1.6779338195968485,-1.6779338195968485
2018-06-03,-1.217261010728346,-1.217261010728346,-1.217261010728346,-1.2453899921630667,-1.2453899921630667,-1.2453899921630667,-1.1099880580047106,-1.1099880580047106,-1.1099880580047106,-1.1459351515946739,-1.1459351515946739,-1.1459351515946739
2018-06-10,-1.3553644739588067,-1.3553644739588067,-1.3553644739588067,-1.3922349407936905,-1.3922349407936905,-1.3922349407936905,-1.3085901573963692,-1.3085901573963692,-1.3085901573963692,-1.309078269283918,-1.309078269283918,-1.309078269283918
