Date,iShares MSCI EM ESG Optimized_Open_average,iShares MSCI EM ESG Optimized_Open_max,iShares MSCI EM ESG Optimized_Open_min,iShares MSCI EM ESG Optimized_High_average,iShares MSCI EM ESG Optimized_High_max,iShares MSCI EM ESG Optimized_High_min,iShares MSCI EM ESG Optimized_Low_average,iShares MSCI EM ESG Optimized_Low_max,iShares MSCI EM ESG Optimized_Low_min,iShares MSCI EM ESG Optimized_Close_average,iShares MSCI EM ESG Optimized_Close_max,iShares MSCI EM ESG Optimized_Close_min
2018-04-08,-1.2068636385263052,-1.2068636385263052,-1.2068636385263052,-1.3809512655634613,-1.3809512655634613,-1.3809512655634613,-0.9256310084388221,-0.9256310084388221,-0.9256310084388221,-1.0350039382927942,-1.0350039382927942,-1.0350039382927942
2018-04-15,-1.2709534641708191,-1.2709534641708191,-1.2709534641708191,-1.4352567544661972,-1.4352567544661972,-1.4352567544661972,-1.1751918281009408,-1.1751918281009408,-1.1751918281009408,-1.3351704211722426,-1.3351704211722426,-1.3351704211722426
2018-04-22,-1.0673038911713337,-1.0673038911713337,-1.0673038911713337,-1.2345725272654662,-1.2345725272654662,-1.2345725272654662,-1.0925905553039406,-1.0925905553039406,-1.0925905553039406,-1.220472571031598,-1.220472571031598,-1.220472571031598
2018-04-29,-1.7094241771044822,-1.7094241771044822,-1.7094241771044822,-1.7169409475576234,-1.7169409475576234,-1.7169409475576234,-1.5343350046418107,-1.5343350046418107,-1.5343350046418107,-1.5684180492575355,-1.5684180492575355,-1.5684180492575355
2018-05-06,-0.7497317315847823,-0.7497317315847823,-0.7497317315847823,-0.7892283294029735,-0.7892283294029735,-0.7892283294029735,-0.6764814997084955,-0.6764814997084955,-0.6764814997084955,-0.7798180188065679,-0.7798180188065679,-0.7798180188065679
2018-05-13,-1.4938525237775162,-1.4938525237775162,-1.4938525237775162,-1.482190438825998,-1.482190438825998,-1.482190438825998,-1.3673257781500983,-1.3673257781500983,-1.3673257781500983,-1.3291369972999898,-1.3291369972999898,-1.3291369972999898
2018-05-20,-1.1475418616077047,-1.1475418616077047,-1.1475418616077047,-1.1402603557154962,-1.1402603557154962,-1.1402603557154962,-1.009553462235273,-1.009553462235273,-1.009553462235273,-1.0518327068003848,-1.0518327068003848,-1.0518327068003848
2018-05-27,-0.8051042426191356,-0.8051042426191356,-0.8051042426191356,-0.7654060043119898,-0.7654060043119898,-0.7654060043119898,-0.6182743951156344,-0.6182743951156344,-0.6182743951156344,-0.608579608995866,-0.608579608995866,-0.608579608995866
2018-06-03,-0.8906294571895574,-0.8906294571895574,-0.8906294571895574,-0.9327859790587801,-0.9327859790587801,-0.9327859790587801,-0.8709695492406356,-0.8709695492406356,-0.8709695492406356,-0.8760166324767993,-0.8760166324767993,-0.8760166324767993
2018-06-10,-2.176436052881183,-2.176436052881183,-2.176436052881183,-2.166958015560117,-2.166958015560117,-2.166958015560117,-2.4637869477346888,-2.4637869477346888,-2.4637869477346888,-2.167387433128717,-2.167387433128717,-2.167387433128717
