Date,iShares International Select Dividend_etf_Open_average,iShares International Select Dividend_etf_Open_max,iShares International Select Dividend_etf_Open_min,iShares International Select Dividend_etf_High_average,iShares International Select Dividend_etf_High_max,iShares International Select Dividend_etf_High_min,iShares International Select Dividend_etf_Low_average,iShares International Select Dividend_etf_Low_max,iShares International Select Dividend_etf_Low_min,iShares International Select Dividend_etf_Close_average,iShares International Select Dividend_etf_Close_max,iShares International Select Dividend_etf_Close_min
2018-04-08,0.08988123946400803,0.08988123946400803,0.08988123946400803,0.0016534817172159722,0.0016534817172159722,0.0016534817172159722,0.11044936966943247,0.11044936966943247,0.11044936966943247,0.014281655529465172,0.014281655529465172,0.014281655529465172
2018-04-15,0.2526378957503688,0.2526378957503688,0.2526378957503688,0.1903994707990323,0.1903994707990323,0.1903994707990323,0.3746373628896154,0.3746373628896154,0.3746373628896154,0.23714684046725257,0.23714684046725257,0.23714684046725257
2018-04-22,0.690124570586306,0.690124570586306,0.690124570586306,0.8048632754055368,0.8048632754055368,0.8048632754055368,0.8732416510633938,0.8732416510633938,0.8732416510633938,0.9940089841863539,0.9940089841863539,0.9940089841863539
2018-04-29,0.42863547441707606,0.42863547441707606,0.42863547441707606,0.8344982592147084,0.8344982592147084,0.8344982592147084,0.5840520346794105,0.5840520346794105,0.5840520346794105,0.8708543392630835,0.8708543392630835,0.8708543392630835
2018-05-06,1.3627209650352303,1.3627209650352303,1.3627209650352303,1.0454833758128557,1.0454833758128557,1.0454833758128557,1.2261165080101522,1.2261165080101522,1.2261165080101522,1.037433628217305,1.037433628217305,1.037433628217305
2018-05-13,0.5772085301141126,0.5772085301141126,0.5772085301141126,0.3743438659600649,0.3743438659600649,0.3743438659600649,0.6293618825765808,0.6293618825765808,0.6293618825765808,0.4025605005393062,0.4025605005393062,0.4025605005393062
2018-05-20,-0.294097066317618,-0.294097066317618,-0.294097066317618,-0.6007592836341301,-0.6007592836341301,-0.6007592836341301,-0.3364081028719005,-0.3364081028719005,-0.3364081028719005,-0.4157942454223233,-0.4157942454223233,-0.4157942454223233
2018-05-27,-0.9255690172286541,-0.9255690172286541,-0.9255690172286541,-1.0037143373780595,-1.0037143373780595,-1.0037143373780595,-0.8474393829681109,-0.8474393829681109,-0.8474393829681109,-0.7870830102055376,-0.7870830102055376,-0.7870830102055376
2018-06-03,-0.46242888530659265,-0.46242888530659265,-0.46242888530659265,-0.49338088042758244,-0.49338088042758244,-0.49338088042758244,-0.32941983717699913,-0.32941983717699913,-0.32941983717699913,-0.2898756158427266,-0.2898756158427266,-0.2898756158427266
2018-06-10,-0.8963374584524434,-0.8963374584524434,-0.8963374584524434,-0.9250845005186784,-0.9250845005186784,-0.9250845005186784,-0.7507827249804723,-0.7507827249804723,-0.7507827249804723,-0.7534494823995904,-0.7534494823995904,-0.7534494823995904
2018-06-17,-2.06390291667926,-2.06390291667926,-2.06390291667926,-2.0484496726287422,-2.0484496726287422,-2.0484496726287422,-1.9929156639557326,-1.9929156639557326,-1.9929156639557326,-1.96755494143115,-1.96755494143115,-1.96755494143115
2018-06-24,-2.1003663900955205,-2.1003663900955205,-2.1003663900955205,-2.0922061964213654,-2.0922061964213654,-2.0922061964213654,-2.0001059272619983,-2.0001059272619983,-2.0001059272619983,-2.048368369343619,-2.048368369343619,-2.048368369343619
2018-07-01,-1.118850948370522,-1.118850948370522,-1.118850948370522,-0.9754541107885256,-0.9754541107885256,-0.9754541107885256,-1.0359852442661832,-1.0359852442661832,-1.0359852442661832,-0.8867812241153407,-0.8867812241153407,-0.8867812241153407
