Date,iShares MSCI EAFE ESG Optimized_etf_Open_average,iShares MSCI EAFE ESG Optimized_etf_Open_max,iShares MSCI EAFE ESG Optimized_etf_Open_min,iShares MSCI EAFE ESG Optimized_etf_High_average,iShares MSCI EAFE ESG Optimized_etf_High_max,iShares MSCI EAFE ESG Optimized_etf_High_min,iShares MSCI EAFE ESG Optimized_etf_Low_average,iShares MSCI EAFE ESG Optimized_etf_Low_max,iShares MSCI EAFE ESG Optimized_etf_Low_min,iShares MSCI EAFE ESG Optimized_etf_Close_average,iShares MSCI EAFE ESG Optimized_etf_Close_max,iShares MSCI EAFE ESG Optimized_etf_Close_min
2018-04-08,0.03100722915525297,0.03100722915525297,0.03100722915525297,-0.08854593129978135,-0.08854593129978135,-0.08854593129978135,0.043425659421802064,0.043425659421802064,0.043425659421802064,-0.0475182867140079,-0.0475182867140079,-0.0475182867140079
2018-04-15,0.29610321148439195,0.29610321148439195,0.29610321148439195,0.20360037585861246,0.20360037585861246,0.20360037585861246,0.38810575571185074,0.38810575571185074,0.38810575571185074,0.28622893289482315,0.28622893289482315,0.28622893289482315
2018-04-22,0.48635995919865393,0.48635995919865393,0.48635995919865393,0.43162005868288195,0.43162005868288195,0.43162005868288195,0.6160362174737171,0.6160362174737171,0.6160362174737171,0.6087377656968639,0.6087377656968639,0.6087377656968639
2018-04-29,0.18355453062214225,0.18355453062214225,0.18355453062214225,0.6877671233363896,0.6877671233363896,0.6877671233363896,0.27444695648686657,0.27444695648686657,0.27444695648686657,0.6832867903765789,0.6832867903765789,0.6832867903765789
2018-05-06,1.5579891310769913,1.5579891310769913,1.5579891310769913,1.3376217957838494,1.3376217957838494,1.3376217957838494,1.4430733464552652,1.4430733464552652,1.4430733464552652,1.247407118120983,1.247407118120983,1.247407118120983
2018-05-13,1.0010713493464716,1.0010713493464716,1.0010713493464716,0.8811956418799789,0.8811956418799789,0.8811956418799789,0.989466869559497,0.989466869559497,0.989466869559497,0.7982158940298196,0.7982158940298196,0.7982158940298196
2018-05-20,-0.023000979211023575,-0.023000979211023575,-0.023000979211023575,-0.25279751023498037,-0.25279751023498037,-0.25279751023498037,-0.01044093789399838,-0.01044093789399838,-0.01044093789399838,-0.13802378586409325,-0.13802378586409325,-0.13802378586409325
2018-05-27,-0.5873489271676231,-0.5873489271676231,-0.5873489271676231,-0.7391698518954074,-0.7391698518954074,-0.7391698518954074,-0.46215409837901983,-0.46215409837901983,-0.46215409837901983,-0.46822911469377815,-0.46822911469377815,-0.46822911469377815
2018-06-03,-0.12048009608045149,-0.12048009608045149,-0.12048009608045149,-0.10657110035449992,-0.10657110035449992,-0.10657110035449992,0.0041200171685987,0.0041200171685987,0.0041200171685987,0.0314661272460477,0.0314661272460477,0.0314661272460477
2018-06-10,-0.5328656062449696,-0.5328656062449696,-0.5328656062449696,-0.57632176807751,-0.57632176807751,-0.57632176807751,-0.4180629231334786,-0.4180629231334786,-0.4180629231334786,-0.3140990695683105,-0.3140990695683105,-0.3140990695683105
2018-06-17,-2.262087398483664,-2.262087398483664,-2.262087398483664,-2.361118670329989,-2.361118670329989,-2.361118670329989,-2.2154880544920466,-2.2154880544920466,-2.2154880544920466,-2.3087269155763264,-2.3087269155763264,-2.3087269155763264
2018-06-24,-2.253308135761258,-2.253308135761258,-2.253308135761258,-2.215902186451519,-2.215902186451519,-2.215902186451519,-2.1355772975589944,-2.1355772975589944,-2.1355772975589944,-2.207266521446633,-2.207266521446633,-2.207266521446633
2018-07-01,-1.6870731328575763,-1.6870731328575763,-1.6870731328575763,-1.5388211372268528,-1.5388211372268528,-1.5388211372268528,-1.6651772531387845,-1.6651772531387845,-1.6651772531387845,-1.4692866639708415,-1.4692866639708415,-1.4692866639708415
2018-07-08,-1.2317915131859625,-1.2317915131859625,-1.2317915131859625,-1.2538743143878175,-1.2538743143878175,-1.2538743143878175,-1.1901366109401126,-1.1901366109401126,-1.1901366109401126,-1.1634617020799374,-1.1634617020799374,-1.1634617020799374
2018-07-15,-0.9704033406557999,-0.9704033406557999,-0.9704033406557999,-0.8921658516943547,-0.8921658516943547,-0.8921658516943547,-0.9005273310008052,-0.9005273310008052,-0.9005273310008052,-0.8497849636647267,-0.8497849636647267,-0.8497849636647267
2018-07-22,-0.05924903644845618,-0.05924903644845618,-0.05924903644845618,-0.13542538378205798,-0.13542538378205798,-0.13542538378205798,-0.14414925237495982,-0.14414925237495982,-0.14414925237495982,-0.2722022512972659,-0.2722022512972659,-0.2722022512972659
