Date,First Trust NASDAQ SmartphoneEtf_Open_average,First Trust NASDAQ SmartphoneEtf_Open_max,First Trust NASDAQ SmartphoneEtf_Open_min,First Trust NASDAQ SmartphoneEtf_High_average,First Trust NASDAQ SmartphoneEtf_High_max,First Trust NASDAQ SmartphoneEtf_High_min,First Trust NASDAQ SmartphoneEtf_Low_average,First Trust NASDAQ SmartphoneEtf_Low_max,First Trust NASDAQ SmartphoneEtf_Low_min,First Trust NASDAQ SmartphoneEtf_Close_average,First Trust NASDAQ SmartphoneEtf_Close_max,First Trust NASDAQ SmartphoneEtf_Close_min
2018-05-27,-1.0848000054249873,-1.0848000054249873,-1.0848000054249873,-1.116409094817398,-1.116409094817398,-1.116409094817398,-0.8465118026252572,-0.8465118026252572,-0.8465118026252572,-0.9784429708826088,-0.9784429708826088,-0.9784429708826088
2018-06-03,-0.4263126382712345,-0.4263126382712345,-0.4263126382712345,-0.5533251742272005,-0.5533251742272005,-0.5533251742272005,-0.3376211609277522,-0.3376211609277522,-0.3376211609277522,-0.4682534679080547,-0.4682534679080547,-0.4682534679080547
2018-06-10,-0.8227256210790799,-0.8227256210790799,-0.8227256210790799,-0.8608633076750297,-0.8608633076750297,-0.8608633076750297,-0.5950009044033671,-0.5950009044033671,-0.5950009044033671,-0.7318458024762773,-0.7318458024762773,-0.7318458024762773
2018-06-17,-1.4119403779581394,-1.4119403779581394,-1.4119403779581394,-1.5181146338797327,-1.5181146338797327,-1.5181146338797327,-1.3656744389268027,-1.3656744389268027,-1.3656744389268027,-1.5907260459402768,-1.5907260459402768,-1.5907260459402768
2018-06-24,-2.030577633106369,-2.030577633106369,-2.030577633106369,-1.9993025151977695,-1.9993025151977695,-1.9993025151977695,-1.9053336521660813,-1.9053336521660813,-1.9053336521660813,-1.877571523885418,-1.877571523885418,-1.877571523885418
2018-07-01,-1.8251009809734822,-1.8251009809734822,-1.8251009809734822,-1.7647751360471509,-1.7647751360471509,-1.7647751360471509,-1.733363445681761,-1.733363445681761,-1.733363445681761,-1.6746201416792983,-1.6746201416792983,-1.6746201416792983
2018-07-08,-1.1023713066459497,-1.1023713066459497,-1.1023713066459497,-1.1186195972942,-1.1186195972942,-1.1186195972942,-1.0115467356950572,-1.0115467356950572,-1.0115467356950572,-1.0380854896557326,-1.0380854896557326,-1.0380854896557326
2018-07-15,-0.7837867805475142,-0.7837867805475142,-0.7837867805475142,-0.783085948249712,-0.783085948249712,-0.783085948249712,-0.700210700809181,-0.700210700809181,-0.700210700809181,-0.719585176359495,-0.719585176359495,-0.719585176359495
2018-07-22,-0.6020356378663306,-0.6020356378663306,-0.6020356378663306,-0.6960298468809735,-0.6960298468809735,-0.6960298468809735,-0.8665765009690221,-0.8665765009690221,-0.8665765009690221,-0.9694003094825153,-0.9694003094825153,-0.9694003094825153
2018-07-29,-0.8072141243749597,-0.8072141243749597,-0.8072141243749597,-0.9283660670595589,-0.9283660670595589,-0.9283660670595589,-0.8077831109217424,-0.8077831109217424,-0.8077831109217424,-0.8916038630420381,-0.8916038630420381,-0.8916038630420381
