Date,VanEck Vectors Morningstar International Moat_etf_Open_average,VanEck Vectors Morningstar International Moat_etf_Open_max,VanEck Vectors Morningstar International Moat_etf_Open_min,VanEck Vectors Morningstar International Moat_etf_High_average,VanEck Vectors Morningstar International Moat_etf_High_max,VanEck Vectors Morningstar International Moat_etf_High_min,VanEck Vectors Morningstar International Moat_etf_Low_average,VanEck Vectors Morningstar International Moat_etf_Low_max,VanEck Vectors Morningstar International Moat_etf_Low_min,VanEck Vectors Morningstar International Moat_etf_Close_average,VanEck Vectors Morningstar International Moat_etf_Close_max,VanEck Vectors Morningstar International Moat_etf_Close_min
2018-04-08,-0.2505223612164031,-0.2505223612164031,-0.2505223612164031,-0.383792080821221,-0.383792080821221,-0.383792080821221,-0.08629583936296807,-0.08629583936296807,-0.08629583936296807,-0.2887567666826987,-0.2887567666826987,-0.2887567666826987
2018-04-15,0.17500424308775586,0.17500424308775586,0.17500424308775586,0.002804745355331661,0.002804745355331661,0.002804745355331661,0.13085829643017427,0.13085829643017427,0.13085829643017427,0.11178596907504983,0.11178596907504983,0.11178596907504983
2018-04-22,-0.196139527373403,-0.196139527373403,-0.196139527373403,-0.4233979966959943,-0.4233979966959943,-0.4233979966959943,-0.011029951467903672,-0.011029951467903672,-0.011029951467903672,-0.14253349845179233,-0.14253349845179233,-0.14253349845179233
2018-04-29,-1.087049152986803,-1.087049152986803,-1.087049152986803,-0.7081714424934324,-0.7081714424934324,-0.7081714424934324,-0.4995935949909757,-0.4995935949909757,-0.4995935949909757,-0.5126801493541487,-0.5126801493541487,-0.5126801493541487
2018-05-06,0.1774570442971888,0.1774570442971888,0.1774570442971888,0.18900981999522443,0.18900981999522443,0.18900981999522443,0.4359954389226427,0.4359954389226427,0.4359954389226427,0.23840801224403618,0.23840801224403618,0.23840801224403618
2018-05-13,-0.8691059045575006,-0.8691059045575006,-0.8691059045575006,-1.2341629996767989,-1.2341629996767989,-1.2341629996767989,-0.9404884313986149,-0.9404884313986149,-0.9404884313986149,-0.843570124899267,-0.843570124899267,-0.843570124899267
2018-05-20,-2.0015748242114433,-2.0015748242114433,-2.0015748242114433,-2.0584555554844597,-2.0584555554844597,-2.0584555554844597,-1.591121052474506,-1.591121052474506,-1.591121052474506,-1.6203713830227107,-1.6203713830227107,-1.6203713830227107
2018-05-27,-1.6074952222489045,-1.6074952222489045,-1.6074952222489045,-1.6759307916650972,-1.6759307916650972,-1.6759307916650972,-1.4913732577144343,-1.4913732577144343,-1.4913732577144343,-1.3390710736251683,-1.3390710736251683,-1.3390710736251683
2018-06-03,-1.168918338909258,-1.168918338909258,-1.168918338909258,-1.0052222326186777,-1.0052222326186777,-1.0052222326186777,-0.9554305223800398,-0.9554305223800398,-0.9554305223800398,-0.8736448896803777,-0.8736448896803777,-0.8736448896803777
2018-06-10,-1.1284289716417726,-1.1284289716417726,-1.1284289716417726,-1.162141719715595,-1.162141719715595,-1.162141719715595,-1.0496075360699084,-1.0496075360699084,-1.0496075360699084,-0.8488819060414111,-0.8488819060414111,-0.8488819060414111
2018-06-17,-1.7492095801015561,-1.7492095801015561,-1.7492095801015561,-1.9225831287782784,-1.9225831287782784,-1.9225831287782784,-1.880775893681481,-1.880775893681481,-1.880775893681481,-1.9991008549759088,-1.9991008549759088,-1.9991008549759088
2018-06-24,-1.976915649465879,-1.976915649465879,-1.976915649465879,-2.0885928592482386,-2.0885928592482386,-2.0885928592482386,-2.0609206035948633,-2.0609206035948633,-2.0609206035948633,-2.103474560498288,-2.103474560498288,-2.103474560498288
2018-07-01,-1.5254177069770536,-1.5254177069770536,-1.5254177069770536,-1.489867440472652,-1.489867440472652,-1.489867440472652,-1.4565569853034455,-1.4565569853034455,-1.4565569853034455,-1.4373415353941168,-1.4373415353941168,-1.4373415353941168
2018-07-08,-0.9382273087106756,-0.9382273087106756,-0.9382273087106756,-0.9578601154462816,-0.9578601154462816,-0.9578601154462816,-0.8631331376770361,-0.8631331376770361,-0.8631331376770361,-0.9911936962620178,-0.9911936962620178,-0.9911936962620178
2018-07-15,-0.7751050426548644,-0.7751050426548644,-0.7751050426548644,-0.6621504222334691,-0.6621504222334691,-0.6621504222334691,-0.6903491196637233,-0.6903491196637233,-0.6903491196637233,-0.6374745636520864,-0.6374745636520864,-0.6374745636520864
