Date,iShares Global High Yield Corporate BondEtf_Open_average,iShares Global High Yield Corporate BondEtf_Open_max,iShares Global High Yield Corporate BondEtf_Open_min,iShares Global High Yield Corporate BondEtf_High_average,iShares Global High Yield Corporate BondEtf_High_max,iShares Global High Yield Corporate BondEtf_High_min,iShares Global High Yield Corporate BondEtf_Low_average,iShares Global High Yield Corporate BondEtf_Low_max,iShares Global High Yield Corporate BondEtf_Low_min,iShares Global High Yield Corporate BondEtf_Close_average,iShares Global High Yield Corporate BondEtf_Close_max,iShares Global High Yield Corporate BondEtf_Close_min
2018-04-08,0.04855786279410345,0.04855786279410345,0.04855786279410345,0.23776323988066436,0.23776323988066436,0.23776323988066436,0.22441238590526374,0.22441238590526374,0.22441238590526374,-0.07198717995079994,-0.07198717995079994,-0.07198717995079994
2018-04-15,0.17116382940398678,0.17116382940398678,0.17116382940398678,-0.03146373959718157,-0.03146373959718157,-0.03146373959718157,0.17906533078697495,0.17906533078697495,0.17906533078697495,-0.13559011310374902,-0.13559011310374902,-0.13559011310374902
2018-04-22,-0.7285489347225556,-0.7285489347225556,-0.7285489347225556,-0.9147616832564772,-0.9147616832564772,-0.9147616832564772,-0.316213521778932,-0.316213521778932,-0.316213521778932,-0.7252800270184948,-0.7252800270184948,-0.7252800270184948
2018-04-29,-2.230027486187361,-2.230027486187361,-2.230027486187361,-2.22344149650537,-2.22344149650537,-2.22344149650537,-1.502147768399772,-1.502147768399772,-1.502147768399772,-1.8764275923909965,-1.8764275923909965,-1.8764275923909965
2018-05-06,-1.117358236463216,-1.117358236463216,-1.117358236463216,-1.3594246284376865,-1.3594246284376865,-1.3594246284376865,-1.2542115056242888,-1.2542115056242888,-1.2542115056242888,-1.5731621453163027,-1.5731621453163027,-1.5731621453163027
2018-05-13,-2.089173529723517,-2.089173529723517,-2.089173529723517,-2.004517429045847,-2.004517429045847,-2.004517429045847,-2.0844908371026545,-2.0844908371026545,-2.0844908371026545,-2.19851078614651,-2.19851078614651,-2.19851078614651
2018-05-20,-1.8817215830146496,-1.8817215830146496,-1.8817215830146496,-1.9067905374613499,-1.9067905374613499,-1.9067905374613499,-1.8665550936444082,-1.8665550936444082,-1.8665550936444082,-1.813032700983679,-1.813032700983679,-1.813032700983679
2018-05-27,-1.8853973046330696,-1.8853973046330696,-1.8853973046330696,-1.7659215909415495,-1.7659215909415495,-1.7659215909415495,-1.8293648890342564,-1.8293648890342564,-1.8293648890342564,-1.8352165596599308,-1.8352165596599308,-1.8352165596599308
2018-06-03,-1.1081405898300325,-1.1081405898300325,-1.1081405898300325,-1.0777361559946743,-1.0777361559946743,-1.0777361559946743,-0.9953009634165623,-0.9953009634165623,-0.9953009634165623,-1.0978958455706054,-1.0978958455706054,-1.0978958455706054
2018-06-10,-0.6854820344023178,-0.6854820344023178,-0.6854820344023178,-0.7747378391757872,-0.7747378391757872,-0.7747378391757872,-0.7472641607042795,-0.7472641607042795,-0.7472641607042795,-0.6072774537218214,-0.6072774537218214,-0.6072774537218214
2018-06-17,-0.5657449480662876,-0.5657449480662876,-0.5657449480662876,-0.6339286013190674,-0.6339286013190674,-0.6339286013190674,-0.6115437738395199,-0.6115437738395199,-0.6115437738395199,-0.5104481865213928,-0.5104481865213928,-0.5104481865213928
2018-06-24,-1.0237161357086868,-1.0237161357086868,-1.0237161357086868,-0.9417853970108637,-0.9417853970108637,-0.9417853970108637,-0.9645774308181119,-0.9645774308181119,-0.9645774308181119,-1.0619942134140514,-1.0619942134140514,-1.0619942134140514
2018-07-01,-0.9124129768025477,-0.9124129768025477,-0.9124129768025477,-0.9066978521613284,-0.9066978521613284,-0.9066978521613284,-1.1297488243182074,-1.1297488243182074,-1.1297488243182074,-0.8930646064830046,-0.8930646064830046,-0.8930646064830046
2018-07-08,-0.5236558388024423,-0.5236558388024423,-0.5236558388024423,-0.565102990935873,-0.565102990935873,-0.565102990935873,-0.3487109271800457,-0.3487109271800457,-0.3487109271800457,-0.3889901415807785,-0.3889901415807785,-0.3889901415807785
