Date,FlexShares Morningstar Emerging Markets Factors Ti_Open_average,FlexShares Morningstar Emerging Markets Factors Ti_Open_max,FlexShares Morningstar Emerging Markets Factors Ti_Open_min,FlexShares Morningstar Emerging Markets Factors Ti_High_average,FlexShares Morningstar Emerging Markets Factors Ti_High_max,FlexShares Morningstar Emerging Markets Factors Ti_High_min,FlexShares Morningstar Emerging Markets Factors Ti_Low_average,FlexShares Morningstar Emerging Markets Factors Ti_Low_max,FlexShares Morningstar Emerging Markets Factors Ti_Low_min,FlexShares Morningstar Emerging Markets Factors Ti_Close_average,FlexShares Morningstar Emerging Markets Factors Ti_Close_max,FlexShares Morningstar Emerging Markets Factors Ti_Close_min
2018-04-08,-0.9494055472759978,-0.9494055472759978,-0.9494055472759978,-1.063045878826881,-1.063045878826881,-1.063045878826881,-0.686407273814903,-0.686407273814903,-0.686407273814903,-0.8997438510620535,-0.8997438510620535,-0.8997438510620535
2018-04-15,-1.1168937417980742,-1.1168937417980742,-1.1168937417980742,-1.1544261746565119,-1.1544261746565119,-1.1544261746565119,-0.8513637316054695,-0.8513637316054695,-0.8513637316054695,-1.0869757705255905,-1.0869757705255905,-1.0869757705255905
2018-04-22,-0.6946605087364696,-0.6946605087364696,-0.6946605087364696,-0.9557790424553251,-0.9557790424553251,-0.9557790424553251,-0.6915504337944433,-0.6915504337944433,-0.6915504337944433,-0.988998145260184,-0.988998145260184,-0.988998145260184
2018-04-29,-1.591526761202765,-1.591526761202765,-1.591526761202765,-1.6523720456361464,-1.6523720456361464,-1.6523720456361464,-1.3912657686691414,-1.3912657686691414,-1.3912657686691414,-1.5456911247969878,-1.5456911247969878,-1.5456911247969878
2018-05-06,-0.39596033734741104,-0.39596033734741104,-0.39596033734741104,-0.6090585664570967,-0.6090585664570967,-0.6090585664570967,-0.5604078288639855,-0.5604078288639855,-0.5604078288639855,-0.7095778214057212,-0.7095778214057212,-0.7095778214057212
2018-05-13,-1.4411021381530493,-1.4411021381530493,-1.4411021381530493,-1.384164354029004,-1.384164354029004,-1.384164354029004,-1.1923655414057777,-1.1923655414057777,-1.1923655414057777,-1.251813918777272,-1.251813918777272,-1.251813918777272
2018-05-20,-1.455752756329721,-1.455752756329721,-1.455752756329721,-1.5651285452332813,-1.5651285452332813,-1.5651285452332813,-1.2674731340501315,-1.2674731340501315,-1.2674731340501315,-1.2991503990119972,-1.2991503990119972,-1.2991503990119972
2018-05-27,-0.9495637191939452,-0.9495637191939452,-0.9495637191939452,-0.9738735737213317,-0.9738735737213317,-0.9738735737213317,-0.745949244192442,-0.745949244192442,-0.745949244192442,-0.7895198547548086,-0.7895198547548086,-0.7895198547548086
2018-06-03,-1.156863218773426,-1.156863218773426,-1.156863218773426,-1.081509520154984,-1.081509520154984,-1.081509520154984,-1.341696197794666,-1.341696197794666,-1.341696197794666,-1.1699588234161609,-1.1699588234161609,-1.1699588234161609
2018-06-10,-2.6876334838846,-2.6876334838846,-2.6876334838846,-2.6894360025748467,-2.6894360025748467,-2.6894360025748467,-2.895980859900816,-2.895980859900816,-2.895980859900816,-2.7318257858445913,-2.7318257858445913,-2.7318257858445913
2018-06-17,-2.4376614734760635,-2.4376614734760635,-2.4376614734760635,-2.465252274861607,-2.465252274861607,-2.465252274861607,-2.571615163561448,-2.571615163561448,-2.571615163561448,-2.6111831136896724,-2.6111831136896724,-2.6111831136896724
2018-06-24,-2.1671701831440893,-2.1671701831440893,-2.1671701831440893,-2.1725192790469365,-2.1725192790469365,-2.1725192790469365,-2.159804240846682,-2.159804240846682,-2.159804240846682,-2.155823206245738,-2.155823206245738,-2.155823206245738
2018-07-01,-1.438123332906585,-1.438123332906585,-1.438123332906585,-1.405142212399791,-1.405142212399791,-1.405142212399791,-1.4022361920442883,-1.4022361920442883,-1.4022361920442883,-1.3694447463888204,-1.3694447463888204,-1.3694447463888204
2018-07-08,-1.3162935465059111,-1.3162935465059111,-1.3162935465059111,-1.3357881566062106,-1.3357881566062106,-1.3357881566062106,-1.3195882024914867,-1.3195882024914867,-1.3195882024914867,-1.3382536058741845,-1.3382536058741845,-1.3382536058741845
2018-07-15,-1.1386219115262433,-1.1386219115262433,-1.1386219115262433,-1.1553379432885633,-1.1553379432885633,-1.1553379432885633,-1.1393144873528176,-1.1393144873528176,-1.1393144873528176,-1.1927184866543799,-1.1927184866543799,-1.1927184866543799
2018-07-22,-0.5347011626281366,-0.5347011626281366,-0.5347011626281366,-0.4994720604481101,-0.4994720604481101,-0.4994720604481101,-0.47457515966869146,-0.47457515966869146,-0.47457515966869146,-0.5021835645259707,-0.5021835645259707,-0.5021835645259707
2018-07-29,-0.7763425387614694,-0.7763425387614694,-0.7763425387614694,-0.7084736868355005,-0.7084736868355005,-0.7084736868355005,-0.6867791152639107,-0.6867791152639107,-0.6867791152639107,-0.6835933051511321,-0.6835933051511321,-0.6835933051511321
2018-08-05,-1.0886323373089377,-1.0886323373089377,-1.0886323373089377,-1.0647804304797293,-1.0647804304797293,-1.0647804304797293,-1.192723086958852,-1.192723086958852,-1.192723086958852,-1.2070132363900679,-1.2070132363900679,-1.2070132363900679
2018-08-12,-1.110802035956321,-1.110802035956321,-1.110802035956321,-1.1238040177439512,-1.1238040177439512,-1.1238040177439512,-1.0745768756060112,-1.0745768756060112,-1.0745768756060112,-1.1080500849505077,-1.1080500849505077,-1.1080500849505077
