Date,AAM S&P EM Sector High Dividend_Open_average,AAM S&P EM Sector High Dividend_Open_max,AAM S&P EM Sector High Dividend_Open_min,AAM S&P EM Sector High Dividend_High_average,AAM S&P EM Sector High Dividend_High_max,AAM S&P EM Sector High Dividend_High_min,AAM S&P EM Sector High Dividend_Low_average,AAM S&P EM Sector High Dividend_Low_max,AAM S&P EM Sector High Dividend_Low_min,AAM S&P EM Sector High Dividend_Close_average,AAM S&P EM Sector High Dividend_Close_max,AAM S&P EM Sector High Dividend_Close_min
2018-04-08,-1.08749611203823,-1.08749611203823,-1.08749611203823,-1.092990107277992,-1.092990107277992,-1.092990107277992,-1.085532537888644,-1.085532537888644,-1.085532537888644,-1.0949434842731074,-1.0949434842731074,-1.0949434842731074
2018-04-15,-1.2046260676833052,-1.2046260676833052,-1.2046260676833052,-1.2009905897790276,-1.2009905897790276,-1.2009905897790276,-1.2035031594705985,-1.2035031594705985,-1.2035031594705985,-1.2039774365738394,-1.2039774365738394,-1.2039774365738394
2018-04-22,-1.9961324557763194,-1.9961324557763194,-1.9961324557763194,-1.9983986196482482,-1.9983986196482482,-1.9983986196482482,-2.1247550496772805,-2.1247550496772805,-2.1247550496772805,-2.1246492384828515,-2.1246492384828515,-2.1246492384828515
2018-04-29,-2.2095677187550966,-2.2095677187550966,-2.2095677187550966,-2.1639410678809257,-2.1639410678809257,-2.1639410678809257,-2.151270875457815,-2.151270875457815,-2.151270875457815,-2.114284435807226,-2.114284435807226,-2.114284435807226
2018-05-06,-1.5597499786232651,-1.5597499786232651,-1.5597499786232651,-1.5783656628093583,-1.5783656628093583,-1.5783656628093583,-1.5361177488060092,-1.5361177488060092,-1.5361177488060092,-1.5487983275536576,-1.5487983275536576,-1.5487983275536576
2018-05-13,-1.8466013579148188,-1.8466013579148188,-1.8466013579148188,-1.8536560348806874,-1.8536560348806874,-1.8536560348806874,-1.8154990226222913,-1.8154990226222913,-1.8154990226222913,-1.8172311324199069,-1.8172311324199069,-1.8172311324199069
2018-05-20,-1.4938246670132023,-1.4938246670132023,-1.4938246670132023,-1.497574441239288,-1.497574441239288,-1.497574441239288,-1.4714004379425205,-1.4714004379425205,-1.4714004379425205,-1.47094883716392,-1.47094883716392,-1.47094883716392
2018-05-27,-1.3715641295401246,-1.3715641295401246,-1.3715641295401246,-1.3729493342386097,-1.3729493342386097,-1.3729493342386097,-1.3549353208557733,-1.3549353208557733,-1.3549353208557733,-1.3529826878428801,-1.3529826878428801,-1.3529826878428801
2018-06-03,-0.9691761389190325,-0.9691761389190325,-0.9691761389190325,-0.9766458094540579,-0.9766458094540579,-0.9766458094540579,-0.9558172874486506,-0.9558172874486506,-0.9558172874486506,-0.9607381422732933,-0.9607381422732933,-0.9607381422732933
2018-06-10,-1.8605105310625984,-1.8605105310625984,-1.8605105310625984,-1.8433858919316417,-1.8433858919316417,-1.8433858919316417,-1.9452577754176028,-1.9452577754176028,-1.9452577754176028,-1.832430749606615,-1.832430749606615,-1.832430749606615
2018-06-17,-1.8320850496177583,-1.8320850496177583,-1.8320850496177583,-1.82442092821368,-1.82442092821368,-1.82442092821368,-1.874234714387125,-1.874234714387125,-1.874234714387125,-1.8197303057168335,-1.8197303057168335,-1.8197303057168335
2018-06-24,-1.7999414561434732,-1.7999414561434732,-1.7999414561434732,-1.8191807555170105,-1.8191807555170105,-1.8191807555170105,-1.73362064083997,-1.73362064083997,-1.73362064083997,-1.8193420381769445,-1.8193420381769445,-1.8193420381769445
2018-07-01,-1.2728086024484848,-1.2728086024484848,-1.2728086024484848,-1.286795975972569,-1.286795975972569,-1.286795975972569,-1.224003404158243,-1.224003404158243,-1.224003404158243,-1.2874805223179662,-1.2874805223179662,-1.2874805223179662
2018-07-08,-1.0257586998566885,-1.0257586998566885,-1.0257586998566885,-1.0376962507392096,-1.0376962507392096,-1.0376962507392096,-1.0416977989676635,-1.0416977989676635,-1.0416977989676635,-1.0984975629057183,-1.0984975629057183,-1.0984975629057183
2018-07-15,-0.8885157316819542,-0.8885157316819542,-0.8885157316819542,-0.8994739144089238,-0.8994739144089238,-0.8994739144089238,-0.9158789132872377,-0.9158789132872377,-0.9158789132872377,-0.9706682724948509,-0.9706682724948509,-0.9706682724948509
2018-07-22,0.11873664284392285,0.11873664284392285,0.11873664284392285,0.10738986653773686,0.10738986653773686,0.10738986653773686,0.11684913749837747,0.11684913749837747,0.11684913749837747,0.0827257518723097,0.0827257518723097,0.0827257518723097
2018-07-29,-0.5754945471604598,-0.5754945471604598,-0.5754945471604598,-0.5854093828192043,-0.5854093828192043,-0.5854093828192043,-0.5107664226825047,-0.5107664226825047,-0.5107664226825047,-0.5591452146488113,-0.5591452146488113,-0.5591452146488113
2018-08-05,-1.5302031595472156,-1.5302031595472156,-1.5302031595472156,-1.541861413065642,-1.541861413065642,-1.541861413065642,-1.485239430965683,-1.485239430965683,-1.485239430965683,-1.5449047831146931,-1.5449047831146931,-1.5449047831146931
2018-08-12,-1.542238860190757,-1.542238860190757,-1.542238860190757,-1.495834588590576,-1.495834588590576,-1.495834588590576,-1.4742369838156524,-1.4742369838156524,-1.4742369838156524,-1.463031395799848,-1.463031395799848,-1.463031395799848
2018-08-19,-0.5774750626507191,-0.5774750626507191,-0.5774750626507191,-0.5379101307188361,-0.5379101307188361,-0.5379101307188361,-0.5210371509521168,-0.5210371509521168,-0.5210371509521168,-0.5411854846667482,-0.5411854846667482,-0.5411854846667482
