Date,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_min
2018-05-27,0.8231953299883752,0.8231953299883752,0.8231953299883752,0.8369004806348962,0.8369004806348962,0.8369004806348962,0.9369040393530567,0.9369040393530567,0.9369040393530567,1.012512953868652,1.012512953868652,1.012512953868652
2018-06-03,0.5383669823212927,0.5383669823212927,0.5383669823212927,0.4792539534672998,0.4792539534672998,0.4792539534672998,-0.026504518940717814,-0.026504518940717814,-0.026504518940717814,-0.09586127290921992,-0.09586127290921992,-0.09586127290921992
2018-06-10,-1.3036262274065085,-1.3036262274065085,-1.3036262274065085,-1.0900165720319321,-1.0900165720319321,-1.0900165720319321,-1.5225496445065716,-1.5225496445065716,-1.5225496445065716,-1.5753723257996943,-1.5753723257996943,-1.5753723257996943
2018-06-17,-1.770124085860524,-1.770124085860524,-1.770124085860524,-1.914232408639479,-1.914232408639479,-1.914232408639479,-1.7605595270886942,-1.7605595270886942,-1.7605595270886942,-1.8086467032091935,-1.8086467032091935,-1.8086467032091935
2018-06-24,-1.6290976194272333,-1.6290976194272333,-1.6290976194272333,-1.76083387423877,-1.76083387423877,-1.76083387423877,-1.8150084801897421,-1.8150084801897421,-1.8150084801897421,-1.8572524819581528,-1.8572524819581528,-1.8572524819581528
2018-07-01,-1.9663843919402857,-1.9663843919402857,-1.9663843919402857,-2.067372563026358,-2.067372563026358,-2.067372563026358,-1.9365677123891696,-1.9365677123891696,-1.9365677123891696,-1.9589281033000787,-1.9589281033000787,-1.9589281033000787
2018-07-08,-2.37543795029867,-2.37543795029867,-2.37543795029867,-2.4436453440590906,-2.4436453440590906,-2.4436453440590906,-2.394083099108764,-2.394083099108764,-2.394083099108764,-2.3990814022565377,-2.3990814022565377,-2.3990814022565377
2018-07-15,-1.4792030046549274,-1.4792030046549274,-1.4792030046549274,-1.2784865437394919,-1.2784865437394919,-1.2784865437394919,-1.44409116554998,-1.44409116554998,-1.44409116554998,-1.1960398499704983,-1.1960398499704983,-1.1960398499704983
2018-07-22,-0.6439501041653326,-0.6439501041653326,-0.6439501041653326,-0.6684447178966566,-0.6684447178966566,-0.6684447178966566,-0.5785434267187973,-0.5785434267187973,-0.5785434267187973,-0.5779613967863277,-0.5779613967863277,-0.5779613967863277
2018-07-29,0.03886484217789702,0.03886484217789702,0.03886484217789702,-0.03632135539723436,-0.03632135539723436,-0.03632135539723436,0.13146911760259367,0.13146911760259367,0.13146911760259367,0.06866675812948288,0.06866675812948288,0.06866675812948288
2018-08-05,-0.6583101163308829,-0.6583101163308829,-0.6583101163308829,-0.7191155345853849,-0.7191155345853849,-0.7191155345853849,-0.6573308703058102,-0.6573308703058102,-0.6573308703058102,-0.7021255974367729,-0.7021255974367729,-0.7021255974367729
