Date,iShares MSCI Indonesia_etf_Open_average,iShares MSCI Indonesia_etf_Open_max,iShares MSCI Indonesia_etf_Open_min,iShares MSCI Indonesia_etf_High_average,iShares MSCI Indonesia_etf_High_max,iShares MSCI Indonesia_etf_High_min,iShares MSCI Indonesia_etf_Low_average,iShares MSCI Indonesia_etf_Low_max,iShares MSCI Indonesia_etf_Low_min,iShares MSCI Indonesia_etf_Close_average,iShares MSCI Indonesia_etf_Close_max,iShares MSCI Indonesia_etf_Close_min
2018-04-08,-0.6658043791774195,-0.6658043791774195,-0.6658043791774195,-0.7259204790377517,-0.7259204790377517,-0.7259204790377517,-0.6809697696695864,-0.6809697696695864,-0.6809697696695864,-0.7865145546798659,-0.7865145546798659,-0.7865145546798659
2018-04-15,-0.7672890250286966,-0.7672890250286966,-0.7672890250286966,-0.8814355479464736,-0.8814355479464736,-0.8814355479464736,-0.8014966405981109,-0.8014966405981109,-0.8014966405981109,-0.8272461333446962,-0.8272461333446962,-0.8272461333446962
2018-04-22,-1.7581920749686595,-1.7581920749686595,-1.7581920749686595,-1.8487385233875204,-1.8487385233875204,-1.8487385233875204,-1.7319555669458306,-1.7319555669458306,-1.7319555669458306,-1.6795611717572616,-1.6795611717572616,-1.6795611717572616
2018-04-29,-2.054823521562719,-2.054823521562719,-2.054823521562719,-1.9675022738504617,-1.9675022738504617,-1.9675022738504617,-1.9566009666455006,-1.9566009666455006,-1.9566009666455006,-1.8435139547592694,-1.8435139547592694,-1.8435139547592694
2018-05-06,-1.103785242029302,-1.103785242029302,-1.103785242029302,-1.1195539785942674,-1.1195539785942674,-1.1195539785942674,-1.0776031553596201,-1.0776031553596201,-1.0776031553596201,-1.142998902427078,-1.142998902427078,-1.142998902427078
2018-05-13,-1.8181310808547801,-1.8181310808547801,-1.8181310808547801,-1.8757231694478453,-1.8757231694478453,-1.8757231694478453,-1.8082196989939734,-1.8082196989939734,-1.8082196989939734,-1.8408560681844772,-1.8408560681844772,-1.8408560681844772
2018-05-20,-0.9543667422592295,-0.9543667422592295,-0.9543667422592295,-0.8909167023729737,-0.8909167023729737,-0.8909167023729737,-0.8055568233187398,-0.8055568233187398,-0.8055568233187398,-0.8222935014589143,-0.8222935014589143,-0.8222935014589143
2018-05-27,-0.42565144617540407,-0.42565144617540407,-0.42565144617540407,-0.406686593465288,-0.406686593465288,-0.406686593465288,-0.3332745178863212,-0.3332745178863212,-0.3332745178863212,-0.32720929729796144,-0.32720929729796144,-0.32720929729796144
2018-06-03,-0.6069235777881956,-0.6069235777881956,-0.6069235777881956,-0.49378292370864313,-0.49378292370864313,-0.49378292370864313,-0.5101121479305026,-0.5101121479305026,-0.5101121479305026,-0.37578829043872997,-0.37578829043872997,-0.37578829043872997
2018-06-10,-0.717577631434707,-0.717577631434707,-0.717577631434707,-0.5417344240813137,-0.5417344240813137,-0.5417344240813137,-0.7929359621739689,-0.7929359621739689,-0.7929359621739689,-0.8755913971195617,-0.8755913971195617,-0.8755913971195617
2018-06-17,-1.5893989523346062,-1.5893989523346062,-1.5893989523346062,-1.6184422854624552,-1.6184422854624552,-1.6184422854624552,-1.5674825752993404,-1.5674825752993404,-1.5674825752993404,-1.6586385253525564,-1.6586385253525564,-1.6586385253525564
2018-06-24,-1.6635963233043334,-1.6635963233043334,-1.6635963233043334,-1.682631809731004,-1.682631809731004,-1.682631809731004,-1.7185364420539644,-1.7185364420539644,-1.7185364420539644,-1.682611163879394,-1.682611163879394,-1.682611163879394
2018-07-01,-1.6303227698991982,-1.6303227698991982,-1.6303227698991982,-1.472367040637099,-1.472367040637099,-1.472367040637099,-1.6011416913498808,-1.6011416913498808,-1.6011416913498808,-1.4370992029649583,-1.4370992029649583,-1.4370992029649583
2018-07-08,-0.8033008005796054,-0.8033008005796054,-0.8033008005796054,-0.9198621950296664,-0.9198621950296664,-0.9198621950296664,-0.7386773531337655,-0.7386773531337655,-0.7386773531337655,-0.870409843195763,-0.870409843195763,-0.870409843195763
