Date,Vanguard Global ex-US Real EstateEtf_Open_average,Vanguard Global ex-US Real EstateEtf_Open_max,Vanguard Global ex-US Real EstateEtf_Open_min,Vanguard Global ex-US Real EstateEtf_High_average,Vanguard Global ex-US Real EstateEtf_High_max,Vanguard Global ex-US Real EstateEtf_High_min,Vanguard Global ex-US Real EstateEtf_Low_average,Vanguard Global ex-US Real EstateEtf_Low_max,Vanguard Global ex-US Real EstateEtf_Low_min,Vanguard Global ex-US Real EstateEtf_Close_average,Vanguard Global ex-US Real EstateEtf_Close_max,Vanguard Global ex-US Real EstateEtf_Close_min
2018-05-27,-0.3366119647851135,-0.3366119647851135,-0.3366119647851135,-0.49281002981325883,-0.49281002981325883,-0.49281002981325883,-0.2168462322092498,-0.2168462322092498,-0.2168462322092498,-0.3505393548993942,-0.3505393548993942,-0.3505393548993942
2018-06-03,0.24212836506165233,0.24212836506165233,0.24212836506165233,0.22478336417761816,0.22478336417761816,0.22478336417761816,0.3149644662356981,0.3149644662356981,0.3149644662356981,0.36382673327999115,0.36382673327999115,0.36382673327999115
2018-06-10,-0.34879166076484813,-0.34879166076484813,-0.34879166076484813,-0.31736559377279405,-0.31736559377279405,-0.31736559377279405,-0.08217297095235007,-0.08217297095235007,-0.08217297095235007,-0.1267462759559353,-0.1267462759559353,-0.1267462759559353
2018-06-17,-0.8424264166364911,-0.8424264166364911,-0.8424264166364911,-1.0835588808738503,-1.0835588808738503,-1.0835588808738503,-0.622360560481902,-0.622360560481902,-0.622360560481902,-1.0399132708068703,-1.0399132708068703,-1.0399132708068703
2018-06-24,-3.0376624232953975,-3.0376624232953975,-3.0376624232953975,-3.224227568154233,-3.224227568154233,-3.224227568154233,-2.858210305790087,-2.858210305790087,-2.858210305790087,-3.0183344337195064,-3.0183344337195064,-3.0183344337195064
2018-07-01,-2.2564386799149947,-2.2564386799149947,-2.2564386799149947,-2.2325327306888947,-2.2325327306888947,-2.2325327306888947,-2.201616746905002,-2.201616746905002,-2.201616746905002,-2.1547256289410672,-2.1547256289410672,-2.1547256289410672
2018-07-08,-1.9483519275459167,-1.9483519275459167,-1.9483519275459167,-2.0245969239773722,-2.0245969239773722,-2.0245969239773722,-1.8838723649851297,-1.8838723649851297,-1.8838723649851297,-1.9010418227430994,-1.9010418227430994,-1.9010418227430994
2018-07-15,-2.0172526140119715,-2.0172526140119715,-2.0172526140119715,-1.9583597163344004,-1.9583597163344004,-1.9583597163344004,-1.9842263237556568,-1.9842263237556568,-1.9842263237556568,-1.8874237193188503,-1.8874237193188503,-1.8874237193188503
2018-07-22,-0.9851568953875967,-0.9851568953875967,-0.9851568953875967,-1.0556555959923926,-1.0556555959923926,-1.0556555959923926,-1.0370180258974764,-1.0370180258974764,-1.0370180258974764,-1.1726765419119218,-1.1726765419119218,-1.1726765419119218
2018-07-29,-1.6510647967098897,-1.6510647967098897,-1.6510647967098897,-1.5946367964847648,-1.5946367964847648,-1.5946367964847648,-1.6127791235142224,-1.6127791235142224,-1.6127791235142224,-1.5054341959273758,-1.5054341959273758,-1.5054341959273758
