Date,iShares MSCI China AEtf_Open_average,iShares MSCI China AEtf_Open_max,iShares MSCI China AEtf_Open_min,iShares MSCI China AEtf_High_average,iShares MSCI China AEtf_High_max,iShares MSCI China AEtf_High_min,iShares MSCI China AEtf_Low_average,iShares MSCI China AEtf_Low_max,iShares MSCI China AEtf_Low_min,iShares MSCI China AEtf_Close_average,iShares MSCI China AEtf_Close_max,iShares MSCI China AEtf_Close_min
2018-05-27,-0.9943602341195096,-0.9943602341195096,-0.9943602341195096,-0.948249081657433,-0.948249081657433,-0.948249081657433,-0.8551869479574121,-0.8551869479574121,-0.8551869479574121,-0.9016034447613739,-0.9016034447613739,-0.9016034447613739
2018-06-03,-0.893165674953188,-0.893165674953188,-0.893165674953188,-0.9131792819967345,-0.9131792819967345,-0.9131792819967345,-0.7958543247399396,-0.7958543247399396,-0.7958543247399396,-0.8602946457845444,-0.8602946457845444,-0.8602946457845444
2018-06-10,-1.0427858357251278,-1.0427858357251278,-1.0427858357251278,-1.0838325614156215,-1.0838325614156215,-1.0838325614156215,-1.1164105935814677,-1.1164105935814677,-1.1164105935814677,-1.1838589383359879,-1.1838589383359879,-1.1838589383359879
2018-06-17,-2.2481167552648267,-2.2481167552648267,-2.2481167552648267,-2.2151505459695686,-2.2151505459695686,-2.2151505459695686,-2.154272064741803,-2.154272064741803,-2.154272064741803,-2.2891711294362658,-2.2891711294362658,-2.2891711294362658
2018-06-24,-2.5727449635333905,-2.5727449635333905,-2.5727449635333905,-2.550547515750558,-2.550547515750558,-2.550547515750558,-2.6332204550252114,-2.6332204550252114,-2.6332204550252114,-2.597564984121156,-2.597564984121156,-2.597564984121156
2018-07-01,-2.6819384021151818,-2.6819384021151818,-2.6819384021151818,-2.573510791059297,-2.573510791059297,-2.573510791059297,-2.7205510655894978,-2.7205510655894978,-2.7205510655894978,-2.629534985667853,-2.629534985667853,-2.629534985667853
2018-07-08,-1.9331956674634154,-1.9331956674634154,-1.9331956674634154,-1.8776339851544825,-1.8776339851544825,-1.8776339851544825,-1.9105296463300923,-1.9105296463300923,-1.9105296463300923,-1.8617142524604455,-1.8617142524604455,-1.8617142524604455
2018-07-15,-1.799782889411909,-1.799782889411909,-1.799782889411909,-1.719159615552096,-1.719159615552096,-1.719159615552096,-1.8097496268887818,-1.8097496268887818,-1.8097496268887818,-1.6934803119987332,-1.6934803119987332,-1.6934803119987332
2018-07-22,-1.4126737274222199,-1.4126737274222199,-1.4126737274222199,-1.4883989790477727,-1.4883989790477727,-1.4883989790477727,-1.4482780606592653,-1.4482780606592653,-1.4482780606592653,-1.5036424921098708,-1.5036424921098708,-1.5036424921098708
2018-07-29,-1.8675119227150094,-1.8675119227150094,-1.8675119227150094,-1.9208330255165975,-1.9208330255165975,-1.9208330255165975,-1.878511330913684,-1.878511330913684,-1.878511330913684,-1.9260066564779492,-1.9260066564779492,-1.9260066564779492
2018-08-05,-1.4841915242512949,-1.4841915242512949,-1.4841915242512949,-1.545049686607902,-1.545049686607902,-1.545049686607902,-1.5688241829744285,-1.5688241829744285,-1.5688241829744285,-1.625891611434947,-1.625891611434947,-1.625891611434947
2018-08-12,-1.813695476575845,-1.813695476575845,-1.813695476575845,-1.6761778129743772,-1.6761778129743772,-1.6761778129743772,-1.8159031150551765,-1.8159031150551765,-1.8159031150551765,-1.6749485503714556,-1.6749485503714556,-1.6749485503714556
2018-08-19,-1.2971089374829323,-1.2971089374829323,-1.2971089374829323,-1.3200143990617907,-1.3200143990617907,-1.3200143990617907,-1.2855313283246188,-1.2855313283246188,-1.2855313283246188,-1.3187538782150088,-1.3187538782150088,-1.3187538782150088
2018-08-26,-1.2476819137951383,-1.2476819137951383,-1.2476819137951383,-1.2627073895278091,-1.2627073895278091,-1.2627073895278091,-1.221916975016635,-1.221916975016635,-1.221916975016635,-1.249314852963167,-1.249314852963167,-1.249314852963167
2018-09-02,-1.2249669841494804,-1.2249669841494804,-1.2249669841494804,-1.3060270381636194,-1.3060270381636194,-1.3060270381636194,-1.2841087536541609,-1.2841087536541609,-1.2841087536541609,-1.3396735380051785,-1.3396735380051785,-1.3396735380051785
2018-09-09,-1.1942441151116807,-1.1942441151116807,-1.1942441151116807,-1.2585189095230933,-1.2585189095230933,-1.2585189095230933,-1.2619163151392088,-1.2619163151392088,-1.2619163151392088,-1.3107366972971122,-1.3107366972971122,-1.3107366972971122
2018-09-16,-0.5503213510482571,-0.5503213510482571,-0.5503213510482571,-0.6004097298675667,-0.6004097298675667,-0.6004097298675667,-0.5324974243493336,-0.5324974243493336,-0.5324974243493336,-0.5810814844113306,-0.5810814844113306,-0.5810814844113306
2018-09-23,-0.42491600767100646,-0.42491600767100646,-0.42491600767100646,-0.47901444619896183,-0.47901444619896183,-0.47901444619896183,-0.4402984426358736,-0.4402984426358736,-0.4402984426358736,-0.48929467366324497,-0.48929467366324497,-0.48929467366324497
2018-09-30,-0.8013459463913214,-0.8013459463913214,-0.8013459463913214,-0.8650875992819423,-0.8650875992819423,-0.8650875992819423,-0.8703916033053282,-0.8703916033053282,-0.8703916033053282,-0.8424184888305227,-0.8424184888305227,-0.8424184888305227
2018-10-07,-1.3322051994042683,-1.3322051994042683,-1.3322051994042683,-1.261650415343723,-1.261650415343723,-1.261650415343723,-1.2804070461698769,-1.2804070461698769,-1.2804070461698769,-1.3411625614338398,-1.3411625614338398,-1.3411625614338398
2018-10-14,-1.3437654395364838,-1.3437654395364838,-1.3437654395364838,-1.4243164737797076,-1.4243164737797076,-1.4243164737797076,-1.383520073126462,-1.383520073126462,-1.383520073126462,-1.4281007564391175,-1.4281007564391175,-1.4281007564391175
2018-10-21,-1.2384607041153808,-1.2384607041153808,-1.2384607041153808,-1.2359305638816505,-1.2359305638816505,-1.2359305638816505,-1.2545416623805403,-1.2545416623805403,-1.2545416623805403,-1.2440299193812026,-1.2440299193812026,-1.2440299193812026
2018-10-28,-0.2952770308380966,-0.2952770308380966,-0.2952770308380966,-0.40303534389721984,-0.40303534389721984,-0.40303534389721984,-0.6691723790964197,-0.6691723790964197,-0.6691723790964197,-0.610601394270556,-0.610601394270556,-0.610601394270556
2018-11-04,-1.3974918488820263,-1.3974918488820263,-1.3974918488820263,-1.5227882507313297,-1.5227882507313297,-1.5227882507313297,-1.3996379042850036,-1.3996379042850036,-1.3996379042850036,-1.4081291601285346,-1.4081291601285346,-1.4081291601285346
2018-11-11,-0.6552421127759527,-0.6552421127759527,-0.6552421127759527,-0.5578685342496505,-0.5578685342496505,-0.5578685342496505,-0.5446682642544377,-0.5446682642544377,-0.5446682642544377,-0.41730431453877714,-0.41730431453877714,-0.41730431453877714
2018-11-18,-1.3298590896394862,-1.3298590896394862,-1.3298590896394862,-1.4432228573313532,-1.4432228573313532,-1.4432228573313532,-1.1993946477247526,-1.1993946477247526,-1.1993946477247526,-1.3072956960966822,-1.3072956960966822,-1.3072956960966822
2018-11-25,-1.1961832469304057,-1.1961832469304057,-1.1961832469304057,-1.0658696243876697,-1.0658696243876697,-1.0658696243876697,-1.065153231575913,-1.065153231575913,-1.065153231575913,-0.9823542192294121,-0.9823542192294121,-0.9823542192294121
2018-12-02,-0.6286446091731986,-0.6286446091731986,-0.6286446091731986,-0.6759381289406222,-0.6759381289406222,-0.6759381289406222,-0.755677072382371,-0.755677072382371,-0.755677072382371,-0.880603366286604,-0.880603366286604,-0.880603366286604
2018-12-09,-0.6212351626254581,-0.6212351626254581,-0.6212351626254581,-0.7791798008730498,-0.7791798008730498,-0.7791798008730498,-0.6226324209721664,-0.6226324209721664,-0.6226324209721664,-0.7643754098861668,-0.7643754098861668,-0.7643754098861668
2018-12-16,-2.2821802397251427,-2.2821802397251427,-2.2821802397251427,-2.393696581209541,-2.393696581209541,-2.393696581209541,-2.424341653194833,-2.424341653194833,-2.424341653194833,-2.4998328288987657,-2.4998328288987657,-2.4998328288987657
2018-12-23,-1.9792236808988666,-1.9792236808988666,-1.9792236808988666,-2.0470633248954866,-2.0470633248954866,-2.0470633248954866,-1.8935941602671937,-1.8935941602671937,-1.8935941602671937,-1.9254335799749307,-1.9254335799749307,-1.9254335799749307
2018-12-30,-1.4937930655187668,-1.4937930655187668,-1.4937930655187668,-1.4394852035095085,-1.4394852035095085,-1.4394852035095085,-1.4860364887978912,-1.4860364887978912,-1.4860364887978912,-1.296014374506515,-1.296014374506515,-1.296014374506515
2019-01-06,-0.9016657028949823,-0.9016657028949823,-0.9016657028949823,-0.69168447085729,-0.69168447085729,-0.69168447085729,-0.7684571348372757,-0.7684571348372757,-0.7684571348372757,-0.5553754665307886,-0.5553754665307886,-0.5553754665307886
2019-01-13,-0.14666711149447997,-0.14666711149447997,-0.14666711149447997,-0.18895615371648927,-0.18895615371648927,-0.18895615371648927,-0.029450936611466094,-0.029450936611466094,-0.029450936611466094,-0.0826996454381175,-0.0826996454381175,-0.0826996454381175
2019-01-20,0.1324543017852248,0.1324543017852248,0.1324543017852248,0.104475123962573,0.104475123962573,0.104475123962573,0.16315279137309138,0.16315279137309138,0.16315279137309138,0.2317346021099055,0.2317346021099055,0.2317346021099055
2019-01-27,0.4539309822610596,0.4539309822610596,0.4539309822610596,0.41354051930017954,0.41354051930017954,0.41354051930017954,0.5627858099482427,0.5627858099482427,0.5627858099482427,0.5154008122066096,0.5154008122066096,0.5154008122066096
2019-02-03,0.3831391585900437,0.3831391585900437,0.3831391585900437,0.2916730263394152,0.2916730263394152,0.2916730263394152,0.4872068962356856,0.4872068962356856,0.4872068962356856,0.3752511114532942,0.3752511114532942,0.3752511114532942
