Date,WisdomTree EM Dividend FundEtf_Open_average,WisdomTree EM Dividend FundEtf_Open_max,WisdomTree EM Dividend FundEtf_Open_min,WisdomTree EM Dividend FundEtf_High_average,WisdomTree EM Dividend FundEtf_High_max,WisdomTree EM Dividend FundEtf_High_min,WisdomTree EM Dividend FundEtf_Low_average,WisdomTree EM Dividend FundEtf_Low_max,WisdomTree EM Dividend FundEtf_Low_min,WisdomTree EM Dividend FundEtf_Close_average,WisdomTree EM Dividend FundEtf_Close_max,WisdomTree EM Dividend FundEtf_Close_min
2018-05-27,-1.4185798085047858,-1.4185798085047858,-1.4185798085047858,-1.2937354961159144,-1.2937354961159144,-1.2937354961159144,-1.254973357417036,-1.254973357417036,-1.254973357417036,-1.1066206066554307,-1.1066206066554307,-1.1066206066554307
2018-06-03,-1.1193069956956123,-1.1193069956956123,-1.1193069956956123,-1.1350058893674326,-1.1350058893674326,-1.1350058893674326,-1.1406273426689513,-1.1406273426689513,-1.1406273426689513,-1.0158639410104724,-1.0158639410104724,-1.0158639410104724
2018-06-10,-1.8696328190166291,-1.8696328190166291,-1.8696328190166291,-1.9851343955939234,-1.9851343955939234,-1.9851343955939234,-1.894932227078462,-1.894932227078462,-1.894932227078462,-1.9827243050917622,-1.9827243050917622,-1.9827243050917622
2018-06-17,-2.2780832782713833,-2.2780832782713833,-2.2780832782713833,-2.33869015107403,-2.33869015107403,-2.33869015107403,-2.1819160204230177,-2.1819160204230177,-2.1819160204230177,-2.315052636498131,-2.315052636498131,-2.315052636498131
2018-06-24,-2.4493038513084247,-2.4493038513084247,-2.4493038513084247,-2.4031031292434633,-2.4031031292434633,-2.4031031292434633,-2.3734797651124615,-2.3734797651124615,-2.3734797651124615,-2.364775966215956,-2.364775966215956,-2.364775966215956
2018-07-01,-1.9354869468349447,-1.9354869468349447,-1.9354869468349447,-1.9983088150618877,-1.9983088150618877,-1.9983088150618877,-1.9310197749993856,-1.9310197749993856,-1.9310197749993856,-1.9543148130429966,-1.9543148130429966,-1.9543148130429966
2018-07-08,-1.6050373263792936,-1.6050373263792936,-1.6050373263792936,-1.5877544699230837,-1.5877544699230837,-1.5877544699230837,-1.5803621395958765,-1.5803621395958765,-1.5803621395958765,-1.5084892705570683,-1.5084892705570683,-1.5084892705570683
2018-07-15,-1.383769778296464,-1.383769778296464,-1.383769778296464,-1.3404158426273203,-1.3404158426273203,-1.3404158426273203,-1.3359206959876557,-1.3359206959876557,-1.3359206959876557,-1.2748780523227443,-1.2748780523227443,-1.2748780523227443
2018-07-22,-0.6275285050872816,-0.6275285050872816,-0.6275285050872816,-0.7212470236801436,-0.7212470236801436,-0.7212470236801436,-0.563421490873804,-0.563421490873804,-0.563421490873804,-0.6460730414832696,-0.6460730414832696,-0.6460730414832696
2018-07-29,-0.7238622194228811,-0.7238622194228811,-0.7238622194228811,-0.8111179378089186,-0.8111179378089186,-0.8111179378089186,-0.7429148876607049,-0.7429148876607049,-0.7429148876607049,-0.7647519080836613,-0.7647519080836613,-0.7647519080836613
2018-08-05,-1.1118659390680263,-1.1118659390680263,-1.1118659390680263,-1.1770800041575422,-1.1770800041575422,-1.1770800041575422,-1.1990950294116325,-1.1990950294116325,-1.1990950294116325,-1.262174300143322,-1.262174300143322,-1.262174300143322
2018-08-12,-1.73975388245739,-1.73975388245739,-1.73975388245739,-1.4607765108626725,-1.4607765108626725,-1.4607765108626725,-1.7280724613618843,-1.7280724613618843,-1.7280724613618843,-1.4222595802994944,-1.4222595802994944,-1.4222595802994944
2018-08-19,-0.7879528964626383,-0.7879528964626383,-0.7879528964626383,-0.9038041814631965,-0.9038041814631965,-0.9038041814631965,-0.8133460332069221,-0.8133460332069221,-0.8133460332069221,-0.8505319073545188,-0.8505319073545188,-0.8505319073545188
2018-08-26,-0.46721963665550365,-0.46721963665550365,-0.46721963665550365,-0.5787424554142576,-0.5787424554142576,-0.5787424554142576,-0.7017944693146977,-0.7017944693146977,-0.7017944693146977,-0.6940985847866467,-0.6940985847866467,-0.6940985847866467
2018-09-02,-1.235499538250154,-1.235499538250154,-1.235499538250154,-1.2464047348895764,-1.2464047348895764,-1.2464047348895764,-1.2615050914587635,-1.2615050914587635,-1.2615050914587635,-1.3642164096259861,-1.3642164096259861,-1.3642164096259861
2018-09-09,-0.9974190430921202,-0.9974190430921202,-0.9974190430921202,-1.0801658897528785,-1.0801658897528785,-1.0801658897528785,-0.9912885423501493,-0.9912885423501493,-0.9912885423501493,-1.0649550993453654,-1.0649550993453654,-1.0649550993453654
2018-09-16,-0.16757074986582324,-0.16757074986582324,-0.16757074986582324,-0.2627979296911445,-0.2627979296911445,-0.2627979296911445,-0.1582425652518315,-0.1582425652518315,-0.1582425652518315,-0.2671654431654427,-0.2671654431654427,-0.2671654431654427
2018-09-23,-0.5911940332097764,-0.5911940332097764,-0.5911940332097764,-0.6949860358562354,-0.6949860358562354,-0.6949860358562354,-0.5674868059797294,-0.5674868059797294,-0.5674868059797294,-0.6757795937952852,-0.6757795937952852,-0.6757795937952852
2018-09-30,-1.6280787566871555,-1.6280787566871555,-1.6280787566871555,-1.7253311475930662,-1.7253311475930662,-1.7253311475930662,-2.004352486003082,-2.004352486003082,-2.004352486003082,-1.8577591184241398,-1.8577591184241398,-1.8577591184241398
2018-10-07,-2.1760261606797684,-2.1760261606797684,-2.1760261606797684,-2.190056837353227,-2.190056837353227,-2.190056837353227,-2.3286924751048566,-2.3286924751048566,-2.3286924751048566,-2.1389711526693844,-2.1389711526693844,-2.1389711526693844
2018-10-14,-2.15873996464031,-2.15873996464031,-2.15873996464031,-2.2187097762271795,-2.2187097762271795,-2.2187097762271795,-2.0868832757025157,-2.0868832757025157,-2.0868832757025157,-2.1070205330425145,-2.1070205330425145,-2.1070205330425145
2018-10-21,-2.6020180136447464,-2.6020180136447464,-2.6020180136447464,-2.5370717640428877,-2.5370717640428877,-2.5370717640428877,-2.479819344121708,-2.479819344121708,-2.479819344121708,-2.5213899507471713,-2.5213899507471713,-2.5213899507471713
