Date,ProShares Ultra MSCI Brazil Capped_Open_average,ProShares Ultra MSCI Brazil Capped_Open_max,ProShares Ultra MSCI Brazil Capped_Open_min,ProShares Ultra MSCI Brazil Capped_High_average,ProShares Ultra MSCI Brazil Capped_High_max,ProShares Ultra MSCI Brazil Capped_High_min,ProShares Ultra MSCI Brazil Capped_Low_average,ProShares Ultra MSCI Brazil Capped_Low_max,ProShares Ultra MSCI Brazil Capped_Low_min,ProShares Ultra MSCI Brazil Capped_Close_average,ProShares Ultra MSCI Brazil Capped_Close_max,ProShares Ultra MSCI Brazil Capped_Close_min
2018-04-08,-1.6406318134773588,-1.6406318134773588,-1.6406318134773588,-1.7547790478103347,-1.7547790478103347,-1.7547790478103347,-1.643197768294256,-1.643197768294256,-1.643197768294256,-1.7400008598175338,-1.7400008598175338,-1.7400008598175338
2018-04-15,-1.4253391443865702,-1.4253391443865702,-1.4253391443865702,-1.478308425726601,-1.478308425726601,-1.478308425726601,-1.111770072339514,-1.111770072339514,-1.111770072339514,-1.1570430919808037,-1.1570430919808037,-1.1570430919808037
2018-04-22,-1.2025935715923626,-1.2025935715923626,-1.2025935715923626,-1.1684697038318035,-1.1684697038318035,-1.1684697038318035,-1.031797431427066,-1.031797431427066,-1.031797431427066,-1.104272044662147,-1.104272044662147,-1.104272044662147
2018-04-29,-2.091719548111773,-2.091719548111773,-2.091719548111773,-1.9978808481712609,-1.9978808481712609,-1.9978808481712609,-1.862833477965028,-1.862833477965028,-1.862833477965028,-1.835849995962709,-1.835849995962709,-1.835849995962709
2018-05-06,-1.4537365360754901,-1.4537365360754901,-1.4537365360754901,-1.4117695932670893,-1.4117695932670893,-1.4117695932670893,-1.412815916084556,-1.412815916084556,-1.412815916084556,-1.357598109692595,-1.357598109692595,-1.357598109692595
2018-05-13,-1.8569686341499523,-1.8569686341499523,-1.8569686341499523,-1.8883137422251397,-1.8883137422251397,-1.8883137422251397,-1.836504347616888,-1.836504347616888,-1.836504347616888,-1.736553241539563,-1.736553241539563,-1.736553241539563
2018-05-20,-1.8110478063055773,-1.8110478063055773,-1.8110478063055773,-1.821899417626578,-1.821899417626578,-1.821899417626578,-1.8088931162204662,-1.8088931162204662,-1.8088931162204662,-1.7871300597448425,-1.7871300597448425,-1.7871300597448425
2018-05-27,-1.8666307606285737,-1.8666307606285737,-1.8666307606285737,-1.8764609361145372,-1.8764609361145372,-1.8764609361145372,-1.7340037796544114,-1.7340037796544114,-1.7340037796544114,-1.674200242922546,-1.674200242922546,-1.674200242922546
2018-06-03,-1.9780389602710646,-1.9780389602710646,-1.9780389602710646,-1.950447236953276,-1.950447236953276,-1.950447236953276,-1.9788620838843964,-1.9788620838843964,-1.9788620838843964,-1.969332850493657,-1.969332850493657,-1.969332850493657
2018-06-10,-1.874741227777694,-1.874741227777694,-1.874741227777694,-1.8471606284246498,-1.8471606284246498,-1.8471606284246498,-1.832558784617395,-1.832558784617395,-1.832558784617395,-1.788731864346959,-1.788731864346959,-1.788731864346959
2018-06-17,-1.4964630038139595,-1.4964630038139595,-1.4964630038139595,-1.5371185038504067,-1.5371185038504067,-1.5371185038504067,-1.4542568684706743,-1.4542568684706743,-1.4542568684706743,-1.4908113669399,-1.4908113669399,-1.4908113669399
2018-06-24,-1.4055380892773441,-1.4055380892773441,-1.4055380892773441,-1.3945527283422507,-1.3945527283422507,-1.3945527283422507,-1.3620336415950816,-1.3620336415950816,-1.3620336415950816,-1.3615181542928247,-1.3615181542928247,-1.3615181542928247
2018-07-01,-0.9306584404939299,-0.9306584404939299,-0.9306584404939299,-0.9417761399785987,-0.9417761399785987,-0.9417761399785987,-0.9053435682111985,-0.9053435682111985,-0.9053435682111985,-0.8878828286363792,-0.8878828286363792,-0.8878828286363792
2018-07-08,-0.6797368097583407,-0.6797368097583407,-0.6797368097583407,-0.715039016762024,-0.715039016762024,-0.715039016762024,-0.6502650092989881,-0.6502650092989881,-0.6502650092989881,-0.6804507176031637,-0.6804507176031637,-0.6804507176031637
2018-07-15,-0.29339565764668757,-0.29339565764668757,-0.29339565764668757,-0.31189584180044044,-0.31189584180044044,-0.31189584180044044,-0.20796003668333152,-0.20796003668333152,-0.20796003668333152,-0.2376881977814565,-0.2376881977814565,-0.2376881977814565
2018-07-22,0.25245644774982184,0.25245644774982184,0.25245644774982184,0.2513901887638969,0.2513901887638969,0.2513901887638969,0.3606814586924084,0.3606814586924084,0.3606814586924084,0.3766346515250098,0.3766346515250098,0.3766346515250098
2018-07-29,0.604478228902335,0.604478228902335,0.604478228902335,0.5693969894429606,0.5693969894429606,0.5693969894429606,0.7197428508832395,0.7197428508832395,0.7197428508832395,0.6519234663221057,0.6519234663221057,0.6519234663221057
2018-08-05,-0.7314789521846655,-0.7314789521846655,-0.7314789521846655,-0.6107351418945107,-0.6107351418945107,-0.6107351418945107,-0.6654149419435632,-0.6654149419435632,-0.6654149419435632,-0.5461144194399081,-0.5461144194399081,-0.5461144194399081
2018-08-12,-0.7505014316551007,-0.7505014316551007,-0.7505014316551007,-0.8482351285934439,-0.8482351285934439,-0.8482351285934439,-0.7210165206934593,-0.7210165206934593,-0.7210165206934593,-0.8123894944570045,-0.8123894944570045,-0.8123894944570045
2018-08-19,-0.9328231561245671,-0.9328231561245671,-0.9328231561245671,-0.8794762411478699,-0.8794762411478699,-0.8794762411478699,-0.8594027396308364,-0.8594027396308364,-0.8594027396308364,-0.8333805031870178,-0.8333805031870178,-0.8333805031870178
2018-08-26,-1.1115321654991945,-1.1115321654991945,-1.1115321654991945,-0.9541596871693919,-0.9541596871693919,-0.9541596871693919,-1.0873520763315025,-1.0873520763315025,-1.0873520763315025,-0.9035970469733678,-0.9035970469733678,-0.9035970469733678
