Date,iShares MSCI Emerging Markets Small-CapEtf_Open_average,iShares MSCI Emerging Markets Small-CapEtf_Open_max,iShares MSCI Emerging Markets Small-CapEtf_Open_min,iShares MSCI Emerging Markets Small-CapEtf_High_average,iShares MSCI Emerging Markets Small-CapEtf_High_max,iShares MSCI Emerging Markets Small-CapEtf_High_min,iShares MSCI Emerging Markets Small-CapEtf_Low_average,iShares MSCI Emerging Markets Small-CapEtf_Low_max,iShares MSCI Emerging Markets Small-CapEtf_Low_min,iShares MSCI Emerging Markets Small-CapEtf_Close_average,iShares MSCI Emerging Markets Small-CapEtf_Close_max,iShares MSCI Emerging Markets Small-CapEtf_Close_min
2018-08-05,-1.2681031593104957,-1.2681031593104957,-1.2681031593104957,-1.3656706264859189,-1.3656706264859189,-1.3656706264859189,-1.3450958009189389,-1.3450958009189389,-1.3450958009189389,-1.4270163931682651,-1.4270163931682651,-1.4270163931682651
2018-08-12,-1.6388821786067602,-1.6388821786067602,-1.6388821786067602,-1.5717522253536416,-1.5717522253536416,-1.5717522253536416,-1.645711370984933,-1.645711370984933,-1.645711370984933,-1.5574203357509209,-1.5574203357509209,-1.5574203357509209
2018-08-19,-1.201638202568587,-1.201638202568587,-1.201638202568587,-1.1820858175179185,-1.1820858175179185,-1.1820858175179185,-1.1611238998635738,-1.1611238998635738,-1.1611238998635738,-1.1566334610282452,-1.1566334610282452,-1.1566334610282452
2018-08-26,-1.0774971202370482,-1.0774971202370482,-1.0774971202370482,-1.0609540245934044,-1.0609540245934044,-1.0609540245934044,-1.1052552608737611,-1.1052552608737611,-1.1052552608737611,-1.0424023994665765,-1.0424023994665765,-1.0424023994665765
2018-09-02,-1.4189912559253417,-1.4189912559253417,-1.4189912559253417,-1.4893753690567144,-1.4893753690567144,-1.4893753690567144,-1.4785979805646894,-1.4785979805646894,-1.4785979805646894,-1.5704675053896735,-1.5704675053896735,-1.5704675053896735
2018-09-09,-1.2214720351831825,-1.2214720351831825,-1.2214720351831825,-1.3075439414972954,-1.3075439414972954,-1.3075439414972954,-1.2943626339871468,-1.2943626339871468,-1.2943626339871468,-1.3500219724571425,-1.3500219724571425,-1.3500219724571425
2018-09-16,-1.0477728095792402,-1.0477728095792402,-1.0477728095792402,-1.0752183003107467,-1.0752183003107467,-1.0752183003107467,-1.0336114473796767,-1.0336114473796767,-1.0336114473796767,-1.1089757036867447,-1.1089757036867447,-1.1089757036867447
2018-09-23,-1.2205594970514646,-1.2205594970514646,-1.2205594970514646,-1.2064358155238262,-1.2064358155238262,-1.2064358155238262,-1.174555900927503,-1.174555900927503,-1.174555900927503,-1.2144434352748874,-1.2144434352748874,-1.2144434352748874
2018-09-30,-1.7908995467464688,-1.7908995467464688,-1.7908995467464688,-1.8709473524300313,-1.8709473524300313,-1.8709473524300313,-1.9748868086607514,-1.9748868086607514,-1.9748868086607514,-1.9403314405425303,-1.9403314405425303,-1.9403314405425303
2018-10-07,-2.0907535297356636,-2.0907535297356636,-2.0907535297356636,-2.13851378158738,-2.13851378158738,-2.13851378158738,-2.2147698595832743,-2.2147698595832743,-2.2147698595832743,-2.113954404073316,-2.113954404073316,-2.113954404073316
2018-10-14,-1.9823727588044011,-1.9823727588044011,-1.9823727588044011,-1.9670250526306567,-1.9670250526306567,-1.9670250526306567,-1.9536037927021381,-1.9536037927021381,-1.9536037927021381,-1.959367034190335,-1.959367034190335,-1.959367034190335
2018-10-21,-2.3903452647644534,-2.3903452647644534,-2.3903452647644534,-2.3072547233828664,-2.3072547233828664,-2.3072547233828664,-2.3348329858756642,-2.3348329858756642,-2.3348329858756642,-2.262812556502673,-2.262812556502673,-2.262812556502673
2018-10-28,-1.3726629780932513,-1.3726629780932513,-1.3726629780932513,-1.35275952810746,-1.35275952810746,-1.35275952810746,-1.4550833104464416,-1.4550833104464416,-1.4550833104464416,-1.4148604632466129,-1.4148604632466129,-1.4148604632466129
2018-11-04,-1.387183545272468,-1.387183545272468,-1.387183545272468,-1.4699438603598975,-1.4699438603598975,-1.4699438603598975,-1.4534891320488923,-1.4534891320488923,-1.4534891320488923,-1.4063747296083553,-1.4063747296083553,-1.4063747296083553
2018-11-11,-1.0072645291821107,-1.0072645291821107,-1.0072645291821107,-0.8775076388918643,-0.8775076388918643,-0.8775076388918643,-0.939316939870908,-0.939316939870908,-0.939316939870908,-0.8328580864637106,-0.8328580864637106,-0.8328580864637106
2018-11-18,-1.0534185437999453,-1.0534185437999453,-1.0534185437999453,-1.077214816905462,-1.077214816905462,-1.077214816905462,-0.9703927360728262,-0.9703927360728262,-0.9703927360728262,-0.9712451997525697,-0.9712451997525697,-0.9712451997525697
2018-11-25,-0.5770434476592263,-0.5770434476592263,-0.5770434476592263,-0.5507838324224846,-0.5507838324224846,-0.5507838324224846,-0.5087388308096902,-0.5087388308096902,-0.5087388308096902,-0.5337798697962399,-0.5337798697962399,-0.5337798697962399
2018-12-02,-0.6948377270234432,-0.6948377270234432,-0.6948377270234432,-0.6469689520742951,-0.6469689520742951,-0.6469689520742951,-0.8797810788748247,-0.8797810788748247,-0.8797810788748247,-0.9466798367528236,-0.9466798367528236,-0.9466798367528236
2018-12-09,-0.7132810690483342,-0.7132810690483342,-0.7132810690483342,-0.721805518625741,-0.721805518625741,-0.721805518625741,-0.6727917239711122,-0.6727917239711122,-0.6727917239711122,-0.7505111573617831,-0.7505111573617831,-0.7505111573617831
2018-12-16,-1.1778812915141719,-1.1778812915141719,-1.1778812915141719,-1.2503085264102678,-1.2503085264102678,-1.2503085264102678,-1.3208873050493684,-1.3208873050493684,-1.3208873050493684,-1.3453084605077974,-1.3453084605077974,-1.3453084605077974
2018-12-23,-1.0967338124428299,-1.0967338124428299,-1.0967338124428299,-1.027809846497428,-1.027809846497428,-1.027809846497428,-0.96189124333272,-0.96189124333272,-0.96189124333272,-0.9899056169952207,-0.9899056169952207,-0.9899056169952207
2018-12-30,-0.9297295663931233,-0.9297295663931233,-0.9297295663931233,-0.6858430441013192,-0.6858430441013192,-0.6858430441013192,-0.8621345040826615,-0.8621345040826615,-0.8621345040826615,-0.6096119847483736,-0.6096119847483736,-0.6096119847483736
2019-01-06,-0.2788864335016474,-0.2788864335016474,-0.2788864335016474,-0.38814113414066026,-0.38814113414066026,-0.38814113414066026,-0.179815946707943,-0.179815946707943,-0.179815946707943,-0.22717076489975946,-0.22717076489975946,-0.22717076489975946
2019-01-13,-0.00665101988276948,-0.00665101988276948,-0.00665101988276948,-0.05956886328797044,-0.05956886328797044,-0.05956886328797044,0.09954126382479492,0.09954126382479492,0.09954126382479492,-0.0012980458214889843,-0.0012980458214889843,-0.0012980458214889843
2019-01-20,0.27982547271967,0.27982547271967,0.27982547271967,0.4003617428876829,0.4003617428876829,0.4003617428876829,0.441037149199621,0.441037149199621,0.441037149199621,0.5407534967124399,0.5407534967124399,0.5407534967124399
2019-01-27,0.9982945939790336,0.9982945939790336,0.9982945939790336,0.8551909191963102,0.8551909191963102,0.8551909191963102,0.9932249611410577,0.9932249611410577,0.9932249611410577,1.0169229756842348,1.0169229756842348,1.0169229756842348
2019-02-03,0.9021638129986466,0.9021638129986466,0.9021638129986466,0.8867552848837627,0.8867552848837627,0.8867552848837627,0.9520295048095521,0.9520295048095521,0.9520295048095521,1.0760258830457805,1.0760258830457805,1.0760258830457805
2019-02-10,1.0850064389446838,1.0850064389446838,1.0850064389446838,1.0581581279430934,1.0581581279430934,1.0581581279430934,1.2257743351630077,1.2257743351630077,1.2257743351630077,1.2347838453064706,1.2347838453064706,1.2347838453064706
2019-02-17,1.6853831018311742,1.6853831018311742,1.6853831018311742,1.736704632833685,1.736704632833685,1.736704632833685,1.7413075804253109,1.7413075804253109,1.7413075804253109,1.6805021218600678,1.6805021218600678,1.6805021218600678
2019-02-24,1.6675411023773055,1.6675411023773055,1.6675411023773055,1.5682102579267565,1.5682102579267565,1.5682102579267565,1.4788082098148079,1.4788082098148079,1.4788082098148079,1.4521769453200613,1.4521769453200613,1.4521769453200613
2019-03-03,0.934384472927872,0.934384472927872,0.934384472927872,1.0730436892742292,1.0730436892742292,1.0730436892742292,1.0106647777332411,1.0106647777332411,1.0106647777332411,1.0798709450498467,1.0798709450498467,1.0798709450498467
2019-03-10,1.984202826080661,1.984202826080661,1.984202826080661,2.0131160891870614,2.0131160891870614,2.0131160891870614,1.963484156748007,1.963484156748007,1.963484156748007,1.8640324917913131,1.8640324917913131,1.8640324917913131
2019-03-17,1.4976728502903476,1.4976728502903476,1.4976728502903476,1.4951753257523612,1.4951753257523612,1.4951753257523612,1.0895967204918706,1.0895967204918706,1.0895967204918706,0.9431813348164236,0.9431813348164236,0.9431813348164236
2019-03-24,1.3013379854766542,1.3013379854766542,1.3013379854766542,1.1726404401313546,1.1726404401313546,1.1726404401313546,1.3117563861253823,1.3117563861253823,1.3117563861253823,1.2380876993021315,1.2380876993021315,1.2380876993021315
2019-03-31,1.8549721370081957,1.8549721370081957,1.8549721370081957,1.9297565000789416,1.9297565000789416,1.9297565000789416,1.8753766695052487,1.8753766695052487,1.8753766695052487,1.8830180859748735,1.8830180859748735,1.8830180859748735
2019-04-07,1.7165904518684232,1.7165904518684232,1.7165904518684232,1.6901520326735497,1.6901520326735497,1.6901520326735497,1.6057256388164383,1.6057256388164383,1.6057256388164383,1.5848767444998302,1.5848767444998302,1.5848767444998302
2019-04-14,1.3819190682994096,1.3819190682994096,1.3819190682994096,1.4516326437290499,1.4516326437290499,1.4516326437290499,1.4142513758818014,1.4142513758818014,1.4142513758818014,1.5116604574917045,1.5116604574917045,1.5116604574917045
2019-04-21,0.7320652196278081,0.7320652196278081,0.7320652196278081,0.7197643322875342,0.7197643322875342,0.7197643322875342,0.7186767694476494,0.7186767694476494,0.7186767694476494,0.701661757083758,0.701661757083758,0.701661757083758
2019-04-28,0.6922365978261958,0.6922365978261958,0.6922365978261958,0.7812763773648279,0.7812763773648279,0.7812763773648279,0.7825396648159484,0.7825396648159484,0.7825396648159484,0.865647279640742,0.865647279640742,0.865647279640742
2019-05-05,-0.7796605512952631,-0.7796605512952631,-0.7796605512952631,-0.7387392854345621,-0.7387392854345621,-0.7387392854345621,-0.9146868896319966,-0.9146868896319966,-0.9146868896319966,-0.6101956496744735,-0.6101956496744735,-0.6101956496744735
2019-05-12,-1.9033715993250588,-1.9033715993250588,-1.9033715993250588,-2.000892969429605,-2.000892969429605,-2.000892969429605,-1.8448449448301154,-1.8448449448301154,-1.8448449448301154,-2.082575477453096,-2.082575477453096,-2.082575477453096
2019-05-19,-1.768157012183562,-1.768157012183562,-1.768157012183562,-1.9162799033185158,-1.9162799033185158,-1.9162799033185158,-1.8694741860341384,-1.8694741860341384,-1.8694741860341384,-1.93138554981526,-1.93138554981526,-1.93138554981526
2019-05-26,-1.4616793101565135,-1.4616793101565135,-1.4616793101565135,-1.35214372543641,-1.35214372543641,-1.35214372543641,-1.342398033550537,-1.342398033550537,-1.342398033550537,-1.2543274412562715,-1.2543274412562715,-1.2543274412562715
2019-06-02,-0.7979918270945545,-0.7979918270945545,-0.7979918270945545,-0.8338878834185163,-0.8338878834185163,-0.8338878834185163,-0.7303896406017031,-0.7303896406017031,-0.7303896406017031,-0.8995515463319265,-0.8995515463319265,-0.8995515463319265
2019-06-09,-0.9387169472695037,-0.9387169472695037,-0.9387169472695037,-1.0128125697297294,-1.0128125697297294,-1.0128125697297294,-0.9572234743311686,-0.9572234743311686,-0.9572234743311686,-1.07028248118289,-1.07028248118289,-1.07028248118289
2019-06-16,-0.31263589669399067,-0.31263589669399067,-0.31263589669399067,-0.2583547514050591,-0.2583547514050591,-0.2583547514050591,-0.3792959620398448,-0.3792959620398448,-0.3792959620398448,-0.22185880246555784,-0.22185880246555784,-0.22185880246555784
2019-06-23,-0.0499805688662103,-0.0499805688662103,-0.0499805688662103,-0.06448945098787928,-0.06448945098787928,-0.06448945098787928,0.06852082435071102,0.06852082435071102,0.06852082435071102,0.002062867441119391,0.002062867441119391,0.002062867441119391
2019-06-30,0.11274514442379108,0.11274514442379108,0.11274514442379108,0.07657431122420644,0.07657431122420644,0.07657431122420644,0.06743667938260413,0.06743667938260413,0.06743667938260413,0.11605856944408793,0.11605856944408793,0.11605856944408793
2019-07-07,0.17057171344471822,0.17057171344471822,0.17057171344471822,0.13116980680473755,0.13116980680473755,0.13116980680473755,0.22337493245858137,0.22337493245858137,0.22337493245858137,0.2095284059688767,0.2095284059688767,0.2095284059688767
2019-07-14,0.20470683911696386,0.20470683911696386,0.20470683911696386,0.1621441098821198,0.1621441098821198,0.1621441098821198,0.14757362345913794,0.14757362345913794,0.14757362345913794,0.0376595333381081,0.0376595333381081,0.0376595333381081
2019-07-21,-0.23693492118726106,-0.23693492118726106,-0.23693492118726106,-0.36846643886367153,-0.36846643886367153,-0.36846643886367153,-0.2004771131857473,-0.2004771131857473,-0.2004771131857473,-0.3013432361629803,-0.3013432361629803,-0.3013432361629803
2019-07-28,-1.379781931764353,-1.379781931764353,-1.379781931764353,-1.4971984226674433,-1.4971984226674433,-1.4971984226674433,-1.5572911920236243,-1.5572911920236243,-1.5572911920236243,-1.6659127279541488,-1.6659127279541488,-1.6659127279541488
2019-08-04,-1.6148006544873346,-1.6148006544873346,-1.6148006544873346,-1.7037324175264927,-1.7037324175264927,-1.7037324175264927,-1.6766217302814874,-1.6766217302814874,-1.6766217302814874,-1.7156322148951153,-1.7156322148951153,-1.7156322148951153
2019-08-11,-2.0081239824225214,-2.0081239824225214,-2.0081239824225214,-1.9290070325358941,-1.9290070325358941,-1.9290070325358941,-1.8919938722589473,-1.8919938722589473,-1.8919938722589473,-1.9335663240860992,-1.9335663240860992,-1.9335663240860992
2019-08-18,-1.6628124522038088,-1.6628124522038088,-1.6628124522038088,-1.7109644128300858,-1.7109644128300858,-1.7109644128300858,-1.836312359744527,-1.836312359744527,-1.836312359744527,-1.8802351051583026,-1.8802351051583026,-1.8802351051583026
2019-08-25,-1.3715564084330336,-1.3715564084330336,-1.3715564084330336,-1.391399347570206,-1.391399347570206,-1.391399347570206,-1.3302997334713869,-1.3302997334713869,-1.3302997334713869,-1.259553179500402,-1.259553179500402,-1.259553179500402
2019-09-01,-0.694731480578081,-0.694731480578081,-0.694731480578081,-0.7621871172905452,-0.7621871172905452,-0.7621871172905452,-0.6799718479619614,-0.6799718479619614,-0.6799718479619614,-0.7002533219047934,-0.7002533219047934,-0.7002533219047934
2019-09-08,-0.10077036331939791,-0.10077036331939791,-0.10077036331939791,-0.14223210901168312,-0.14223210901168312,-0.14223210901168312,0.00036508845084274103,0.00036508845084274103,0.00036508845084274103,-0.04612515591051506,-0.04612515591051506,-0.04612515591051506
2019-09-15,-0.241891333862542,-0.241891333862542,-0.241891333862542,-0.16940078411841775,-0.16940078411841775,-0.16940078411841775,-0.1624620689468663,-0.1624620689468663,-0.1624620689468663,-0.20468776458355342,-0.20468776458355342,-0.20468776458355342
2019-09-22,-0.5558004595411862,-0.5558004595411862,-0.5558004595411862,-0.625932199604955,-0.625932199604955,-0.625932199604955,-0.6654654108753845,-0.6654654108753845,-0.6654654108753845,-0.7266807814125467,-0.7266807814125467,-0.7266807814125467
2019-09-29,-0.7785085047440757,-0.7785085047440757,-0.7785085047440757,-0.3659354987923002,-0.3659354987923002,-0.3659354987923002,-0.5983152273056279,-0.5983152273056279,-0.5983152273056279,-0.22862144877609716,-0.22862144877609716,-0.22862144877609716
2019-10-06,-0.20514385599528767,-0.20514385599528767,-0.20514385599528767,-0.0694011649395997,-0.0694011649395997,-0.0694011649395997,-0.0609405173224109,-0.0609405173224109,-0.0609405173224109,-0.032608410740224934,-0.032608410740224934,-0.032608410740224934
2019-10-13,0.18899991253385612,0.18899991253385612,0.18899991253385612,0.24086229118520913,0.24086229118520913,0.24086229118520913,0.3162122167492575,0.3162122167492575,0.3162122167492575,0.282568348881767,0.282568348881767,0.282568348881767
2019-10-20,0.6553651196893626,0.6553651196893626,0.6553651196893626,0.5749432385630127,0.5749432385630127,0.5749432385630127,0.6844876076196498,0.6844876076196498,0.6844876076196498,0.6174884427236657,0.6174884427236657,0.6174884427236657
2019-10-27,0.7803534370386014,0.7803534370386014,0.7803534370386014,0.9377257646642407,0.9377257646642407,0.9377257646642407,0.8630531454402574,0.8630531454402574,0.8630531454402574,0.9609670708896718,0.9609670708896718,0.9609670708896718
2019-11-03,0.9840292906838767,0.9840292906838767,0.9840292906838767,0.8838284867152694,0.8838284867152694,0.8838284867152694,0.8804788957775657,0.8804788957775657,0.8804788957775657,0.816482399843475,0.816482399843475,0.816482399843475
2019-11-10,0.6057228518934935,0.6057228518934935,0.6057228518934935,0.6405349389459181,0.6405349389459181,0.6405349389459181,0.5166391808847531,0.5166391808847531,0.5166391808847531,0.636099987408681,0.636099987408681,0.636099987408681
2019-11-17,0.45930174185288697,0.45930174185288697,0.45930174185288697,0.434125103909535,0.434125103909535,0.434125103909535,0.38099912452751733,0.38099912452751733,0.38099912452751733,0.3082848859336312,0.3082848859336312,0.3082848859336312
2019-11-24,0.48339115963352924,0.48339115963352924,0.48339115963352924,0.5354296526217186,0.5354296526217186,0.5354296526217186,0.5245439329288363,0.5245439329288363,0.5245439329288363,0.6360732400510211,0.6360732400510211,0.6360732400510211
2019-12-01,0.8795871771346914,0.8795871771346914,0.8795871771346914,0.8764597624382752,0.8764597624382752,0.8764597624382752,0.9003931744349669,0.9003931744349669,0.9003931744349669,0.8680202978336335,0.8680202978336335,0.8680202978336335
2019-12-08,1.6137807484382474,1.6137807484382474,1.6137807484382474,1.717398823117316,1.717398823117316,1.717398823117316,1.6086808753101025,1.6086808753101025,1.6086808753101025,1.6725477505828141,1.6725477505828141,1.6725477505828141
2019-12-15,1.4634283907861731,1.4634283907861731,1.4634283907861731,1.4306429062503099,1.4306429062503099,1.4306429062503099,1.2860619921328391,1.2860619921328391,1.2860619921328391,1.36988804784631,1.36988804784631,1.36988804784631
2019-12-22,1.6475807748946878,1.6475807748946878,1.6475807748946878,1.5693638436336157,1.5693638436336157,1.5693638436336157,1.6036708073335095,1.6036708073335095,1.6036708073335095,1.5473935021216922,1.5473935021216922,1.5473935021216922
2019-12-29,1.8100412393146044,1.8100412393146044,1.8100412393146044,1.7875856802596122,1.7875856802596122,1.7875856802596122,1.7224632821739294,1.7224632821739294,1.7224632821739294,1.6717448607909615,1.6717448607909615,1.6717448607909615
