Date,Global X Silver MinersEtf_Open_average,Global X Silver MinersEtf_Open_max,Global X Silver MinersEtf_Open_min,Global X Silver MinersEtf_High_average,Global X Silver MinersEtf_High_max,Global X Silver MinersEtf_High_min,Global X Silver MinersEtf_Low_average,Global X Silver MinersEtf_Low_max,Global X Silver MinersEtf_Low_min,Global X Silver MinersEtf_Close_average,Global X Silver MinersEtf_Close_max,Global X Silver MinersEtf_Close_min
2018-05-27,-0.634599565155437,-0.634599565155437,-0.634599565155437,-0.5244834325023608,-0.5244834325023608,-0.5244834325023608,-0.3537318173609154,-0.3537318173609154,-0.3537318173609154,-0.3285554906103888,-0.3285554906103888,-0.3285554906103888
2018-06-03,-0.5846950361694803,-0.5846950361694803,-0.5846950361694803,-0.8189817584849655,-0.8189817584849655,-0.8189817584849655,-0.5073625055334519,-0.5073625055334519,-0.5073625055334519,-0.6145909866508411,-0.6145909866508411,-0.6145909866508411
2018-06-10,-1.2172705365912329,-1.2172705365912329,-1.2172705365912329,-1.0546848160961495,-1.0546848160961495,-1.0546848160961495,-1.0926035330484294,-1.0926035330484294,-1.0926035330484294,-1.5235479938985677,-1.5235479938985677,-1.5235479938985677
2018-06-17,-2.0332782788117325,-2.0332782788117325,-2.0332782788117325,-1.9963753412674328,-1.9963753412674328,-1.9963753412674328,-1.5648173726290844,-1.5648173726290844,-1.5648173726290844,-1.6882358481937192,-1.6882358481937192,-1.6882358481937192
2018-06-24,-2.4816807919114727,-2.4816807919114727,-2.4816807919114727,-2.361121463825319,-2.361121463825319,-2.361121463825319,-2.4880917376654748,-2.4880917376654748,-2.4880917376654748,-2.3511208087490547,-2.3511208087490547,-2.3511208087490547
2018-07-01,-1.5615351744964359,-1.5615351744964359,-1.5615351744964359,-1.4730580895191328,-1.4730580895191328,-1.4730580895191328,-1.7632624877760137,-1.7632624877760137,-1.7632624877760137,-1.3543670597380688,-1.3543670597380688,-1.3543670597380688
2018-07-08,-1.9676128319571706,-1.9676128319571706,-1.9676128319571706,-2.0652664904732214,-2.0652664904732214,-2.0652664904732214,-2.0372010418249826,-2.0372010418249826,-2.0372010418249826,-2.1531636528232214,-2.1531636528232214,-2.1531636528232214
2018-07-15,-2.1691094888150775,-2.1691094888150775,-2.1691094888150775,-2.2335936420993603,-2.2335936420993603,-2.2335936420993603,-2.106735050100679,-2.106735050100679,-2.106735050100679,-2.2602796126510185,-2.2602796126510185,-2.2602796126510185
2018-07-22,-1.969388289060269,-1.969388289060269,-1.969388289060269,-2.152430182921837,-2.152430182921837,-2.152430182921837,-2.1273728918902854,-2.1273728918902854,-2.1273728918902854,-2.286616343118123,-2.286616343118123,-2.286616343118123
2018-07-29,-2.0851577700729598,-2.0851577700729598,-2.0851577700729598,-2.078867327894401,-2.078867327894401,-2.078867327894401,-2.023785756755544,-2.023785756755544,-2.023785756755544,-2.1122161720235764,-2.1122161720235764,-2.1122161720235764
2018-08-05,-2.0316520543622025,-2.0316520543622025,-2.0316520543622025,-2.1182041560480793,-2.1182041560480793,-2.1182041560480793,-2.056775672264021,-2.056775672264021,-2.056775672264021,-2.175828763631145,-2.175828763631145,-2.175828763631145
2018-08-12,-2.749750409467402,-2.749750409467402,-2.749750409467402,-2.671055234543976,-2.671055234543976,-2.671055234543976,-2.7487809337651656,-2.7487809337651656,-2.7487809337651656,-2.6476211533740055,-2.6476211533740055,-2.6476211533740055
2018-08-19,-1.9838690815826903,-1.9838690815826903,-1.9838690815826903,-1.8990083050696749,-1.8990083050696749,-1.8990083050696749,-1.9772787704964294,-1.9772787704964294,-1.9772787704964294,-1.9144017990265183,-1.9144017990265183,-1.9144017990265183
2018-08-26,-1.691933961758283,-1.691933961758283,-1.691933961758283,-1.80776349457214,-1.80776349457214,-1.80776349457214,-1.7317201554050017,-1.7317201554050017,-1.7317201554050017,-1.8661038511637817,-1.8661038511637817,-1.8661038511637817
2018-09-02,-1.8808932912742398,-1.8808932912742398,-1.8808932912742398,-1.985000911257039,-1.985000911257039,-1.985000911257039,-1.9462221151366013,-1.9462221151366013,-1.9462221151366013,-2.006394004132269,-2.006394004132269,-2.006394004132269
