Date,PowerShares FTSE International Low Beta Equal WeigEtf_Open_average,PowerShares FTSE International Low Beta Equal WeigEtf_Open_max,PowerShares FTSE International Low Beta Equal WeigEtf_Open_min,PowerShares FTSE International Low Beta Equal WeigEtf_High_average,PowerShares FTSE International Low Beta Equal WeigEtf_High_max,PowerShares FTSE International Low Beta Equal WeigEtf_High_min,PowerShares FTSE International Low Beta Equal WeigEtf_Low_average,PowerShares FTSE International Low Beta Equal WeigEtf_Low_max,PowerShares FTSE International Low Beta Equal WeigEtf_Low_min,PowerShares FTSE International Low Beta Equal WeigEtf_Close_average,PowerShares FTSE International Low Beta Equal WeigEtf_Close_max,PowerShares FTSE International Low Beta Equal WeigEtf_Close_min
2018-05-27,-0.27576492311033307,-0.27576492311033307,-0.27576492311033307,0.019747055278507675,0.019747055278507675,0.019747055278507675,-0.05462929920893344,-0.05462929920893344,-0.05462929920893344,-0.11048837532981441,-0.11048837532981441,-0.11048837532981441
2018-06-03,0.193013192824645,0.193013192824645,0.193013192824645,0.3461596346189516,0.3461596346189516,0.3461596346189516,0.37664754339719303,0.37664754339719303,0.37664754339719303,0.5219164317085419,0.5219164317085419,0.5219164317085419
2018-06-10,0.4479272385435692,0.4479272385435692,0.4479272385435692,0.2656134277384768,0.2656134277384768,0.2656134277384768,0.23925450710523888,0.23925450710523888,0.23925450710523888,0.03777936345806729,0.03777936345806729,0.03777936345806729
2018-06-17,-1.0489198869228702,-1.0489198869228702,-1.0489198869228702,-1.2242068995626052,-1.2242068995626052,-1.2242068995626052,-0.9168852164006918,-0.9168852164006918,-0.9168852164006918,-1.1750583104384722,-1.1750583104384722,-1.1750583104384722
2018-06-24,-2.351843435191101,-2.351843435191101,-2.351843435191101,-2.4267126415984848,-2.4267126415984848,-2.4267126415984848,-2.1639616907277315,-2.1639616907277315,-2.1639616907277315,-2.2407720505120197,-2.2407720505120197,-2.2407720505120197
2018-07-01,-2.4104212150154236,-2.4104212150154236,-2.4104212150154236,-2.434782148262101,-2.434782148262101,-2.434782148262101,-2.4586201099949663,-2.4586201099949663,-2.4586201099949663,-2.440842717711803,-2.440842717711803,-2.440842717711803
2018-07-08,-1.857714366122423,-1.857714366122423,-1.857714366122423,-1.8832158996815227,-1.8832158996815227,-1.8832158996815227,-1.9967362380548337,-1.9967362380548337,-1.9967362380548337,-1.8615767680165505,-1.8615767680165505,-1.8615767680165505
2018-07-15,-1.5078283964859578,-1.5078283964859578,-1.5078283964859578,-1.5059311242006566,-1.5059311242006566,-1.5059311242006566,-1.3284340516685078,-1.3284340516685078,-1.3284340516685078,-1.3829271113983064,-1.3829271113983064,-1.3829271113983064
2018-07-22,-0.8187155133743399,-0.8187155133743399,-0.8187155133743399,-0.6700335998686029,-0.6700335998686029,-0.6700335998686029,-0.6555100611686747,-0.6555100611686747,-0.6555100611686747,-0.5460066352176691,-0.5460066352176691,-0.5460066352176691
2018-07-29,-1.5673905980046205,-1.5673905980046205,-1.5673905980046205,-1.3304783030120346,-1.3304783030120346,-1.3304783030120346,-1.442745426706687,-1.442745426706687,-1.442745426706687,-1.2381867321163997,-1.2381867321163997,-1.2381867321163997
2018-08-05,-1.7163755443423188,-1.7163755443423188,-1.7163755443423188,-1.742749253610906,-1.742749253610906,-1.742749253610906,-1.7405033224381359,-1.7405033224381359,-1.7405033224381359,-1.7979535357184495,-1.7979535357184495,-1.7979535357184495
2018-08-12,-2.2550201067178,-2.2550201067178,-2.2550201067178,-1.8847939576016897,-1.8847939576016897,-1.8847939576016897,-2.212105436133231,-2.212105436133231,-2.212105436133231,-1.9976367101244268,-1.9976367101244268,-1.9976367101244268
2018-08-19,-1.0765777651965618,-1.0765777651965618,-1.0765777651965618,-1.0846366012462165,-1.0846366012462165,-1.0846366012462165,-1.0466686932190994,-1.0466686932190994,-1.0466686932190994,-1.1421866926718096,-1.1421866926718096,-1.1421866926718096
2018-08-26,-0.9167386780442388,-0.9167386780442388,-0.9167386780442388,-1.024257748423543,-1.024257748423543,-1.024257748423543,-0.8624582212437212,-0.8624582212437212,-0.8624582212437212,-0.9490455688698651,-0.9490455688698651,-0.9490455688698651
