Date,iShares MSCI Europe FinancialsEtf_Open_average,iShares MSCI Europe FinancialsEtf_Open_max,iShares MSCI Europe FinancialsEtf_Open_min,iShares MSCI Europe FinancialsEtf_High_average,iShares MSCI Europe FinancialsEtf_High_max,iShares MSCI Europe FinancialsEtf_High_min,iShares MSCI Europe FinancialsEtf_Low_average,iShares MSCI Europe FinancialsEtf_Low_max,iShares MSCI Europe FinancialsEtf_Low_min,iShares MSCI Europe FinancialsEtf_Close_average,iShares MSCI Europe FinancialsEtf_Close_max,iShares MSCI Europe FinancialsEtf_Close_min
2018-04-08,-0.3040542153650907,-0.3040542153650907,-0.3040542153650907,-0.4006743700942081,-0.4006743700942081,-0.4006743700942081,-0.4057762552433129,-0.4057762552433129,-0.4057762552433129,-0.49802949490280657,-0.49802949490280657,-0.49802949490280657
2018-04-15,-0.14181105272212222,-0.14181105272212222,-0.14181105272212222,-0.14836757129905684,-0.14836757129905684,-0.14836757129905684,0.0466940209459006,0.0466940209459006,0.0466940209459006,-0.04178267874727049,-0.04178267874727049,-0.04178267874727049
2018-04-22,-0.2805213429027875,-0.2805213429027875,-0.2805213429027875,-0.362807571997691,-0.362807571997691,-0.362807571997691,-0.16067458591607808,-0.16067458591607808,-0.16067458591607808,-0.1862026765959591,-0.1862026765959591,-0.1862026765959591
2018-04-29,-1.4005186067025326,-1.4005186067025326,-1.4005186067025326,-0.9067354292328295,-0.9067354292328295,-0.9067354292328295,-0.9907608036202867,-0.9907608036202867,-0.9907608036202867,-0.6884221220137737,-0.6884221220137737,-0.6884221220137737
2018-05-06,-0.05019414578490836,-0.05019414578490836,-0.05019414578490836,-0.13094940955990603,-0.13094940955990603,-0.13094940955990603,0.1370881013531097,0.1370881013531097,0.1370881013531097,-0.03859858020951093,-0.03859858020951093,-0.03859858020951093
2018-05-13,-1.144590755567105,-1.144590755567105,-1.144590755567105,-1.3539822418507519,-1.3539822418507519,-1.3539822418507519,-1.0192078774415405,-1.0192078774415405,-1.0192078774415405,-1.1586602412780205,-1.1586602412780205,-1.1586602412780205
2018-05-20,-2.278078267656357,-2.278078267656357,-2.278078267656357,-2.301954172554679,-2.301954172554679,-2.301954172554679,-2.065954228672131,-2.065954228672131,-2.065954228672131,-2.0596606115723004,-2.0596606115723004,-2.0596606115723004
2018-05-27,-2.2016775434874853,-2.2016775434874853,-2.2016775434874853,-2.2363554663686833,-2.2363554663686833,-2.2363554663686833,-2.175153733882058,-2.175153733882058,-2.175153733882058,-2.14237437915947,-2.14237437915947,-2.14237437915947
2018-06-03,-1.8236219411271193,-1.8236219411271193,-1.8236219411271193,-1.871953011706692,-1.871953011706692,-1.871953011706692,-1.7757591302613591,-1.7757591302613591,-1.7757591302613591,-1.7736816085438118,-1.7736816085438118,-1.7736816085438118
2018-06-10,-1.778645476860272,-1.778645476860272,-1.778645476860272,-1.7350794132233522,-1.7350794132233522,-1.7350794132233522,-1.6602271934896888,-1.6602271934896888,-1.6602271934896888,-1.656236219462179,-1.656236219462179,-1.656236219462179
