Date,LINUF_stock_Open_average,LINUF_stock_Open_max,LINUF_stock_Open_min,LINUF_stock_Open_volatility,LINUF_stock_Open_change,LINUF_stock_High_average,LINUF_stock_High_max,LINUF_stock_High_min,LINUF_stock_High_volatility,LINUF_stock_High_change,LINUF_stock_Low_average,LINUF_stock_Low_max,LINUF_stock_Low_volatility,LINUF_stock_Low_change,LINUF_stock_Close_average,LINUF_stock_Close_max,LINUF_stock_Close_min,LINUF_stock_Close_volatility,LINUF_stock_Close_change,LINUF_stock_Volume_average,LINUF_stock_Volume_max,LINUF_stock_Volume_volatility,LINUF_stock_Volume_change
2018-04-08,-1.5281172730859882,-1.5117979039489755,-1.4773682170800402,-0.6004154310594438,0.6260277884493564,-1.253718556723856,-1.1610253772097305,-1.248187873431815,-0.4645644808816211,0.22979982372192978,-1.3061684809556895,-1.2557185463518272,0.005508797292405969,1.2623660508096775,-1.210208502050502,-1.0771233670117681,-1.14642466922242,-0.19703836298474592,0.7382041582904463,-0.46236220032484787,-0.345116031585196,-0.31457964574501984,-0.2965842431124265
2018-04-15,-1.5154029296296583,-1.0257784147643263,-1.676943836244004,0.6062927388170309,-1.4623737426648233,-1.5687807198602477,-1.170957320202631,-1.48590913993919,-0.3881880839893056,-0.742828157003681,-1.5601926901947039,-1.669891604592377,-0.7034868281275439,0.16088971317600959,-1.670650457941476,-1.6037303257161655,-1.6819554468643518,-0.5447041432627618,0.18140306255071525,-0.577032855791215,-0.49196753347250716,-0.46382335858222123,-0.36640404810195454
2018-04-22,-1.1920028070691862,-1.1758739583349542,-0.8792426757178081,-0.9622321074176936,0.1257072255704978,-0.7830668375321493,-0.5485335373231143,-0.8792841592701676,-0.08652443510023221,0.8738927177758071,-1.0233553280360108,-1.109651109928332,-0.5778898850206587,0.8112867423530977,-0.7047660566159294,-0.3934619800611683,-0.9657782134500704,0.5137457944844146,2.20625625303925,-0.37752832962414445,-0.4209658387897377,-0.4409542321355422,-0.1906950056072366
2018-04-29,-2.0195898499146208,-0.3796292961108891,-3.163348864691079,3.1985733112501937,-3.2188883155566512,-1.6843943643273038,-0.6906977795115906,-2.97247047217574,2.635405686569678,-2.6901266973451827,-2.2442399377123987,-0.7970439702594454,3.296790326463177,-3.240171328180019,-2.0880534807781874,-0.773869907658221,-3.0738763318077105,3.0860213660372997,-3.2025370382751013,0.6769750965969581,0.878069666048013,0.8890235331113598,1.0257581078411044
2018-05-06,-3.011338743489971,-2.9312209442558737,-2.0731424601358923,-0.047954709514948006,-0.3370463478784294,-2.9869127315907784,-2.7336757766350823,-2.582596956787525,-0.1362676500913004,-0.4151212049977826,-3.041981755869869,-3.146038219709114,0.042626135610923696,-0.009024565097640365,-3.059535454619404,-2.993047179410355,-2.387756670214444,-0.45854651044299527,0.01661146375042393,0.38610528554463397,-0.15445861562229984,-0.2659772632709184,-0.2878087450538011
2018-05-13,-2.216276763066106,-2.181561759623323,-2.070041173741301,0.7885498963293708,1.43510725907624,-1.988785835372986,-1.9612966496749173,-1.74003878632319,-0.5806133884828398,-0.1455358573268809,-2.1570632523252593,-2.190002775896106,0.6908189690485851,1.3301231000083755,-2.0526702541604065,-2.038382171750261,-1.7764128150525258,-0.2841816954550897,0.356024046941709,-0.10878765099816759,-0.3436626339809349,-0.40840939576948115,-0.5539333432053564
2018-05-20,-1.7274995614496962,-1.8636213389852367,-1.2589556638386106,-0.47552392750291167,-0.03111717547286654,-1.8545114927692694,-1.8248749906025117,-1.7429894259918846,-0.16892517399302037,-0.2522646666759602,-1.680899989289727,-1.7367590072446644,-0.15011766376622024,-0.18456787858826862,-1.7668284230606988,-1.7379215754269408,-1.6174122715067607,-0.20940820120214643,-0.10530895943246579,-1.043751705540455,-0.7726667037035271,-0.6700720514476168,-0.21946847200572073
2018-05-27,-1.676154688815405,-1.737870117584991,-1.3400577518774632,-0.38206167536399316,-0.04205309049491589,-1.7666451103005814,-1.7961596395661819,-1.6869679007330858,-0.44602063585875734,-0.013912935828985963,-1.6600083796369185,-1.6528566690846185,-0.12475543871666778,-0.19391826421138714,-1.7582484394289275,-1.686892560880928,-1.6554250949216374,-0.08477887477341904,-0.2867817411403933,-0.8005036696166937,-0.6063356882928317,-0.5147873471373259,-0.24679452449210032
2018-06-03,-1.764447842144598,-1.6494639300906597,-1.5418574431030072,0.013774811963396734,-0.34717046960651254,-1.808028516283582,-1.6607712520193185,-1.78029987271579,0.23105266545223843,-0.5853563896508144,-1.7460866585435255,-1.746287683954571,-0.20172217051166372,-0.058615941381114936,-1.7997325316042174,-1.7489695926574829,-1.716234921708672,-0.24354992376397866,-0.010414284113278978,-0.5703532834465016,-0.39545144587143094,-0.31642736887719947,-0.4466216992260051
2018-06-10,-1.5083222452707423,-1.6457601105264752,-1.2506196540703816,-0.673465142941928,0.3656999953645622,-1.543771137038031,-1.5948639781325686,-1.4461193362255167,-0.5228599158674355,0.31410609693004216,-1.4367669042877107,-1.5520792923745779,-0.6373471213087875,0.4025401602504177,-1.470401676624937,-1.4940444668324182,-1.3596587477580482,-0.48734156940399886,0.25641991280520426,-0.8759583235227671,-0.49307138745589957,-0.38325237055499967,-0.4428051870846039
