Date,iShares MSCI Europe Small-Cap_Open_average,iShares MSCI Europe Small-Cap_Open_max,iShares MSCI Europe Small-Cap_Open_min,iShares MSCI Europe Small-Cap_High_average,iShares MSCI Europe Small-Cap_High_max,iShares MSCI Europe Small-Cap_High_min,iShares MSCI Europe Small-Cap_Low_average,iShares MSCI Europe Small-Cap_Low_max,iShares MSCI Europe Small-Cap_Low_min,iShares MSCI Europe Small-Cap_Close_average,iShares MSCI Europe Small-Cap_Close_max,iShares MSCI Europe Small-Cap_Close_min
2018-04-08,0.43266463394885446,0.43266463394885446,0.43266463394885446,0.3598302626999819,0.3598302626999819,0.3598302626999819,0.5631090788469469,0.5631090788469469,0.5631090788469469,0.4138912840577067,0.4138912840577067,0.4138912840577067
2018-04-15,0.6517370695414688,0.6517370695414688,0.6517370695414688,0.5998417749046395,0.5998417749046395,0.5998417749046395,0.8204407148482951,0.8204407148482951,0.8204407148482951,0.7755996536727248,0.7755996536727248,0.7755996536727248
2018-04-22,0.386379067321923,0.386379067321923,0.386379067321923,0.3822404000233693,0.3822404000233693,0.3822404000233693,0.5802703043999127,0.5802703043999127,0.5802703043999127,0.43978454837402364,0.43978454837402364,0.43978454837402364
2018-04-29,0.6603114577319432,0.6603114577319432,0.6603114577319432,0.5195698942476299,0.5195698942476299,0.5195698942476299,0.6478593349970723,0.6478593349970723,0.6478593349970723,0.6558426927380805,0.6558426927380805,0.6558426927380805
2018-05-06,1.4350832528435997,1.4350832528435997,1.4350832528435997,1.4504899784414935,1.4504899784414935,1.4504899784414935,1.309252080829263,1.309252080829263,1.309252080829263,1.2168166223992758,1.2168166223992758,1.2168166223992758
2018-05-13,1.0678857915352935,1.0678857915352935,1.0678857915352935,0.988895579027209,0.988895579027209,0.988895579027209,1.0221093835143034,1.0221093835143034,1.0221093835143034,1.0693244219517097,1.0693244219517097,1.0693244219517097
2018-05-20,-0.0691114110248141,-0.0691114110248141,-0.0691114110248141,-0.16518628374518946,-0.16518628374518946,-0.16518628374518946,0.04192102966020639,0.04192102966020639,0.04192102966020639,-0.005538797284964833,-0.005538797284964833,-0.005538797284964833
2018-05-27,0.05549062204834303,0.05549062204834303,0.05549062204834303,-0.11960717260630162,-0.11960717260630162,-0.11960717260630162,-0.364312288173386,-0.364312288173386,-0.364312288173386,-0.36066372012895864,-0.36066372012895864,-0.36066372012895864
2018-06-03,0.4627295224771162,0.4627295224771162,0.4627295224771162,0.83591066505323,0.83591066505323,0.83591066505323,0.6747638858673588,0.6747638858673588,0.6747638858673588,0.7423015729892882,0.7423015729892882,0.7423015729892882
2018-06-10,-1.3483927128773627,-1.3483927128773627,-1.3483927128773627,-1.3075763985998252,-1.3075763985998252,-1.3075763985998252,-0.8339970314659549,-0.8339970314659549,-0.8339970314659549,-0.8893942389106614,-0.8893942389106614,-0.8893942389106614
2018-06-17,-2.3109950905134613,-2.3109950905134613,-2.3109950905134613,-2.406737618686489,-2.406737618686489,-2.406737618686489,-2.1486024541386715,-2.1486024541386715,-2.1486024541386715,-2.288342937662431,-2.288342937662431,-2.288342937662431
2018-06-24,-2.4991367726253744,-2.4991367726253744,-2.4991367726253744,-2.4042467121616844,-2.4042467121616844,-2.4042467121616844,-2.3801757345915737,-2.3801757345915737,-2.3801757345915737,-2.3109894162181654,-2.3109894162181654,-2.3109894162181654
2018-07-01,-1.1760217066362382,-1.1760217066362382,-1.1760217066362382,-1.1918772898717853,-1.1918772898717853,-1.1918772898717853,-1.1378816808063261,-1.1378816808063261,-1.1378816808063261,-1.1403455929266353,-1.1403455929266353,-1.1403455929266353
2018-07-08,-0.9947435718698338,-0.9947435718698338,-0.9947435718698338,-1.066151813009062,-1.066151813009062,-1.066151813009062,-0.9864101193988369,-0.9864101193988369,-0.9864101193988369,-1.0470326710690232,-1.0470326710690232,-1.0470326710690232
2018-07-15,-1.0528300415446665,-1.0528300415446665,-1.0528300415446665,-1.1621572725558946,-1.1621572725558946,-1.1621572725558946,-1.0617736470928003,-1.0617736470928003,-1.0617736470928003,-1.120396403564894,-1.120396403564894,-1.120396403564894
