Date,First Trust NASDAQ Smartphone_Open_average,First Trust NASDAQ Smartphone_Open_max,First Trust NASDAQ Smartphone_Open_min,First Trust NASDAQ Smartphone_High_average,First Trust NASDAQ Smartphone_High_max,First Trust NASDAQ Smartphone_High_min,First Trust NASDAQ Smartphone_Low_average,First Trust NASDAQ Smartphone_Low_max,First Trust NASDAQ Smartphone_Low_min,First Trust NASDAQ Smartphone_Close_average,First Trust NASDAQ Smartphone_Close_max,First Trust NASDAQ Smartphone_Close_min
2018-04-08,-0.7704949512973875,-0.7704949512973875,-0.7704949512973875,-0.9446272017224565,-0.9446272017224565,-0.9446272017224565,-0.4255639558451314,-0.4255639558451314,-0.4255639558451314,-0.7464797539060951,-0.7464797539060951,-0.7464797539060951
2018-04-15,-1.2126953626544612,-1.2126953626544612,-1.2126953626544612,-1.2052337956579868,-1.2052337956579868,-1.2052337956579868,-1.031518446298961,-1.031518446298961,-1.031518446298961,-1.3847981469379897,-1.3847981469379897,-1.3847981469379897
2018-04-22,-1.4105145968664898,-1.4105145968664898,-1.4105145968664898,-1.5617414985981959,-1.5617414985981959,-1.5617414985981959,-1.174599379675244,-1.174599379675244,-1.174599379675244,-1.3841394626847503,-1.3841394626847503,-1.3841394626847503
2018-04-29,-1.481199482815841,-1.481199482815841,-1.481199482815841,-1.219585718023568,-1.219585718023568,-1.219585718023568,-1.088425076523327,-1.088425076523327,-1.088425076523327,-1.0550886358840421,-1.0550886358840421,-1.0550886358840421
2018-05-06,-0.7432487347423355,-0.7432487347423355,-0.7432487347423355,-0.9347459440905267,-0.9347459440905267,-0.9347459440905267,-0.5220549294237988,-0.5220549294237988,-0.5220549294237988,-0.7228552896852753,-0.7228552896852753,-0.7228552896852753
2018-05-13,-0.9170422762673194,-0.9170422762673194,-0.9170422762673194,-1.0819499602248428,-1.0819499602248428,-1.0819499602248428,-0.7341636297394818,-0.7341636297394818,-0.7341636297394818,-0.9166355940466461,-0.9166355940466461,-0.9166355940466461
2018-05-20,-0.5608511303415791,-0.5608511303415791,-0.5608511303415791,-0.6967712033393408,-0.6967712033393408,-0.6967712033393408,-0.4587751395766158,-0.4587751395766158,-0.4587751395766158,-0.5964058789308805,-0.5964058789308805,-0.5964058789308805
2018-05-27,-0.8542355990235893,-0.8542355990235893,-0.8542355990235893,-0.8552404784181005,-0.8552404784181005,-0.8552404784181005,-0.6920735162410286,-0.6920735162410286,-0.6920735162410286,-0.6946121673765548,-0.6946121673765548,-0.6946121673765548
2018-06-03,-0.12136267305214032,-0.12136267305214032,-0.12136267305214032,-0.22340924086214367,-0.22340924086214367,-0.22340924086214367,-0.05994666687360428,-0.05994666687360428,-0.05994666687360428,-0.0787663368939001,-0.0787663368939001,-0.0787663368939001
2018-06-10,-0.6306198602040036,-0.6306198602040036,-0.6306198602040036,-0.6701348635996146,-0.6701348635996146,-0.6701348635996146,-0.4275565662734376,-0.4275565662734376,-0.4275565662734376,-0.47170572242463715,-0.47170572242463715,-0.47170572242463715
