Date,Direxion Daily S P Oil Gas Exp Bear_Open_average,Direxion Daily S P Oil Gas Exp Bear_Open_max,Direxion Daily S P Oil Gas Exp Bear_Open_min,Direxion Daily S P Oil Gas Exp Bear_High_average,Direxion Daily S P Oil Gas Exp Bear_High_max,Direxion Daily S P Oil Gas Exp Bear_High_min,Direxion Daily S P Oil Gas Exp Bear_Low_average,Direxion Daily S P Oil Gas Exp Bear_Low_max,Direxion Daily S P Oil Gas Exp Bear_Low_min,Direxion Daily S P Oil Gas Exp Bear_Close_average,Direxion Daily S P Oil Gas Exp Bear_Close_max,Direxion Daily S P Oil Gas Exp Bear_Close_min
2018-04-08,-1.58919391978254,-1.58919391978254,-1.58919391978254,-1.6883257339506221,-1.6883257339506221,-1.6883257339506221,-1.6832137358951527,-1.6832137358951527,-1.6832137358951527,-1.6835784797714832,-1.6835784797714832,-1.6835784797714832
2018-04-15,-1.8517960246580967,-1.8517960246580967,-1.8517960246580967,-1.963611716316305,-1.963611716316305,-1.963611716316305,-2.001740881858301,-2.001740881858301,-2.001740881858301,-2.0335110797516274,-2.0335110797516274,-2.0335110797516274
2018-04-22,-1.7271626809232279,-1.7271626809232279,-1.7271626809232279,-1.8542580750264424,-1.8542580750264424,-1.8542580750264424,-1.8878866062222381,-1.8878866062222381,-1.8878866062222381,-1.8073357854414722,-1.8073357854414722,-1.8073357854414722
2018-04-29,-1.6389202252819968,-1.6389202252819968,-1.6389202252819968,-1.6959171999656428,-1.6959171999656428,-1.6959171999656428,-1.7506533391609824,-1.7506533391609824,-1.7506533391609824,-1.5788902006043215,-1.5788902006043215,-1.5788902006043215
2018-05-06,-1.6811468733344586,-1.6811468733344586,-1.6811468733344586,-1.701568945548988,-1.701568945548988,-1.701568945548988,-1.6226144070623696,-1.6226144070623696,-1.6226144070623696,-1.666759015456556,-1.666759015456556,-1.666759015456556
2018-05-13,-1.6840691234972487,-1.6840691234972487,-1.6840691234972487,-1.6445414406617402,-1.6445414406617402,-1.6445414406617402,-1.657033238726132,-1.657033238726132,-1.657033238726132,-1.680293575253507,-1.680293575253507,-1.680293575253507
2018-05-20,-1.1272469487499732,-1.1272469487499732,-1.1272469487499732,-0.9987397778090822,-0.9987397778090822,-0.9987397778090822,-1.0138571612346425,-1.0138571612346425,-1.0138571612346425,-1.0197531352890776,-1.0197531352890776,-1.0197531352890776
2018-05-27,-1.1877838424076885,-1.1877838424076885,-1.1877838424076885,-0.9994696045719581,-0.9994696045719581,-0.9994696045719581,-1.1001512262864523,-1.1001512262864523,-1.1001512262864523,-0.9470784047669815,-0.9470784047669815,-0.9470784047669815
2018-06-03,-0.9557934150982259,-0.9557934150982259,-0.9557934150982259,-0.9874144709516798,-0.9874144709516798,-0.9874144709516798,-0.9660271719680275,-0.9660271719680275,-0.9660271719680275,-0.9810187774372526,-0.9810187774372526,-0.9810187774372526
2018-06-10,-0.619366199550704,-0.619366199550704,-0.619366199550704,-0.6701271081419833,-0.6701271081419833,-0.6701271081419833,-0.7769554779048664,-0.7769554779048664,-0.7769554779048664,-0.7445052399702775,-0.7445052399702775,-0.7445052399702775
